主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
酒店,四线及以下小城市民宿订单同比,25,%,木鸟民宿,2026端午民宿消费报告,2026-06-21,C,https://www.sanqin.com/2026-06/22/content_11631086.html,增速反超一线及新一线,3,平台自披露,同比,3天,水平值,2026-06-24,
酒店,热门城市民宿订单同比,54,%,木鸟民宿,2026端午民宿消费报告,2026-06-21,C,https://www.sanqin.com/2026-06/22/content_11631086.html,北京+55%、青岛+92%,3,平台自披露,同比,3天,水平值,2026-06-24,
酒店,博物馆周边民宿订单环比,172,%,木鸟民宿,2026端午民宿消费报告,2026-06-21,C,https://www.sanqin.com/2026-06/22/content_11631086.html,主题乐园周边+161%,3,平台自披露,环比,3天,水平值,2026-06-24,
旅行社,端午出游主力客群占比（20-49岁）,超70,%,途牛（中国旅游报转引）,2026端午旅游数据,2026-06-18,C,https://www.toutiao.com/article/7652638362830045706,亲子游、父母同游比例上升,3,平台自披露,无(水平值),3天,水平值,2026-06-24,
旅行社,租车预订订单同比,翻倍,%,神州租车（中国旅游报转引）,2026端午租车数据,2026-06-18,C,https://www.toutiao.com/article/7652638362830045706,传统热门与西北西南自驾共同升温,3,待核,同比,3天,增长率,2026-06-24,
平台,周边短途旅行产品预订热度同比,30,%,同程旅行,2026端午旅行消费盘点报告,2026-06-22,C,https://tidenews.com.cn/news.html?id=3478901,江浙沪、京津冀区域,3,平台自披露,同比,3天,水平值,2026-06-24,
平台,度假酒店两晚连住预订热度环比,146,%,同程旅行,2026端午旅行消费盘点报告,2026-06-18,C,https://www.toutiao.com/article/7652638362830045706,酒店即目的地趋势,3,平台自披露,环比,3天,水平值,2026-06-24,
平台,玩乐组合产品预订量同比,83,%,飞猪,2026端午出游快报,2026-06-21,C,https://www.toutiao.com/article/7653678796926714402,含餐饮、演出、游乐,3,平台自披露,同比,3天,水平值,2026-06-24,
平台,扬州民宿订单同比,330,%,木鸟民宿（潮新闻转引）,2026端午民宿数据,2026-06-21,C,https://www.toutiao.com/article/7653678796926714402,十二红等端午习俗出圈,3,平台自披露,同比,3天,水平值,2026-06-24,
平台,毕业旅行搜索热度环比,300,%,同程旅行（中国旅游报转引）,2026端午毕业游数据,2026-06-18,C,https://www.toutiao.com/article/7652638362830045706,青年学生短途跨省需求释放,3,平台自披露,环比,3天,水平值,2026-06-24,
交通,铁路端午运输发送旅客,8258.8,万人次,国家铁路集团（人民日报转引）,2026年铁路端午假期运输,2026-06-24,A,https://cpc.people.com.cn/n1/2026/0624/c64387-40746299.html,同比+4.9%,3,官方跨区域(含自驾),同比,3天,增长率,2026-06-24,
交通,铁路日均开行旅客列车,12659,列,国家铁路集团,2026年铁路端午假期运输,2026-06-24,A,https://cpc.people.com.cn/n1/2026/0624/c64387-40746299.html,增开跨局夜间高铁520列、旅游列车49列,3,官方跨区域(含自驾),无(水平值),3天,水平值,2026-06-24,
交通,全社会跨区域人员流动量,65278,万人次,交通运输部（中国网转引）,2026年端午假期交通出行,2026-06-22,A,https://travel.china.com.cn/txt/2026-06/22/content_118559488.shtml,日均21759.3万，同比持平,3,官方跨区域(含自驾),同比,3天,增长率,2026-06-24,
交通,铁路/公路/水路/民航客运量,4945.1/59489/276.3/567.6,万人次,交通运输部,2026年端午假期交通出行,2026-06-22,A,https://travel.china.com.cn/txt/2026-06/22/content_118559488.shtml,铁路+2.97%、民航+0.6%、水路+1.16%,3,官方跨区域(含自驾),无(水平值),3天,复合值,2026-06-24,
交通,民航端午客运总量,567.6,万人次,中国民航局（交通运输部转引）,2026年端午假期民航数据,2026-06-22,A,https://travel.china.com.cn/txt/2026-06/22/content_118559488.shtml,日均189.2万，同比+0.6%,3,官方跨区域(含自驾),同比,3天,增长率,2026-06-24,
政策宏观,78个步行街（商圈）客流量/营业额同比（前两天）,4.0/3.5,%,商务部（总台央视转引）,2026端午消费市场数据,2026-06-21,A,https://new.qq.com/rain/a/20260621A098ZT00?refer=cp_1009,重点监测核心商圈,3,官方重点监测,同比,3天,复合值,2026-06-24,
政策宏观,消费品以旧换新惠及人次（截至6.20）,1.36,亿人次,商务部（总台央视转引）,2026端午消费市场数据,2026-06-21,A,https://new.qq.com/rain/a/20260621A098ZT00?refer=cp_1009,带动销售额超1万亿元,3,官方总量,无(水平值),3天,水平值,2026-06-24,
政策宏观,以旧换新-汽车/家电数码,342.8/13289.5,万台/万台,商务部,2026端午消费市场数据,2026-06-21,A,https://new.qq.com/rain/a/20260621A098ZT00?refer=cp_1009,汽车带动5552.4亿、家电数码带动4516.3亿,3,官方总量,无(水平值),3天,复合值,2026-06-24,
政策宏观,全国餐饮订单量同比,54,%,抖音/商务部商务大数据（中国饭店协会转引）,2026端午餐饮数据,2026-06,C,无公开URL（中国饭店协会专项调研发布）,住宿景区一体化订单+58%,3,平台自披露,同比,3天,水平值,2026-06-24,
新消费,外国人入出境,77.7,万人次,国家移民管理局（新华社转引）,2026端午出入境数据,2026-06-22,A,https://e.xzxw.com/xzrb/202606/23/content_362621.html,同比+23.3%,3,官方总量,同比,3天,增长率,2026-06-24,
新消费,入境游预订量同比,近10,倍,飞猪（香港商报转引）,2026端午出游快报,2026-06-21,C,https://ebook.hkcd.com.hk/MB/content/202606/22/content_3457349.html,客源泰国/韩国/马来西亚/新加坡,3,平台自披露,同比,3天,水平值,2026-06-24,
新消费,出境游预订量同比,近20,%,飞猪/去哪儿（新浪转引）,2026端午出入境数据,2026-06-21,C,https://cj.sina.com.cn/articles/view/7880069205/1d5b05055019026fj6,泰国/韩国/马来西亚/新加坡热门,3,平台自披露,同比,3天,水平值,2026-06-24,
新消费,民俗深度体验类产品预订热度同比,23,%,同程旅行（中新社转引）,2026端午民俗游数据,2026-06-23,C,https://m.cyol.com/gb/lvyou/articles/2026-06/23/content_ajwPdqHL8L.html,包粽子、制香囊、编五彩绳,3,平台自披露,同比,3天,水平值,2026-06-24,
新消费,包车游预订量同比,超100,%,飞猪（香港商报转引）,2026端午出游快报,2026-06-21,C,https://ebook.hkcd.com.hk/MB/content/202606/22/content_3457349.html,长线避暑带动,3,平台自披露,同比,3天,水平值,2026-06-24,
新消费,内蒙古旅行消费同比,近60,%,飞猪（香港商报转引）,2026端午出游快报,2026-06-21,C,https://ebook.hkcd.com.hk/MB/content/202606/22/content_3457349.html,甘肃/青海/辽宁均超30%,3,平台自披露,同比,3天,水平值,2026-06-24,
