主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
政策宏观,发放文旅消费补贴,4.8,亿元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,政策宏观,官方总量,实际,无,8,水平值,2026-08-21,,文化和旅游部(商务部数据),2025国庆中秋消费观察,PUB,B,https://www.gov.cn/lianbo/bumen/202510/content_7043739.htm,全国举办超2.9万场文旅活动
政策宏观,海南离岛免税销售金额(双节),9.44,亿元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,免税,官方总量,实际,同比,8,水平值,2026-08-21,,海口海关,中秋国庆双节期间海南离岛免税购物金额9.44亿元,2025-10-09,A,http://haikou.customs.gov.cn/haikou_customs/605732/605733/6766755/index.html,购物人数12.29万人次(+3.2%)、人均7685元(+10%)
政策宏观,消费相关行业日均销售收入同比,4.5,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,社零消费,官方总量,实际,同比,8,增长率,2026-08-21,,国家税务总局,增值税发票数据显示国庆中秋假期消费市场增势较好,2025-10-09,A,https://www.chinatax.gov.cn/chinatax/n810219/n810724/c5243524/content.html,商品消费+3.9%、服务消费+7.6%
政策宏观,珠宝首饰销售收入同比,41.1,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,社零消费,官方总量,实际,同比,8,增长率,2026-08-21,,国家税务总局,增值税发票数据显示国庆中秋假期消费市场增势较好,2025-10-09,A,https://www.chinatax.gov.cn/chinatax/n810219/n810724/c5243524/content.html,黄金价格上升带动；餐饮日均+15.7%、餐饮配送+28.8%
政策宏观,电商平台绿色有机食品销售额同比,27.9,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,社零消费,官方总量,实际,同比,8,增长率,2026-08-21,,商务部,消费市场人气旺亮点多,2025-10-09,A,https://www.gov.cn/lianbo/bumen/202510/content_7043739.htm,主要电商平台；智能家居+14.3%、国潮服装+14.1%
政策宏观,适用免签政策入境人数,53.5,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,出入境,官方总量,实际,同比,8,水平值,2026-08-21,,国家移民管理局,国庆中秋假期1634.3万人次出入境,2025-10-09,A,https://www.gov.cn/lianbo/bumen/202510/content_7043639.htm,同比+46.8%；免签政策红利持续释放
政策宏观,通讯器材销售收入同比,18.8,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,社零消费,官方总量,实际,同比,8,增长率,2026-08-21,,国家税务总局,增值税发票数据显示国庆中秋假期消费市场增势较好,2025-10-09,A,https://www.chinatax.gov.cn/chinatax/n810219/n810724/c5243524/content.html,政策补贴叠加金九银十；汽车+12.6%(新能源+14.7%)
政策宏观,银联网联共处理支付交易金额,13.26,万亿元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,支付,官方总量,实际,同比,8,水平值,2026-08-21,,中国人民银行(新华网),国庆中秋假期银联、网联支付数据,PUB,A,http://www.xinhuanet.com/20251009/50f4254185fe444192d9578ccee0cfd5/c.html,支付笔数415.52亿笔(较去年+95.23亿)，金额较去年+1.86万亿；跨境消费猛增
新消费,北京营业性演出票房收入,2.18,亿元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,演出,官方总量,实际,同比,8,水平值,2026-08-21,,北京市文化和旅游局(北京商报),国庆中秋假期北京市举办营业性演出,2025-10-09,B,https://finance.sina.com.cn/jjxw/2025-10-08/doc-inftetxh3106585.shtml,2497场，观众约67万；票房同比+约118%
新消费,国庆档电影票房,18.35,亿元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,电影,官方总量,实际,同比,8,水平值,2026-08-21,,国家电影局,2025年国庆档电影票房为18.35亿元,2025-10-09,A,https://www.chinafilm.gov.cn/xwzx/gzdt/202510/t20251009_934057.html,观影人次5007万；场次314.66万场(+12.82%)；平均票价36.64元(-9.28%)；国产占比98.93%
新消费,国庆档观影人次,5007,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,电影,官方总量,实际,同比,8,水平值,2026-08-21,,国家电影局,2025年国庆档电影票房为18.35亿元,2025-10-09,A,https://www.chinafilm.gov.cn/xwzx/gzdt/202510/t20251009_934057.html,
新消费,景德镇飞猪订单量同比,60,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,平台订单,平台自披露,实际,同比,8,增长率,2026-08-21,,飞猪(财联社),超级黄金周旅游换挡景德镇成顶流,2025-10-09,C,https://m.cls.cn/detail/2163655,鸡排摊主走红带火；携程景德镇整体订单+近40%、抖音当地团购+83%、陶瓷手作商户+35%；≥2独立机构印证
新消费,演出项目总观演人次(10.1-6),194,万人次,水平值,2025-10-01至2025-10-06,6天,6天-口径,演出,虎鲸文娱口径,实际,同比,8,水平值,2026-08-21,,虎鲸文娱,2025国庆假期文娱消费报告,2025-10-08,C,http://www.bbtnews.com.cn/2025/1008/571751.shtml,同比+39.5%；音乐节观演+66.6%、演唱会+39.7%；演出项目超3100个近1.5万场
旅行社,出境长线跟团游同比(同程),100,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,平台订单,平台自披露,实际,同比,8,增长率,2026-08-21,,同程旅行,国庆中秋假期出游报告,2025-10-09,C,http://www.ce.cn/cysc/newmain/yc/jsxw/202510/t20251010_2509708.shtml,同比增长近1倍；明显高于出境短线
旅行社,非一线城市欧洲跟团游同比,140,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,平台订单,平台自披露,实际,同比,8,增长率,2026-08-21,,同程旅行,国庆中秋假期出游报告,2025-10-09,C,http://www.ce.cn/cysc/newmain/yc/jsxw/202510/t20251010_2509708.shtml,超过140%；下沉市场偏好集中释放
旅行社,非一线城市美洲跟团游同比,32,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,平台订单,平台自披露,实际,同比,8,增长率,2026-08-21,,同程旅行,国庆中秋假期出游报告,2025-10-09,C,http://www.ce.cn/cysc/newmain/yc/jsxw/202510/t20251010_2509708.shtml,同比增长超过32%
景区目的地,上海接待游客,2548.5,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,同比,8,水平值,2026-08-21,,上海旅游大数据监测(市政府),国庆中秋假日上海接待游客2548.5万人次,PUB,A,https://www.shanghai.gov.cn/nw31406/20251009/d3a47b3160214af28f1a60ff35f1d9ab.html,同比+19.74%；宾馆旅馆平均出租率63.70%(+3.9pp)
景区目的地,北京接待游客,2509.4,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,同比,8,水平值,2026-08-21,,北京市文化和旅游局(新华网),国庆中秋假期北京游客接待量双增长,2025-10-08,A,http://www.news.cn/20251008/12d5f8067c824b518ae14e5b178586d5/c.html,同比+3.6%
景区目的地,北京旅游总花费,316.5,亿元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,同比,8,水平值,2026-08-21,,北京市文化和旅游局(新华网),国庆中秋假期北京游客接待量双增长,2025-10-08,A,http://www.news.cn/20251008/12d5f8067c824b518ae14e5b178586d5/c.html,同比+4.7%
景区目的地,广东接待游客,6517.6,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,较2024(7天),8,水平值,2026-08-21,,广东省文化和旅游厅(央视),全国多个省份公布国庆中秋假期成绩单,2025-10-09,B,http://big5.cctv.com/gate/big5/news.cctv.cn/2025/10/09/ARTIsEk7JwGycd1U5f2Uym11251009.shtml,较2024国庆7天+11.5%；4A及以上景区接待2421.9万人次
景区目的地,广东旅游收入,613.2,亿元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,较2024(7天),8,水平值,2026-08-21,,广东省文化和旅游厅(央视),全国多个省份公布国庆中秋假期成绩单,2025-10-09,B,http://big5.cctv.com/gate/big5/news.cctv.cn/2025/10/09/ARTIsEk7JwGycd1U5f2Uym11251009.shtml,较2024国庆7天+14.2%
景区目的地,江苏接待国内游客,6075.15,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,同比,8,水平值,2026-08-21,,江苏省文化和旅游厅,国庆中秋假日江苏文旅市场情况,2025-10-09,A,https://www.mct.gov.cn/whzx/qgwhxxlb/js/202510/t20251009_962534.htm,同比+24.48%
景区目的地,江苏游客总花费,644.93,亿元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,同比,8,水平值,2026-08-21,,江苏省文化和旅游厅,国庆中秋假日江苏文旅市场情况,2025-10-09,A,https://www.mct.gov.cn/whzx/qgwhxxlb/js/202510/t20251009_962534.htm,同比+23.73%；全国省份旅游收入第一
景区目的地,河南接待游客,8136.3,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,较去年同期,8,水平值,2026-08-21,,河南省文化和旅游厅,2025年河南国庆中秋假期文旅市场综述,2025-10-09,A,http://www.mct.gov.cn/whzx/qgwhxxlb/hn/202510/t20251009_962527.htm,受降雨影响，为去年同期89.1%(同比-10.9%)
景区目的地,河南旅游收入,539.1,亿元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,较去年同期,8,水平值,2026-08-21,,河南省文化和旅游厅,2025年河南国庆中秋假期文旅市场综述,2025-10-09,A,http://www.mct.gov.cn/whzx/qgwhxxlb/hn/202510/t20251009_962527.htm,为去年同期83.4%(同比-16.6%)；降雨影响
景区目的地,湖北A级景区接待游客,2036.34,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,城市消费,官方总量,实际,同比,8,水平值,2026-08-21,,湖北省文化和旅游厅,2025年国庆中秋假日湖北省文化和旅游市场情况,2025-10-08,A,http://wlt.hubei.gov.cn/bmdt/dtyw/202510/t20251008_5784391.shtml,同比+12.9%；星级饭店平均出租率69.7%(+6.5pp)
游客画像,假期出行客单价同比(飞猪),14.6,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,平台订单,平台自披露,实际,同比,8,增长率,2026-08-21,,飞猪,双节旅游消费盘点,2025-10-09,C,http://travel.china.com.cn/txt/2025-10/11/content_118118148.shtml,95后预订人次占比最高；该平台自身口径
游客画像,出境包车游订单同比(携程),120,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,平台订单,平台自披露,实际,同比,8,增长率,2026-08-21,,携程,2025国庆中秋双节旅游报告,2025-10-08,C,http://www.100ec.cn/detail--6652628.html,出境化深度化；该平台自身口径
游客画像,国内长途游订单占比提升,3,个百分点,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,平台订单,平台自披露,实际,同比,8,增长率,2026-08-21,,携程,2025国庆中秋双节旅游报告,2025-10-08,C,http://www.news.cn/travel/20251009/c1a67b2aab8742729cf12526e596ba75/c.html,该平台自身口径，非全市场
游客画像,夜游搜索热度环比(携程),200,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,平台订单,平台自披露,实际,环比,8,增长率,2026-08-21,,携程,双节旅游消费盘点,2025-10-09,C,http://travel.china.com.cn/txt/2025-10/11/content_118118148.shtml,浦东美术馆/南京博物院夜间场次+超5倍；该平台口径
跨年可比,2024国庆出游日均(推算=7.65/7),1.09,亿人次/天,水平值,2024-10-01至2024-10-07,7天,7天-口径,旅游总花费,测算口径,推算,同比,7,水平值,2026-08-21,缺口-测算,测算(基于文旅部数据),本报告推算,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202510/content_7043743.htm,per-day等效值
跨年可比,2024国庆国内出游总花费(7天),7008.17,亿元,水平值,2024-10-01至2024-10-07,7天,7天-口径,旅游总花费,文旅部7天口径,实际,同比,7,水平值,2026-08-21,,文化和旅游部(据2025发布反推),国庆中秋假期文化和旅游市场情况,2025-10-09,D,https://www.gov.cn/lianbo/bumen/202510/content_7043743.htm,=8090.06-1081.89；2024为7天
跨年可比,2024国庆国内旅游出游人次(7天),7.65,亿人次,水平值,2024-10-01至2024-10-07,7天,7天-口径,旅游总花费,文旅部7天口径,实际,同比,7,水平值,2026-08-21,,文化和旅游部(据2025发布反推),国庆中秋假期文化和旅游市场情况,2025-10-09,D,https://www.gov.cn/lianbo/bumen/202510/content_7043743.htm,=8.88-1.23；2024为7天，跨年对比须per-day折算
跨年可比,2024国庆总花费日均(推算=7008.17/7),1001.17,亿元/天,水平值,2024-10-01至2024-10-07,7天,7天-口径,旅游总花费,测算口径,推算,同比,7,水平值,2026-08-21,缺口-测算,测算(基于文旅部数据),本报告推算,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202510/content_7043743.htm,per-day等效值
跨年可比,2026全年国内出游人次(全年预计),57,亿人次,水平值,2026-10-01至2026-10-07(预计),7天(预计),预测台账,旅游总花费,预测,预计,较2025,7,水平值,2026-08-21,预判待回填,本报告预测,2025十一前瞻台账,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202510/content_7043743.htm,预测ID=2026全年-F01；中心值+区间+置信度;须per-day折算后回看;非实测
跨年可比,2026十一国内出游人次(7天预计),7.6,亿人次,水平值,2026-10-01至2026-10-07(预计),7天(预计),预测台账,旅游总花费,预测,预计,较2025,7,水平值,2026-08-21,预判待回填,本报告预测,2025十一前瞻台账,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202510/content_7043743.htm,预测ID=2026十一-F01；中心值+区间+置信度;须per-day折算后回看;非实测
跨年可比,2026十一国内出游总花费(7天预计),7200,亿元,水平值,2026-10-01至2026-10-07(预计),7天(预计),预测台账,旅游总花费,预测,预计,较2025,7,水平值,2026-08-21,预判待回填,本报告预测,2025十一前瞻台账,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202510/content_7043743.htm,预测ID=2026十一-F02；中心值+区间+置信度;须per-day折算后回看;非实测
跨年可比,出游人次per-day同比(2025 vs 2024),1.6,%,水平值,2025vs2024,8天vs7天,8天vs7天-口径,旅游总花费,测算口径,推算,同比,8,水平值,2026-08-21,缺口-测算,测算(基于文旅部数据),本报告推算,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202510/content_7043743.htm,=1.11/1.09-1；8天与7天已per-day归一，非未折算绝对增量
跨年可比,出游总花费per-day同比(2025 vs 2024),1.0,%,水平值,2025vs2024,8天vs7天,8天vs7天-口径,旅游总花费,测算口径,推算,同比,8,水平值,2026-08-21,缺口-测算,测算(基于文旅部数据),本报告推算,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202510/content_7043743.htm,=1011.26/1001.17-1；per-day归一
酒店,上海宾馆旅馆平均客房出租率,63.70,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,酒店经营,官方总量,实际,同比,8,水平值,2026-08-21,,上海旅游大数据监测(市政府),国庆中秋假日上海接待游客2548.5万人次,2025-10-09,A,https://www.shanghai.gov.cn/nw31406/20251009/d3a47b3160214af28f1a60ff35f1d9ab.html,同比+3.9个百分点
酒店,华住集团ADR,393,元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,酒店经营,平台自披露,实际,同比,8,水平值,2026-08-21,,华住集团(xueqiu),国庆酒店市场表现,2025-10-12,C,https://ai.xueqiu.com/4692149509/356180357,同比+4%
酒店,华住集团OCC,88.2,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,酒店经营,平台自披露,实际,同比,8,水平值,2026-08-21,,华住集团(xueqiu),国庆酒店市场表现,2025-10-12,C,https://ai.xueqiu.com/4692149509/356180357,同比+1.1个百分点
酒店,华住集团RevPAR,346.6,元,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,酒店经营,平台自披露,实际,同比,8,水平值,2026-08-21,,华住集团(xueqiu),国庆酒店市场表现,2025-10-12,C,https://ai.xueqiu.com/4692149509/356180357,同比+5.1%
酒店,华住集团假期接待人次,1055,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,酒店经营,平台自披露,实际,同比,8,水平值,2026-08-21,,华住集团(华夏时报),2025年超级黄金周酒店业观察,2025-10-10,C,http://m.toutiao.com/group/7559965122895151662/,同比+36%；外宾5.7万(+75%)；整体入住率超80%，10.3高峰超98%，8100+门店满房
酒店,国内热门城市酒店预订量同比(去哪儿),20,%,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,酒店经营,平台自披露,实际,同比,8,增长率,2026-08-21,,去哪儿,长假游观察,2025-10-09,C,https://tidenews.com.cn/news.html?id=3268443,超过两成；该平台自身口径
酒店,锦江(中国区)假期接待人次,1300,万人次,水平值,2025-10-01至2025-10-08,8天,文旅部8天口径v1.0,酒店经营,平台自披露,实际,同比,8,水平值,2026-08-21,,锦江酒店(华夏时报),2025年超级黄金周酒店业观察,2025-10-10,C,http://m.toutiao.com/group/7559965122895151662/,同比+30%；华住+锦江合计接待冲破2350万人次
