主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
景区数据,云南省旅游外汇收入同比,141.3,%,增长率,2025-01-01~2025-08-31,1-8月累计,云南省文旅厅口径,旅游总花费,官方总量,实际,累计年初至今,243,增长率,2026-08-21,,云南省文化和旅游厅(文旅部转载),云南暑期文旅市场主要指标创新高,2025-09-19,A,https://www.mct.gov.cn/whzx/qgwhxxlb/yn/202509/t20250919_962295.htm,1-8月云南省旅游外汇收入同比+141.3%，大幅超2024全年；入境游客人次/过夜人次接近2024全年水平；与社零分列不可相加
景区数据,故宫博物院暑期日均接待游客,8,万人次,日度,2025-07-01~2025-08-31,7-8月合计,北京文旅统计口径(转引),客流人次,弱溯源,实际,无(水平值),62,水平值,2026-08-21,弱溯源,北京市文化和旅游局(讯程国旅转引),2025年暑期北京文旅数据复盘,2025-07,D,https://www.bjxcgl.com/?jiudian/568.html,暑期故宫博物院日均接待超8万人次、平日3倍以上；转引自旅行社网站，弱溯源标D级；长城等亦人满为患
游客画像,亲子出游人群占比(飞猪),60,%,水平值,2025-07-01~2025-08-31,7-8月合计,飞猪自披露口径,平台GMV,平台自披露,实际,无(水平值),62,水平值,2026-08-21,,飞猪(腾讯新闻综述),飞猪暑期亲子出游数据,2025-07-09,C,https://view.inews.qq.com/k/20250709A04ROX00?web_channel=wap,飞猪称亲子家庭贡献约六成暑期出游人次；该平台自身口径，非全市场
游客画像,亲子家庭租车自驾订单同比(携程),98,%,增长率,2025-07-01~2025-08-20,7月中旬~8月20日,携程自披露口径,平台GMV,平台自披露,实际,同比,62,增长率,2026-08-21,多口径并存,携程(网经社监测转载),携程2025暑期出游市场监测,2025-08-20,C,http://www.100ec.cn/zt/25sjlybg/bgxz%20.pdf,亲子家庭租车自驾订单同比+98%另有口径+77%(人民财经网转引)；该平台自身口径，非全市场
游客画像,亲子带娃出游人次占比(途牛),42,%,水平值,2025-07-01~2025-08-31,7-8月合计,途牛自披露口径,平台GMV,平台自披露,实际,无(水平值),62,水平值,2026-08-21,,途牛(腾讯新闻综述),途牛暑期亲子出游数据,2025-07-09,C,https://view.inews.qq.com/k/20250709A04ROX00?web_channel=wap,途牛称该群体出游人次占比42%；该平台自身口径，非全市场
游客画像,亲子游占暑期总出行人群(携程),35,%,水平值,2025-07-01~2025-08-20,7月中旬~8月20日,携程自披露口径,平台GMV,平台自披露,实际,环比,62,水平值,2026-08-21,,携程(网经社监测转载),携程2025暑期出游市场监测,2025-08-20,C,http://www.100ec.cn/zt/25sjlybg/bgxz%20.pdf,截至8月20日亲子游占暑期总出行35%，环比+50%；该平台自身口径，非全市场
游客画像,民航亲子客群占比(同程),34.7,%,水平值,2025-07-01~2025-08-31,7-8月合计,同程自披露口径,平台GMV,平台自披露,实际,无(水平值),62,水平值,2026-08-21,,同程旅行(腾讯新闻综述),同程2025暑运出行趋势报告,2025-07-09,C,https://view.inews.qq.com/k/20250709A04ROX00?web_channel=wap,民航国内航线亲子客群(携带未成年人)占比34.7%；该平台自身口径
酒店,华住中国二季度RevPAR同比,-3.7,%,增长率,2025-04-01~2025-06-30,二季度,华住财报口径(非暑期专口径),酒店RevPAR,企业自披露,实际,同比,91,增长率,2026-08-21,无全国口径,华住集团(腾讯新闻转引),华住2025年二季度财报与CEO访谈,2025-08-20,C,https://view.inews.qq.com/a/20250820A0941800,华住合并RevPAR同比-3.7%；酒店业供给过快增长导致‘以价换量’；全国酒店RevPAR无统一权威口径
酒店,华住中国二季度入住率OCC,81,%,百分比,2025-04-01~2025-06-30,二季度,华住财报口径(非暑期专口径),酒店间夜,企业自披露,实际,同比,91,增长率,2026-08-21,,华住集团(腾讯新闻转引),华住2025年二季度财报与CEO访谈,2025-08-20,C,https://view.inews.qq.com/a/20250820A0941800,华住中国Q2 OCC 自82.6%降至81%；受供给过快增加影响；非全行业口径
酒店,华住中国二季度平均房价ADR,290,元,元/间夜,2025-04-01~2025-06-30,二季度,华住财报口径(非暑期专口径),酒店RevPAR,企业自披露,实际,同比,91,增长率,2026-08-21,,华住集团(腾讯新闻转引),华住2025年二季度财报与CEO访谈,2025-08-20,C,https://view.inews.qq.com/a/20250820A0941800,华住中国Q2 ADR同比-2%至290元；为二季度财报口径，仅覆盖暑期6月，非暑运专口径；单集团披露非全行业
酒店,热门目的地高品质酒店预订热度同比(同程),40,%,增长率,2025-07-01~2025-08-31,7-8月合计,同程自披露口径,平台GMV,平台自披露,实际,同比,62,增长率,2026-08-21,,同程旅行(网经社监测转载),同程2025暑期旅游消费新趋势盘点,2025-08,C,http://www.100ec.cn/zt/25sjlybg/bgxz%20.pdf,暑期国内热门目的地高品质酒店预订热度同比+40%，增速快于经济型；该平台自身口径，非全市场
