主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
交通出行,铁路客运量,9176.5,万人次,人次,2024-05-01 至 2024-05-05,5天,五一5天口径v1.0,铁路客运量,官方营业性(不含自驾),实际,较2019,5,水平值,2026-08-21,,交通运输部,"2024年""五一""假期全社会跨区域人员流动量",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949380.htm,日均1835.3万;同比+1.4%;较2019+23.3%;公共客运量
交通出行,铁路客运量日均,1835.3,万人次/日,日度,2024-05-01 至 2024-05-05,5天,五一5天口径v2.0,铁路客运量,官方营业性(不含自驾),实际,同比,5,水平值,2026-08-21,,交通运输部,"2024年""五一""假期全社会跨区域人员流动量",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949380.htm,官方发布日均值;同比+1.4%
平台渠道,三线及以下城市酒店预订量同比,100,%,增长率,2024-05-01 至 2024-05-05,5天,同程自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,同程旅行(新浪财经转引),"同程""五一""假期盘点",2024-05-05,C,https://finance.sina.cn/stock/estate/2024-05-05/detail-inauexpp2962055.d.html,预订量翻倍;阿坝/延边/伊犁等酒店热度增超1倍;该平台自身口径
平台渠道,中国旅客出境覆盖城市,1035,个城市,水平值,2024-05-01,单日,去哪儿自披露口径,平台GMV,平台自披露,实际,无(水平值),5,水平值,2026-08-21,,去哪儿(证券时报转引),五一假期首日国际机票预订,2024-05-02,C,https://www.stcn.com/article/detail/1195035.html,5月1日国际机票预订量创同期新高;该平台自身口径
平台渠道,县域市场酒店预订量同比,68,%,增长率,2024-05-01 至 2024-05-05,5天,同程自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,同程旅行(头条转引),"2024""五一""假期旅游消费报告",2024-05-07,C,https://www.toutiao.com/article/7366058048906871305/,该平台自身口径
平台渠道,携程入境游订单同比,105,%,增长率,2024-05-01 至 2024-05-05,5天,携程自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,携程(新浪财经转引),携程发布五一数据报告,2024-05-05,C,https://finance.sina.cn/china/gncj/2024-05-05/detail-inauehrz2502070.d.html,入出境游增速高于国内游;该平台自身口径
平台渠道,景区门票订单同比,151,%,增长率,2024-05-01 至 2024-05-05,5天,同程自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,同程旅行(头条转引),"2024""五一""假期旅游消费报告",2024-05-07,C,https://www.toutiao.com/article/7366058048906871305/,该平台自身口径
平台渠道,游轮预订量同比,1500,%,增长率,2024-05-01 至 2024-05-05,5天,飞猪自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,飞猪(新浪财经转引),飞猪发布五一报告,2024-05-05,C,https://finance.sina.com.cn/tech/2024-05-05/doc-inauehrx4176728.shtml,增超15倍;现象:游轮预订爆发;该平台自身口径
平台渠道,热门县域旅游订单平均增长,36,%,增长率,2024-05-01 至 2024-05-05,5天,携程自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,携程(光明网转引),"2024""五一""假期旅行总结",2024-05-06,C,https://difang.gmw.cn/sh/2024-05/06/content_37305881.htm,安吉/桐庐/都江堰等;下沉市场增速高于一二线;该平台自身口径
平台渠道,美团本地生活服务消费同比,25,%,增长率,2024-05-01 至 2024-05-05,5天,美团自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,美团(新京报转引),美团五一假期消费数据,2024-05-04,C,https://www.bjnews.com.cn/detail/1714826854169677.html,"本地""吃喝玩乐""消费;现象:小城美食出圈/成都第一;该平台自身口径"
平台渠道,美团餐饮堂食订单量同比,73,%,增长率,2024-05-01 至 2024-05-03,3天,前三天口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,美团(新浪财经转引),美团五一前三天数据,2024-05-03,C,http://cj.sina.com.cn/articles/view/6033314970/1679d149a020016emm,前三天口径
平台渠道,飞猪出境游预订量同比,100,%,增长率,2024-05-01 至 2024-05-05,5天,飞猪自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,飞猪(凤凰网转引),"2024""五一""假期出游快报",2024-05-05,C,https://i.ifeng.com/c/8ZN3TpqPtzn,接近翻倍;该平台自身口径
平台渠道,高星酒店预订同比,20,%,增长率,2024-05-01 至 2024-05-05,5天,飞猪自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,飞猪(凤凰网转引),"2024""五一""假期出游快报",2024-05-05,C,https://i.ifeng.com/c/8ZN3TpqPtzn,约+20%;该平台自身口径
总体,人均出游花费(测算),565.7,元,人均trip,2024-05-01 至 2024-05-05,5天,五一5天口径v5.0,测算,测算,推算,同比,5,水平值,2026-08-21,测算待核,本报告推算(据文旅部数据),内部测算,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,"per-trip人均=1668.9亿/2.95亿人次;D级推算;不与per-day混称""人均"""
总体,人均每日消费(测算),111.3,元,人均day,2024-05-01 至 2024-05-05,5天,五一5天口径v5.0,测算,测算,推算,同比,5,水平值,2026-08-21,测算待核,本报告推算(据文旅部数据),内部测算,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,per-day人均=1668.9/2.95/5天;永久标推算+D级;与per-trip分栏
总体,入出境游客,367.2,万人次,人次,2024-05-01 至 2024-05-05,5天,五一5天口径v2.0,官方总量,官方总量,实际,无(水平值),5,水平值,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,文旅部旅游目的口径;与边检出入境口径不同
总体,入境游客,177.5,万人次,人次,2024-05-01 至 2024-05-05,5天,五一5天口径v2.0,官方总量,官方总量,实际,无(水平值),5,水平值,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,文旅部细分口径
总体,出境游客,189.7,万人次,人次,2024-05-01 至 2024-05-05,5天,五一5天口径v2.0,官方总量,官方总量,实际,无(水平值),5,水平值,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,文旅部细分口径
总体,出游人次日均(测算),0.59,亿人次/天,日度,2024-05-01 至 2024-05-05,5天,五一5天口径v5.0,测算,测算,推算,同比,5,水平值,2026-08-21,测算待核,本报告推算(据文旅部数据),内部测算,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,=2.95/5天;per-day折算;2023五一日均0.548亿/天;D级推算
总体,出游总花费日均(测算),333.78,亿元/天,日度,2024-05-01 至 2024-05-05,5天,五一5天口径v5.0,测算,测算,推算,同比,5,水平值,2026-08-21,测算待核,本报告推算(据文旅部数据),内部测算,2026-08-21,D,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,=1668.9/5天;per-day折算;2023五一日均296.11亿/天;D级推算
总体,国内旅游出游人次,2.95,亿人次,人次,2024-05-01 至 2024-05-05,5天,五一5天口径v1.0,官方总量,官方总量,实际,同比,5,水平值,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,同比+7.6%;按可比口径较2019同期+28.2%;2023五一5天为2.74亿人次(基期)
总体,国内旅游出游人次(下一期预测),1.1,亿人次,人次,2024-06-08 至 06-10未发生,3天,端午3天口径预测,测算,测算,预计,同比,5,水平值,2026-08-21,预判待回填,本报告预测(据文旅部历史+3天口径),前瞻台账2024五一,2026-08-21,D,https://www.gov.cn/lianbo/2023-05/03/content_5754040.htm,预测ID=2024五一-F01;中心值1.1亿人次;区间1.03-1.18亿;置信度中;参照2023端午1.06亿人次与五一恢复斜率;当实测不得混栏
总体,国内旅游出游人次同比,7.6,%,增长率,2024-05-01 至 2024-05-05,5天,五一5天口径v2.0,官方总量,官方总量,实际,同比,5,增长率,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,官方发布同比增速;基期2023五一2.74亿人次
总体,国内旅游出游人次较2019,28.2,%,增长率,2024-05-01 至 2024-05-05,5天,可比口径(2019为4天),官方总量,官方总量,实际,较2019,5,增长率,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,按可比口径折算(2019五一4天)
总体,国内游客出游总花费,1668.9,亿元,亿元,2024-05-01 至 2024-05-05,5天,五一5天口径v1.0,旅游总花费,官方总量,实际,同比,5,水平值,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,同比+12.7%;按可比口径较2019同期+13.5%;2023五一为1480.56亿元(基期);与商务部社零口径分列不可相加
总体,国内游客出游总花费(下一期预测),400,亿元,亿元,2024-06-08 至 06-10未发生,3天,端午3天口径预测,旅游总花费,测算,预计,同比,5,水平值,2026-08-21,预判待回填,本报告预测(据文旅部历史+3天口径),前瞻台账2024五一,2026-08-21,D,https://www.gov.cn/lianbo/2023-05/03/content_5754040.htm,预测ID=2024五一-F02;中心值400亿元;区间370-430亿元;置信度中;参照2023端午373.10亿元(3天)与人均提升斜率;当实测不得混栏
总体,国内游客出游总花费同比,12.7,%,增长率,2024-05-01 至 2024-05-05,5天,五一5天口径v2.0,旅游总花费,官方总量,实际,同比,5,增长率,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,官方发布同比增速;基期2023五一1480.56亿元
总体,国内游客出游总花费较2019,13.5,%,增长率,2024-05-01 至 2024-05-05,5天,可比口径(2019为4天),旅游总花费,官方总量,实际,较2019,5,增长率,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,按可比口径折算(2019五一4天)
总体,国家级夜间文旅消费集聚区夜间客流量,7257.58,万人次,人次,2024-05-01 至 2024-05-05,5天,五一5天口径v3.0,客流人次,官方重点监测,实际,同比,5,增长率,2026-08-21,,文化和旅游部,"2024年""五一""假期文化和旅游市场情况",2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949567.htm,较2023同期+6.9%;现象:夜间经济活跃/成都夜间玩乐第一
政策宏观,36个大中城市重点商圈客流量同比,15.1,%,增长率,2024-05-01 至 2024-05-05,5天,商务部商务大数据监测口径,客流人次,官方重点监测,实际,同比,5,水平值,2026-08-21,,商务部(中国政府网转引),五一假期全国重点零售和餐饮企业销售额同比增长6.8%,2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949425.htm,商务部商务大数据监测
政策宏观,五一档电影票房,15.27,亿元,亿元,2024-05-01 至 2024-05-05,5天,国家电影局口径,官方总量,官方总量,实际,无(水平值),5,水平值,2026-08-21,,国家电影局,2024年五一档电影票房达15.27亿元,2024-05-06,A,https://www.chinafilm.gov.cn/xwzx/gzdt/202405/t20240506_846000.html,刷新五一档场次纪录
政策宏观,全国实物商品网上零售额同比,15.8,%,增长率,2024-05-01 至 2024-05-05,5天,商务部商务大数据监测口径,商务部社零,官方重点监测,实际,同比,5,水平值,2026-08-21,,商务部(中国政府网转引),五一假期全国重点零售和餐饮企业销售额同比增长6.8%,2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949425.htm,电商平台住宿销售额+6%
政策宏观,全国重点零售和餐饮企业销售额同比,6.8,%,增长率,2024-05-01 至 2024-05-05,5天,商务部商务大数据监测口径,商务部社零,官方重点监测,实际,同比,5,水平值,2026-08-21,,商务部(中国政府网转引),五一假期全国重点零售和餐饮企业销售额同比增长6.8%,2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949425.htm,与文旅部旅游总花费口径不同
政策宏观,重点监测零售企业汽车/家电/家具销售额同比,4.8/7.9/4.6,%,复合,2024-05-01 至 2024-05-05,5天,商务部商务大数据监测口径,商务部社零,官方重点监测,实际,同比,5,复合,2026-08-21,,商务部(中国政府网转引),五一假期全国重点零售和餐饮企业销售额同比增长6.8%,2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949425.htm,复合值:汽车/家电/家具;以旧换新带动
政策宏观,重点监测餐饮企业销售额同比,7.1,%,增长率,2024-05-01 至 2024-05-05,5天,商务部商务大数据监测口径,商务部社零,官方重点监测,实际,同比,5,水平值,2026-08-21,,商务部(中国政府网转引),五一假期全国重点零售和餐饮企业销售额同比增长6.8%,2024-05-06,A,https://www.gov.cn/lianbo/bumen/202405/content_6949425.htm,
政策宏观,高速小客车免费通行天数,5,天,水平值,2024-05-01 至 2024-05-05,5天,交通运输部政策口径,官方总量,官方总量,实际,无(水平值),5,水平值,2026-08-21,,交通运输部(中国政府网),五一假期小客车上高速继续免费,2024-04-29,A,https://www.gov.cn/lianbo/bumen/202404/content_6948202.htm,免费时段5月1日0时至5月5日24时;2023年五一免通4天
新消费,免签政策拉动入境游(携程),2.5,倍,倍数,2024-05-01 至 2024-05-05,5天,携程自披露口径,平台GMV,平台自披露,实际,较2019,5,增长率,2026-08-21,,携程(中宏网转引),五一假期出入境游分析,2024-05-05,C,https://www.zhonghongwang.com/show-94-330432-1.html,免签12国+新马累计入境约+2.5倍;现象:免签朋友圈扩容;入境订单+105%;该平台自身口径
新消费,县域旅游订单(双源互链),36,%,增长率,2024-05-01 至 2024-05-05,5天,携程+同程自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,携程/同程旅行,"2024""五一""假期旅行总结/旅游消费报告",2024-05-05/07,C,https://difang.gmw.cn/sh/2024-05/06/content_37305881.htm,探索性主题硬圈定:县域/奔县游;≥2独立机构交叉印证(携程订单+36%
新消费,租车自驾游预订量同比,40,%,增长率,2024-05-01 至 2024-05-05,5天,同程自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,同程旅行(头条转引),"2024""五一""假期旅游消费报告",2024-05-07,C,https://www.toutiao.com/article/7366058048906871305/,新消费圈定:自驾;自驾出行比例超八成;该平台自身口径
旅行社,出境游预订人次同比增长,200,%,增长率,2024-04-15 至 2024-04-28,预订期,途牛预订口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,途牛(网易转引),五一假期旅游预订,2024-04-28,C,https://www.163.com/dy/article/IVJ66DVJ055284JB.html,节前预订期口径;现象:请3休9拼假;该平台自身口径
景区目的地,上海接待游客,1623.94,万人次,人次,2024-05-01 至 2024-05-05,5天,上海旅游大数据监测口径,官方总量,官方总量,实际,同比,5,增长率,2026-08-21,,上海市文化和旅游局(证券日报转引),五一假期多地迎客流高峰,2024-05-07,B,https://www.ce.cn/culture/gd/202405/07/t20240507_38993489.shtml,同比+3.77%;现象:上海口岸出入境预计51万(节前预测)
景区目的地,九寨沟接待游客,109438,人次,人次,2024-05-01 至 2024-05-05,5天,九寨沟景区统计口径,客流人次,待核,实际,同比,5,增长率,2026-08-21,,九寨沟景区(证券日报转引),五一假期多地迎客流高峰,2024-05-07,C,https://www.ce.cn/culture/gd/202405/07/t20240507_38993489.shtml,同比+24.45%;待核口径
景区目的地,全国营业性演出票房收入,20.84,亿元,亿元,2024-05-01 至 2024-05-05,5天,中国演出行业协会口径,官方总量,行业协会计,实际,同比,5,增长率,2026-08-21,,中国演出行业协会(中新网转引),五一全国营业性演出票房收入20.84亿元,2024-05-07,B,https://www.chinanews.com/cj/2024/05-07/10212649.shtml,同比+37.17%;现象:演出市场强劲;行业机构口径
景区目的地,北京接待游客,1696.6,万人次,人次,2024-05-01 至 2024-05-05,5天,北京市旅游大数据监测口径,官方总量,官方总量,实际,同比,5,增长率,2026-08-21,,北京市文化和旅游局(证券日报转引),五一假期多地迎客流高峰,2024-05-07,B,https://www.ce.cn/culture/gd/202405/07/t20240507_38993489.shtml,同比+9.4%;旅游收入196.2亿元同比+10.2%
景区目的地,北京旅游收入,196.2,亿元,亿元,2024-05-01 至 2024-05-05,5天,北京市旅游大数据监测口径,旅游总花费,官方总量,实际,同比,5,增长率,2026-08-21,,北京市文化和旅游局(证券日报转引),五一假期多地迎客流高峰,2024-05-07,B,https://www.ce.cn/culture/gd/202405/07/t20240507_38993489.shtml,同比+10.2%;城市口径
景区目的地,国内主要博物馆门票订单同比,10,%,增长率,2024-05-01 至 2024-05-05,5天,携程自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,携程(经济日报转引),"2024""五一""假期旅行总结",2024-05-06,C,https://www.163.com/dy/article/J1GDLE6Q0519AKBM.html,博物馆游学/非遗活动热;该平台自身口径
景区目的地,湖北A级景区接待游客,1424.76,万人次,人次,2024-05-01 至 2024-05-05,5天,湖北省文旅厅统计口径,官方重点监测,官方重点监测,实际,较2019,5,增长率,2026-08-21,,湖北省文化和旅游厅(证券日报转引),五一假期多地迎客流高峰,2024-05-07,B,https://www.ce.cn/culture/gd/202405/07/t20240507_38993489.shtml,较2023+13.53%;较2019+25.93%
景区目的地,黄山接待游客,13,万人次,人次,2024-05-01 至 2024-05-05,5天,黄山景区统计口径,客流人次,待核,实际,同比,5,增长率,2026-08-21,,黄山景区(证券日报转引),五一假期多地迎客流高峰,2024-05-07,C,https://www.ce.cn/culture/gd/202405/07/t20240507_38993489.shtml,同比+9.7%;待核口径
游客画像,人均消费金额同比,19,%,增长率,2024-05-01 至 2024-05-05,5天,飞猪自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,飞猪(凤凰网转引),"2024""五一""假期出游快报",2024-05-05,C,https://i.ifeng.com/c/8ZN3TpqPtzn,人均预订量同比+12%;该平台自身口径
游客画像,人均预订量同比,12,%,增长率,2024-05-01 至 2024-05-05,5天,飞猪自披露口径,平台GMV,平台自披露,实际,同比,5,增长率,2026-08-21,,飞猪(凤凰网转引),"2024""五一""假期出游快报",2024-05-05,C,https://i.ifeng.com/c/8ZN3TpqPtzn,该平台自身口径
游客画像,出境游自由行占比,80,%,百分比,2024-05-01 至 2024-05-05,5天,飞猪自披露口径,平台GMV,平台自披露,实际,无(水平值),5,水平值,2026-08-21,,飞猪(凤凰网转引),"2024""五一""假期出游快报",2024-05-05,C,https://i.ifeng.com/c/8ZN3TpqPtzn,该平台自身口径
游客画像,国内长途旅游订单占比,50,%,百分比,2024-05-01 至 2024-05-05,5天,去哪儿自披露口径,平台GMV,平台自披露,实际,无(水平值),5,水平值,2026-08-21,,去哪儿(证券日报转引),五一假期多地迎客流高峰,2024-05-07,C,https://www.ce.cn/culture/gd/202405/07/t20240507_38993489.shtml,中长线成主角占比超一半;该平台自身口径
酒店住宿,全国酒店Occ/ADR/RevPAR(酒店之家),64.2/259.05/165.91,%/元/元,复合,2024-05-01 至 2024-05-05,5天,酒店之家口径,酒店RevPAR,平台自披露,实际,同比,5,复合,2026-08-21,,酒店之家(新浪财经转引),五一酒店行业数据盘点,2024-05-07,C,https://finance.sina.com.cn/jjxw/2024-05-07/doc-inaumrzv1313896.shtml,双口径并列:与旅智科技口径不同(旅智RevPAR同比+2.0%);酒店之家RevPAR同比-18.8%
酒店住宿,全国酒店平均ADR(旅智科技),293.9,元,元/间夜,2024-05-01 至 2024-05-05,5天,旅智科技口径,酒店间夜,平台自披露,实际,无(水平值),5,水平值,2026-08-21,,旅智科技,2024五一中国住宿业经营报告,2024-05-10,C,http://hub.traveldaily.cn/report/451,第三方住宿业数据平台口径
酒店住宿,全国酒店平均Occ(旅智科技),55,%,百分比,2024-05-01 至 2024-05-05,5天,旅智科技口径,酒店间夜,平台自披露,实际,无(水平值),5,水平值,2026-08-21,,旅智科技,2024五一中国住宿业经营报告,2024-05-10,C,http://hub.traveldaily.cn/report/451,第三方住宿业数据平台口径
酒店住宿,全国酒店平均RevPAR(旅智科技),161.6,元,元/间夜,2024-05-01 至 2024-05-05,5天,旅智科技口径,酒店RevPAR,平台自披露,实际,同比,5,增长率,2026-08-21,,旅智科技,2024五一中国住宿业经营报告,2024-05-10,C,http://hub.traveldaily.cn/report/451,RevPAR同比+2.0%;第三方住宿业数据平台口径
酒店住宿,民宿平均Occ/ADR/RevPAR,64.1/414.1/265.4,%/元/元,复合,2024-05-01 至 2024-05-05,5天,旅智科技口径,酒店RevPAR,平台自披露,实际,同比,5,复合,2026-08-21,,旅智科技,2024五一中国住宿业经营报告,2024-05-10,C,http://hub.traveldaily.cn/report/451,复合值:Occ/ADR/RevPAR;RevPAR同比-19.1%
酒店住宿,锦江(中国区)高峰期平均入住率,97,%,百分比,2024-05-01 至 2024-05-05,5天,锦江集团自披露口径,酒店间夜,平台自披露,实际,无(水平值),5,水平值,2026-08-21,,锦江酒店(荆楚网转引),五一出游热带动酒店预订升温,2024-05-09,C,https://m.cnhubei.com/content/2024-05/09/content_17862965.html,陕西/山西/四川/重庆等区域;三线及以下城市入住率超大盘
