主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
政策宏观,重点平台智能眼镜销售额同比,+47.3,%,商务部,2026年春节消费市场四大特点,2026-02-26,A,https://cif.mofcom.gov.cn/cif/html/ConsumerGoods/2026/2/1772170874893.html,具身智能机器人+32.7%；节水卫浴+23.2%；有机食品+26.5%,9,官方总量,同比,9天,水平值,2026-03-13,
政策宏观,重点监测餐饮企业销售额同比,+5.2,%,商务部,春节假期消费市场情况,2026-02-24,A,https://dzswgf.mofcom.gov.cn/news/43/2026/2/1771997945401.html,,9,官方重点监测,同比,9天,水平值,2026-03-13,
政策宏观,重点平台租车出行订单量同比,+51,%,商务部,2026年春节消费市场四大特点,2026-02-26,A,https://cif.mofcom.gov.cn/cif/html/ConsumerGoods/2026/2/1772170874893.html,7天租期+95%；8天租期+73%；南北互跨+251%,9,官方总量,同比,9天,水平值,2026-03-13,
政策宏观,冰雪游消费同比,+12.1,%,商务部,2026年春节消费市场四大特点,2026-02-26,A,https://cif.mofcom.gov.cn/cif/html/ConsumerGoods/2026/2/1772170874893.html,避寒游+29.8%,9,官方总量,同比,9天,水平值,2026-03-13,
政策宏观,入境游产品订单同比,+18.4,%,商务部,2026年春节消费市场四大特点,2026-02-26,A,https://cif.mofcom.gov.cn/cif/html/ConsumerGoods/2026/2/1772170874893.html,上海离境退税+1.5倍；四川+3.2倍,9,官方总量,同比,9天,增长率,2026-03-13,
景区,九寨沟春节接待游客,18.27,万人次,九寨沟景区（澎湃新闻转引）,春节景区数据披露,2026-02-23,B,https://www.mct.gov.cn/gtb/index.jsp?url=http%3A%2F%2Fwww.mct.gov.cn%2Fwhzx%2Fwhyw%2F202602%2Ft20260223_964767.htm,同比+17.70%,9,待核,同比,9天,增长率,2026-03-13,
景区,门票预订量最高TOP10景区,10,家,去哪儿／携程,春节景区热度榜单,2026-02,C,https://it.sohu.com/a/989231152_121284943,北京环球度假区、唐山河头老街、自贡·中华彩灯大世界、开封清明上河园、哈尔滨冰雪大世界、乐山峨眉山、香港迪士尼、金华横店、南京牛首山、洛阳龙门石窟,9,平台自披露,无(水平值),9天,水平值,2026-03-13,
景区,开封汴河游船等景区门票预订同比,+500,%,去哪儿,春节景区数据,2026-02,C,https://it.sohu.com/a/989231152_121284943,开封汴河游船、武汉东湖梅园、景德镇陶溪川文创街区均超5倍,9,平台自披露,同比,9天,增长率,2026-03-13,
景区,免票景区数量同比,+近200,%,智游宝（深大智能）,2026春节旅游目的地数据报告,2026-02-27,C,https://www.toutiao.com/article/7611405660978201107,免票预订人次+110%；带动目的地二消营收+超20%,9,待核,同比,9天,水平值,2026-03-13,
酒店,春节前7天平均入住率（Occ）,50.0,%,酒店之家（中信证券转引）,春节旅游市场高景气,2026-02-24,B,https://cj.sina.cn/article/norm_detail?url=https%3A%2F%2Ffinance.sina.com.cn%2Fstock%2Fhkstock%2Fggscyd%2F2026-02-24%2Fdoc-inhnwmhw6206402.shtml,较去年农历同期+3.1个百分点,9,平台自披露,无(水平值),9天,水平值,2026-03-13,
酒店,春节前7天平均房价（ADR）,300.4,元,酒店之家（中信证券转引）,春节旅游市场高景气,2026-02-24,B,https://cj.sina.cn/article/norm_detail?url=https%3A%2F%2Ffinance.sina.com.cn%2Fstock%2Fhkstock%2Fggscyd%2F2026-02-24%2Fdoc-inhnwmhw6206402.shtml,同比+11.0%,9,平台自披露,同比,9天,增长率,2026-03-13,
酒店,春节前7天RevPAR,150.4,元,酒店之家（中信证券转引）,春节旅游市场高景气,2026-02-24,B,https://cj.sina.cn/article/norm_detail?url=https%3A%2F%2Ffinance.sina.com.cn%2Fstock%2Fhkstock%2Fggscyd%2F2026-02-24%2Fdoc-inhnwmhw6206402.shtml,同比+18.6%；日均间夜量1073万；同比+13.1%,9,平台自披露,同比,9天,增长率,2026-03-13,
酒店,三四五线城市酒店间夜量同比,+近20,%,美团（中国经营报转引）,酒店从“一张床”转向“生活空间”,2026-03-07,C,https://cj.sina.cn/articles/view/1650111241/625ab30902001fu2q,河南周口酒店订单+77%,9,平台自披露,同比,9天,水平值,2026-03-13,
酒店,黑龙江／三亚酒店间夜同比,+40,%,飞猪（中国经营报转引）,酒店从“一张床”转向“生活空间”,2026-03-07,C,https://cj.sina.cn/articles/view/1650111241/625ab30902001fu2q,海南全岛酒店预订+70%以上；高星级酒店+近70%,9,平台自披露,同比,9天,水平值,2026-03-13,
酒店,锦江酒店（中国区）客房入住率同比,+14,个百分点,锦江酒店（中国经营报转引）,酒店从“一张床”转向“生活空间”,2026-03-07,C,https://cj.sina.cn/articles/view/1650111241/625ab30902001fu2q,整体接待人次+43%；创近三年新高,9,待核,同比,9天,水平值,2026-03-13,
目的地,全国边检查验出入境人员,1779.6,万人次,国家移民管理局（央广网转引）,出入境旅游双向数据,2026-02-25,A,https://www.cnr.cn/lvyou/dj/20260225/t20260225_527535669.shtml,日均197.7万；同比+10.1%,9,待核,同比,9天,增长率,2026-03-13,
目的地,入境游客／入境外国游客,428.1/89.8,万人次,中国旅游研究院位置大数据（央广网转引）,出入境旅游双向数据,2026-02-25,A,https://www.cnr.cn/lvyou/dj/20260225/t20260225_527535669.shtml,出境游客483.2万人次,9,官方总量,无(水平值),9天,复合值,2026-03-13,
平台,飞猪出境游订单（机票／酒店／玩乐）同比,+30,%,飞猪,2026春节旅游消费盘点,2026-02,C,https://stcn.com/article/detail/3648756.html,入境游机票订单+近10倍,9,平台自披露,同比,9天,增长率,2026-03-13,
平台,同程米兰／威尼斯酒店预订热度同比,+200,%,同程旅行,2026春节假期旅游消费盘点报告,2026-02,C,https://stcn.com/article/detail/3648756.html,米兰冬奥会观赛游带动,9,平台自披露,同比,9天,水平值,2026-03-13,
平台,泰国重回最受中国游客欢迎出境目的地,第1,位,去哪儿,史上最长春节假期收官,2026-02,C,https://stcn.com/article/detail/3648756.html,曼谷、普吉、清迈跻身TOP10,9,平台自披露,无(水平值),9天,水平值,2026-03-13,
政策宏观,单方面免签国家数,48,个,外交部／中国日报网,春节“超长假期”点燃跨境旅游热潮,2026-01-30,A,https://big5.china.com.cn/gate/big5/cul.china.com.cn/2026-01/30/content_43346777.htm,互免签证29国；过境免签55国,9,待核,无(水平值),9天,水平值,2026-03-13,
旅行社,途牛春节打包产品纯玩团占比,71,%,途牛／中国旅行社协会,2026春节旅游消费趋势报告,2026-01,C,https://www.163.com/dy/article/KKKDOH2L0530MKMJ.html,小团／私家团占比持续上升；80、90后占64%；三代同游占34%,9,平台自披露,无(水平值),9天,水平值,2026-03-13,
旅行社,春节节中出行预订量同比,+超30,%,多家旅游平台（央视新闻转引）,最长春节假期出行高峰,2026-01-30,B,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2026-01/30/content_118307833.shtml,大年初三为高峰；民俗观演、非遗手作预订+超四成,9,官方总量,同比,9天,水平值,2026-03-13,
新消费,抖音非遗+市集团购销售额同比,+764,%,抖音生活服务（新华社）,2026年春节消费洞察,2026-02-26,C,https://www.toutiao.com/article/7611103842318500378,非遗+演艺+117%；鱼灯巡游+1566%；腰鼓+1468%,9,平台自披露,同比,9天,水平值,2026-03-13,
新消费,天猫00后年货成交占比,超3成,-,天猫（新华社）,2026年春节消费洞察,2026-02-26,C,https://www.toutiao.com/article/7611103842318500378,00后下单金额同比+47%,9,官方总量,同比,9天,增长率,2026-03-13,
新消费,三四线年货订单同比（县域下沉消费）,+580,%,淘宝闪购／抖音（零售商业评论）,2026年货消费观察,2026-02,D,https://www.toutiao.com/article/7611103842318500378,弱溯源：来源为二级聚合转引；反映县域消费升级趋势,9,弱溯源,同比,9天,水平值,2026-03-13,
新消费,反向过年带动三四五线酒店间夜同比,+近20,%,美团（新华社）,2026年春节消费洞察,2026-02-26,C,https://www.toutiao.com/article/7611103842318500378,AI管家兴起；年轻人带父母“反向过年”,9,平台自披露,同比,9天,水平值,2026-03-13,
