主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
平台渠道,同程港澳飞往内地机票预订热度同比,100,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,同程旅行(中国民航网转引),同程旅行端午数据,2024-06-11,C,http://www.caacnews.com.cn/1/6/202406/t20240611_1378890.html,涨超1倍;入境目的地选择更多元;该平台自身口径
平台渠道,携程国内周边游预订量同比,20,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,携程(央广网转引),携程2024端午出游报告,2024-05-28,C,https://tech.cnr.cn/techph/20240528/t20240528_526721744.shtml,该平台自身口径
平台渠道,甘肃周边游订单同比,122,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,携程(腾讯新闻转引),携程发布2024年端午假期出游趋势,2024-05-28,C,https://news.qq.com/rain/a/20240528A068I800,该平台自身口径;大西北热度
平台渠道,飞猪出境游邮轮/包车旅游商品预订量同比,100,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,飞猪(新浪财经转引),端午假期出境游热度高涨,2024-06-04,C,https://finance.sina.com.cn/jjxw/2024-06-04/doc-inaxpvrc6876324.shtml,邮轮、包车旅游等商品预订量同比翻倍;该平台自身口径
总体,2024中秋国内出游人次(预测),1.0,亿人次,人次,2024-09-15~2024-09-17,3天,预测口径,测算,测算,预计,无(水平值),3,区间,2026-08-21,预判待回填,本报告预测,预测台账,2024-06-10,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,预测ID=2024端午-F01;区间0.9-1.1亿置信度中;3天口径与端午同天数可直接可比
总体,2024五一假期国内出游人次(本年上期参照),2.95,亿人次,人次,2024-05-01~2024-05-05,5天,5天口径v1.0,旅游总花费,官方总量,实际,较节假日X,5,水平值,2026-08-21,,文化和旅游部(中国政府网),2024年五一假期文化和旅游市场情况,2024-05-06,A,https://www.gov.cn/yaowen/liebiao/202405/content_6949789.htm,本年上期参照行;同比+7.6%;五一日均0.59亿/天
总体,2024五一假期国内游客出游总花费(本年上期参照),1668.9,亿元,亿元,2024-05-01~2024-05-05,5天,5天口径v1.0,旅游总花费,官方总量,实际,较节假日X,5,水平值,2026-08-21,,文化和旅游部(中国政府网),2024年五一假期文化和旅游市场情况,2024-05-06,A,https://www.gov.cn/yaowen/liebiao/202405/content_6949789.htm,本年上期参照行;同比+12.7%;五一日均333.8亿/天
总体,2024十一国内出游人次(预测),7.2,亿人次,人次,2024-10-01~2024-10-07,7天,预测口径,测算,测算,预计,无(水平值),7,区间,2026-08-21,预判待回填,本报告预测,预测台账,2024-06-10,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,预测ID=2024端午-F02;区间7.0-7.4亿置信度中;7天口径须per-day折算后与端午比
总体,2024十一国内出游总花费(预测),6800,亿元,亿元,2024-10-01~2024-10-07,7天,预测口径,测算,测算,预计,无(水平值),7,区间,2026-08-21,预判待回填,本报告预测,预测台账,2024-06-10,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,"预测ID=2024端午-F03;区间6600-7000亿置信度中;旅游总花费口径,与社零分列"
总体,人均出游花费(测算),366.8,元,人均trip,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,测算,推算,无(水平值),3,水平值,2026-08-21,测算待核,测算值(由文旅部数据派生),人均消费=403.5亿/1.1亿,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,per-trip口径;D级推算
总体,人均出游花费(测算),366.8,元,人均trip,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,测算,推算,同比,3,水平值,2026-08-21,测算待核,测算值(由文旅部数据派生),人均消费=403.5亿/1.1亿,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,per-trip口径;D级推算;2023端午人均351.98元(同比+4.2%)
总体,人均每日出游花费(测算),122.3,元/人天,人均day,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,测算,推算,无(水平值),3,水平值,2026-08-21,测算待核,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,per-day口径=人均消费366.8/3天;强制D级;与人均消费(per-trip)分列
总体,出游人次日均(测算),0.37,亿人次/天,日度,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,测算,推算,无(水平值),3,水平值,2026-08-21,测算待核,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,=1.1/3天;D级推算;2023端午日均0.353亿/天
总体,出游人次日均(测算),0.37,亿人次/天,日度,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,测算,推算,同比,3,水平值,2026-08-21,测算待核,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,=1.1/3天;D级;2023端午日均0.353亿/天(约+3.8%
总体,出游总花费日均(测算),134.5,亿元/天,日度,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,测算,推算,无(水平值),3,水平值,2026-08-21,测算待核,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,=403.5/3天;D级推算;2023端午日均124.4亿/天
总体,出游总花费日均(测算),134.5,亿元/天,日度,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,测算,推算,同比,3,水平值,2026-08-21,测算待核,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,=403.5/3天;D级;2023端午日均124.4亿/天(+8.1%)
总体,国内旅游出游人次,1.1,亿人次,人次,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,官方总量,实际,同比,3,水平值,2026-08-21,,文化和旅游部数据中心,2024年端午节假期文化和旅游市场情况,2024-06-10,A,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,同比+6.3%;按可比口径测算
总体,国内游客出游总花费,403.5,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,官方总量,实际,同比,3,水平值,2026-08-21,,文化和旅游部数据中心,2024年端午节假期文化和旅游市场情况,2024-06-10,A,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,同比+8.1%;与商务部社零口径分列不可相加
政策宏观,2024全年入境旅游人次(预测),1.5,亿人次,人次,2024-01-01~2024-12-31,全年,预测口径,测算,测算,预计,无(水平值),365,区间,2026-08-21,预判待回填,本报告预测,预测台账,2024-06-10,D,https://www.gov.cn/lianbo/bumen/202406/content_6956584.htm,预测ID=2024端午-F05;区间1.4-1.6亿置信度中低;免签扩容+China Travel热度为上行驱动
政策宏观,2024全年国内旅游人次(预测),58,亿人次,人次,2024-01-01~2024-12-31,全年,预测口径,测算,测算,预计,无(水平值),365,区间,2026-08-21,预判待回填,本报告预测,预测台账,2024-06-10,D,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,"预测ID=2024端午-F04;区间55-61亿置信度中低;2023全年48.9亿为参照,端午恢复率外推"
新消费,古镇日均搜索热度(较平时),200,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,无(水平值),3,水平值,2026-08-21,,携程(券商转引),旅游行业端午数据总结,2024-06-10,C,https://fxbaogao.com/detail/4342008,新中式民俗体验;该平台自身口径
新消费,携程租车订单(乌鲁木齐/伊宁),100/140,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,复合,2026-08-21,,携程(中国政府网转引),端午假期文旅市场情况,2024-06-10,C,https://www.gov.cn/lianbo/bumen/202406/content_6956584.htm,复合值:乌鲁木齐翻番(+100%)/伊宁+140%;《我的阿勒泰》带动;该平台自身口径
新消费,新疆端午假期文旅预订单量同比,40,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,同程旅行(央广网转引),新疆端午假期文旅预订单量同比增长超40%,2024-06-06,C,http://news.cnr.cn/native/gd/20240606/t20240606_526731735.shtml,该平台自身口径
新消费,避暑自驾热门省份,云南/青海/甘肃/内蒙古/贵州,省,定性,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,官方总量,实际,无(水平值),3,复合,2026-08-21,,文化和旅游部,端午假期文旅市场情况,2024-06-10,A,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,年轻人避暑自驾热门省份;定性列举
新消费,阿勒泰民宿预订热度,已订至7月底,定性,定性,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,弱溯源,实际,无(水平值),3,定性,2026-08-21,,澎湃/央广网,端午国内旅游出游1.1亿人次:阿勒泰民宿已订到七月底,2024-06-11,B,https://m.thepaper.cn/newsDetail_forward_27689993,《我的阿勒泰》热播;现象级素材
新消费,阿勒泰热度2024下半年延续性(预测),回落至常态,定性,定性,2024-07-01~2024-12-31,下半年,预测口径,测算,测算,预计,无(水平值),183,定性,2026-08-21,预判待回填,本报告预测,预测台账,2024-06-10,D,https://www.thepaper.cn/newsDetail_forward_27689993,预测ID=2024端午-F06;拐点判据=取景地订单增速同比转负;置信度中;现象级热度可持续性判断
新消费,高考后暑假出游预订,显著增长,定性,定性,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,弱溯源,实际,无(水平值),3,定性,2026-08-21,,央广网/同程,端午假期出行数据,2024-06-11,C,https://news.cnr.cn/dj/20240611/t20240611_526740083.shtml,高考后暑期预订进入高峰;定性素材
新消费,龙舟民俗带动旅游订单(佛山/岳阳/宣城),250/52/32,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,复合,2026-08-21,,携程(中国政府网转引),端午假期文旅市场情况,2024-06-10,C,https://www.gov.cn/lianbo/bumen/202406/content_6956584.htm,复合值:佛山租车+250%/岳阳订单+52%/宣城+32%;该平台自身口径
旅行社,跟团游/定制游订单结构,本期暂无公开数据,定性,定性,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,待核,实际,无(水平值),3,定性,2026-08-21,全国总量缺项,缺(未检索到权威披露),本期无公开数据,2026-08-21,D,,跟团/小团/定制结构无权威披露
旅行社,途牛本地游+周边游占比,49,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,无(水平值),3,水平值,2026-08-21,,途牛(中国网/央广网转引),途牛2024端午出游消费盘点,2024-06-12,C,https://m.sohu.com/a/785113204_386686/,1-2天短途为主;新中式成旅游新潮流;该平台自身口径
景区目的地,上海接待游客,761.52,万人次,人次,2024-06-08~2024-06-10,3天,3天口径v1.0,客流人次,官方总量,实际,同比,3,水平值,2026-08-21,,上海市文化和旅游局,端午假日三天本市共接待游客761.52万人次,2024-06-11,A,https://whlyj.sh.gov.cn/wlyw/20240611/b72c10f6e61642d68f1de0277f66db87.html,同比+13.24%;观文博/看美展/赏好剧
景区目的地,北京接待游客,779.2,万人次,人次,2024-06-08~2024-06-10,3天,3天口径v1.0,客流人次,官方总量,实际,无(水平值),3,水平值,2026-08-21,,北京市文化和旅游局(央广网转引),端午假期旅游成绩单,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,旅游消费100.9亿元
景区目的地,北京旅游消费,100.9,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,官方总量,实际,无(水平值),3,水平值,2026-08-21,,北京市文化和旅游局(央广网转引),端午假期旅游成绩单,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,
景区目的地,安徽接待游客,1937.6,万人次,人次,2024-06-08~2024-06-10,3天,3天口径v1.0,客流人次,官方总量,实际,同比,3,水平值,2026-08-21,,安徽省文化和旅游厅(央广网转引),端午假期旅游成绩单,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,同比+5.7%;旅游收入101.9亿+13.9%
景区目的地,安徽旅游收入,101.9,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,官方总量,实际,同比,3,水平值,2026-08-21,,安徽省文化和旅游厅(央广网转引),端午假期旅游成绩单,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,同比+13.9%
景区目的地,广东接待游客,1924.5,万人次,人次,2024-06-08~2024-06-10,3天,3天口径v1.0,客流人次,官方总量,实际,无(水平值),3,水平值,2026-08-21,,广东省文化和旅游厅(人民网转引),端午假期广东累计接待游客1924.5万人次,2024-06-10,B,https://gd.people.com.cn/n2/2024/0610/c123932-40874265.html,旅游收入91.1亿元;龙舟赛带动
景区目的地,广东旅游收入,91.1,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,官方总量,实际,无(水平值),3,水平值,2026-08-21,,广东省文化和旅游厅(人民网转引),端午假期广东累计接待游客1924.5万人次,2024-06-10,B,https://gd.people.com.cn/n2/2024/0610/c123932-40874265.html,龙舟赛带动
景区目的地,浙江全域旅游人数,1440.9,万人次,人次,2024-06-08~2024-06-10,3天,3天口径v1.0,客流人次,官方总量,实际,无(水平值),3,水平值,2026-08-21,,浙江省文化和旅游厅(央广网转引),端午假期旅游成绩单,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,旅游收入123亿元
景区目的地,浙江旅游收入,123,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,官方总量,实际,无(水平值),3,水平值,2026-08-21,,浙江省文化和旅游厅(央广网转引),端午假期旅游成绩单,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,
景区目的地,辽宁接待游客,1026.5,万人次,人次,2024-06-08~2024-06-10,3天,3天口径v1.0,客流人次,官方总量,实际,同比,3,水平值,2026-08-21,,辽宁省文化和旅游厅(央广网转引),端午假期旅游成绩单,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,同比+40.4%;旅游收入77.6亿+51.7%
景区目的地,辽宁旅游收入,77.6,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,官方总量,实际,同比,3,水平值,2026-08-21,,辽宁省文化和旅游厅(央广网转引),端午假期旅游成绩单,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,同比+51.7%
景区目的地,阿勒泰地区端午旅游收入,7.42,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,旅游总花费,官方总量,实际,同比,3,水平值,2026-08-21,,阿勒泰地区文旅部门(网易转引),三天收入7.42亿 我的阿勒泰开启人从众模式,2024-06-11,B,https://www.163.com/dy/article/J4E2SKVN05148SSP.html,《我的阿勒泰》热播带动;区域口径
景区目的地,阿勒泰游客量同比,80,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,客流人次,官方总量,实际,同比,3,水平值,2026-08-21,,阿勒泰地区文旅部门(网易转引),端午消费 阿勒泰游客量同比增八成,2024-06-11,B,https://www.163.com/dy/article/J417MCUS0519DDQ2.html,约+80%
消费宏观,全国示范步行街客流同比,11.7,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,商务部社零,官方重点监测,实际,同比,3,水平值,2026-08-21,,商务部(央视网转引),新场景新业态激活假日消费,2024-06-11,A,https://news.cctv.com/2024/06/11/ARTIb9IEUGUScDfNyvwzYv95240611.shtml,步行街客流+11.7%;营业额+9.2%
消费宏观,全国示范步行街营业额同比,9.2,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,商务部社零,官方重点监测,实际,同比,3,水平值,2026-08-21,,商务部(央视网转引),新场景新业态激活假日消费,2024-06-11,A,https://news.cctv.com/2024/06/11/ARTIb9IEUGUScDfNyvwzYv95240611.shtml,营业额+9.2%
消费宏观,全国重点零售和餐饮企业销售额同比,9.8,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,商务部社零,官方重点监测,实际,同比,3,水平值,2026-08-21,,商务部(新华社快报),同比增长9.8% 端午假期消费市场亮点纷呈,2024-06-11,A,https://app.xinhuanet.com/news/article.html?articleId=718a6b6842777b582a429147e546f1a8,按可比口径;与旅游总花费403.5亿口径不同不可相加
消费宏观,内蒙古重点监测331家商贸企业销售额同比,10.8,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,商务部社零,官方重点监测,实际,较2019,3,增长率,2026-08-21,,内蒙古商务厅,内蒙古端午市场运行,2024-06-13,A,https://cif.mofcom.gov.cn/site/html/neimenggu/html/1349859/2024/6/13/1718251781584.html,较2019同期+12.8%
消费宏观,北京60商圈消费额,65.7,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,商务部社零,官方重点监测,实际,无(水平值),3,水平值,2026-08-21,,北京市商务局,端午假期北京商圈数据,2024-06-10,A,https://dzswgf.mofcom.gov.cn/news/43/2024/6/1718170285765.html,60商圈客流2280.2万人次(+10.3%)
消费宏观,北京重点监测企业销售额,28.6,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,商务部社零,官方重点监测,实际,无(水平值),3,水平值,2026-08-21,,北京市商务局,端午假期北京商圈数据,2024-06-10,A,https://dzswgf.mofcom.gov.cn/news/43/2024/6/1718170285765.html,60商圈消费65.7亿;企业销售额+8.7%;商圈客流2280.2万+10.3%
消费宏观,北京重点监测企业销售额,28.6,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,商务部社零,官方重点监测,实际,同比,3,水平值,2026-08-21,,北京市商务局,端午假期北京商圈数据,2024-06-10,A,https://dzswgf.mofcom.gov.cn/news/43/2024/6/1718170285765.html,企业销售额+8.7%
消费宏观,端午假期国内机票均价同比,-25,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,增长率,2026-08-21,,携程(新京报转引),端午出游不贵不挤:国内机票均价降25%,2024-05-28,C,https://www.bjnews.com.cn/detail/1716948821169088.html,该平台自身口径
消费宏观,端午档放映场次,138.2,万场,场次,2024-06-08~2024-06-10,3天,3天口径v1.0,官方总量,官方总量,实际,无(水平值),3,水平值,2026-08-21,,猫眼专业版(中国网转引),2024端午档票房,2024-06-12,B,https://cul.china.com.cn/2024-06/12/content_42824413.htm,场次138.2万创影史端午档纪录;与票房下降形成背离
消费宏观,端午档电影票房,3.78,亿元,亿元,2024-06-08~2024-06-10,3天,3天口径v1.0,官方总量,官方总量,实际,同比,3,水平值,2026-08-21,,猫眼专业版(光明网/澎湃转引),2024端午档总票房3.78亿元,2024-06-11,B,https://m.gmw.cn/2024-06/11/content_1303759515.htm,同比约-14%;无爆款影片
消费宏观,重点监测企业分品类销售额同比(家电/家具/通讯器材),11.7/17.7/35.5,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,商务部社零,官方重点监测,实际,同比,3,复合,2026-08-21,,商务部(央视网转引),新场景新业态激活假日消费,2024-06-11,A,https://news.cctv.com/2024/06/11/ARTIb9IEUGUScDfNyvwzYv95240611.shtml,复合值:家电11.7/家具17.7/通讯器材35.5;实物网上零售+30%以上
消费宏观,重点监测实物网上零售同比,30,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,商务部社零,官方重点监测,实际,同比,3,水平值,2026-08-21,,商务部(央视网转引),新场景新业态激活假日消费,2024-06-11,A,https://news.cctv.com/2024/06/11/ARTIb9IEUGUScDfNyvwzYv95240611.shtml,实物网上零售同比增长30%以上
游客画像,周边游出游人次占比,50,%(近),百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,客流人次,弱溯源,实际,无(水平值),3,水平值,2026-08-21,,平台综合(澎湃转引),端午小长假好玩不贵:周边游出游人次占比近50%,2024-06-11,C,https://www.thepaper.cn/newsDetail_forward_30919829,近50%;主题乐园最受欢迎;转述性概括
游客画像,携程00后出游人次同比,30,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,携程(券商转引),旅游行业端午数据总结,2024-06-10,C,https://fxbaogao.com/detail/4342008,同比增长超30%;年轻化趋势;该平台自身口径
游客画像,携程本地游/周边游订单占比,38/29,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,无(水平值),3,复合,2026-08-21,,携程(券商转引),2024端午旅行报告,2024-06-10,C,https://fxbaogao.com/detail/4342008,复合值:本地游38/周边游29;该平台自身口径
游客画像,携程租车90后订单占比/00后订单同比,40/150,%/%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,复合,2026-08-21,,携程租车(券商转引),旅游行业端午数据总结,2024-06-10,C,https://fxbaogao.com/detail/4342008,复合值:90后占比40%/00后同比+150%;该平台自身口径
酒店住宿,全国酒店行业Occ/ADR/RevPAR,本期暂无权威来源,定性,定性,2024-06-08~2024-06-10,3天,3天口径v1.0,酒店RevPAR,待核,实际,无(水平值),3,定性,2026-08-21,全国总量缺项,缺(未检索到权威披露),本期无公开数据,2026-08-21,D,,酒店三件套本期无权威来源;不编造
酒店住宿,同程热门三四线城市旅游预订热度同比,100,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,同程旅行(新浪财经转引),同程旅行端午假期旅行消费报告,2024-06-10,C,https://finance.sina.com.cn/tech/2024-06-10/doc-inayhfkz9046913.shtml,同比增长超100%;该平台自身口径;黄山/阿坝/阿勒泰等黑马
酒店住宿,宠物友好型民宿点击量同比,83,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,木鸟民宿(新京报转引),携宠出游成端午假期新趋势,2024-05-28,C,https://www.bjnews.com.cn/detail/1716774482168250.html,携宠自驾周边游新趋势;该平台自身口径
酒店住宿,木鸟民宿乡村民宿订单同比,116,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,木鸟民宿(新浪财经转引),端午假期民宿预订趋势报告,2024-05-25,C,https://finance.sina.com.cn/jjxw/2024-05-25/doc-inawmvhq9225601.shtml,该平台自身口径
酒店住宿,木鸟民宿平台端午订单同比,76,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,木鸟民宿(新浪财经转引),端午假期民宿预订趋势报告,2024-05-25,C,https://finance.sina.com.cn/jjxw/2024-05-25/doc-inawmvhq9225601.shtml,该平台自身口径
酒店住宿,济南/苏州等城市酒店预订量同比,50,%(超),百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,行业协会计,实际,同比,3,水平值,2026-08-21,,机构(ZAKER/迈点转引),端午假期济南、苏州等城市酒店预订量同比增长超五成,2024-06-10,C,https://www.meadin.com/jd/267936.html,超五成;机构口径
酒店住宿,阿勒泰酒店预订热度同比,186,%,百分比,2024-06-08~2024-06-10,3天,3天口径v1.0,平台GMV,平台自披露,实际,同比,3,水平值,2026-08-21,,同程旅行(迈点转引),端午阿勒泰酒店预订同比增186%,2024-06-10,C,https://www.meadin.com/mdzb/268596.html,影视《我的阿勒泰》带动;该平台自身口径
