检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2026 五一 河南,2026-08-28-R1,河南五一接待游客 = 6611.7万人次,河南省文化和旅游厅,河南省2026年五一文旅数据,2026,https://news.qq.com/rain/a/20260508A0462200,河南文旅厅：2026五一接待游客6611.7万人次居首,snapshots/河南省文化和旅游厅_河南五一接待游客.html,L1,入库L1,R1,否
2026 五一 广东,2026-08-28-R1,广东五一接待游客 = 4706.9万人次,广东省文化和旅游厅,广东省2026年五一文旅数据,2026,https://www.nfnews.com/content/lyKmlEB765.html,广东文旅厅：2026五一接待游客4706.9万人次(+2.1%),snapshots/广东省文化和旅游厅_广东五一接待游客.html,L1,入库L1,R1,否
2026 五一 江苏,2026-08-28-R1,江苏五一接待游客 = 3758.98万人次,江苏省文化和旅游厅,江苏省2026年五一文旅数据,2026,http://wlt.jiangsu.gov.cn/art/2026/6/6/art_698_11783512.html,江苏文旅厅：2026五一接待游客3758.98万人次,未存-HTTPError,L1,入库L1-快照未存,R1,否
2026 五一 四川,2026-08-28-R1,四川五一接待游客 = 3602.23万人次,四川省文化和旅游厅,四川省2026年五一文旅数据,2026,http://m.chinanews.com/wap/detail/chs/zw/10616551.shtml,四川文旅厅：2026五一接待游客3602.23万人次(+6.19%),未存-HTTPError,L1,入库L1-快照未存,R1,否
2026 五一 演唱会,2026-08-28-R1,五一全国演唱会票房 = 20.84亿元,中国演出行业协会,2026年五一演出市场数据,2026,https://view.inews.qq.com/a/20260506A077MY00,中国演出行业协会：2026五一演唱会票房20.84亿元(+37.17%),snapshots/中国演出行业协会_五一全国演唱会票房.html,L1,入库L1,R1,否
2026 五一 展演,2026-08-28-R1,携程五一国内展演赛事人次增速 = 30.6%,携程,携程2026五一数据,2026,https://m.bjnews.com.cn/detail/1778051565129814.html,携程：2026五一国内展演赛事人次+30.6%。平台自身口径,snapshots/携程_携程五一国内展演赛事人次增速.html,L1,入库L1,R1,否
2026 五一 同程,2026-08-28-R1,同程热门城市预订热度增速 = 40%,同程旅行,同程2026五一数据,2026,https://opinion.caixin.com/2026-05-06/102440795.html?originReferrer=doubao,同程：2026五一热门城市预订热度+40%。平台自身口径,snapshots/同程旅行_同程热门城市预订热度增速.html,L1,入库L1,R1,否
2026 五一 飞猪 旅居,2026-08-28-R1,飞猪云南旅居产品预订量增速 = 150%,飞猪,飞猪2026五一数据,2026,https://m.thepaper.cn/newsDetail_forward_33155726,飞猪：2026五一云南旅居产品预订量+150%。平台自身口径,snapshots/飞猪_飞猪云南旅居产品预订量增速.html,L1,入库L1,R1,否
2026 五一 美团,2026-08-28-R1,美团深圳出行热度 = 全国前十定性,美团,美团2026五一消费洞察报告,2026,http://www.sznews.com/news/content/2026-05/06/content_32038792.htm,美团：2026五一深圳位列热门目的地Top10。平台自身口径,snapshots/美团_美团深圳出行热度.html,L1,入库L1,R1,否
2026 五一 拼假 L2,2026-08-28-R1,'春假+五一'连休拼假模式：假日实际出行周期拉长，五一前后3天热门城市酒店预订量均增长15%，拼假利好跨省长线游,中邮证券/去哪儿,,,https://www.fxbaogao.com/detail/5414901,五一不再是'1日开闸、5日退潮'，错峰+串游模式流行,snapshots/中邮证券_去哪儿_'春假+五一'连休拼假模式：假日.html,L2,入库L2,R1,否
2026 五一 演出 L2,2026-08-28-R1,'为一场演出赴一座城'：头部艺人演唱会跨城观众占比86%-94%，周深上海演唱会吸引12万乐迷，演唱会带动周边酒店预订暴涨,澎湃新闻/携程,,,https://m.thepaper.cn/newsDetail_forward_33155726,五月天北京鸟巢演唱会带动周边5公里酒店预订热度周环比+390%,snapshots/澎湃新闻_携程_'为一场演出赴一座城'：头部艺人.html,L2,入库L2,R1,否
2026 五一 文博 L2,2026-08-28-R1,文博场馆活动丰富：五一期间全国组织约4.94万场文化活动，吸引约8800万人次参观，夜间文旅消费集聚区接待8041万人次(+6.44%),文化和旅游部,,,https://english.cctv.com/2026/05/08/ARTIHITyEPrSNZw0NfgVDtGF260508.shtml,产品供给丰富，文博场馆客流量大，夜间文旅消费活跃,snapshots/文化和旅游部_文博场馆活动丰富：五一期间全国组.html,L2,入库L2,R1,否
2026 五一 票房,2026-08-28-R1,五一档电影票房 = 7.58亿元,国家电影局,2026年五一档电影数据,2026,https://m.gmw.cn/2026-05/06/content_1304445331.htm,国家电影局：2026五一档票房7.58亿元(+1.41%),snapshots/国家电影局_五一档电影票房.html,L1,入库L1,R1,否
2026 五一 观影,2026-08-28-R1,五一档观影人次 = 2084.19万人次,国家电影局,2026年五一档电影数据,2026,http://www.chinanews.com/m/cul/2026/05-06/10616182.shtml,国家电影局：2026五一档观影人次2084.19万(+10.23%),snapshots/国家电影局_五一档观影人次.html,L1,入库L1,R1,否
2026 五一 西安,2026-08-28-R1,西安五一接待游客 = 1527.48万人次,西安市文化和旅游局,西安市2026年五一文旅数据,2026,https://view.inews.qq.com/a/20260509A04SG200,西安文旅局：2026五一接待游客1527.48万人次,snapshots/西安市文化和旅游局_西安五一接待游客.html,L1,入库L1,R1,否
2026 五一 北京,2026-08-28-R1,北京五一接待游客 = 1882.7万人次,北京市文化和旅游局,北京市2026年五一文旅数据,2026,https://www.iesdouyin.com/share/video/7637694267493715251,北京文旅局：2026五一接待游客1882.7万人次/223.6亿元,snapshots/北京市文化和旅游局_北京五一接待游客.html,L1,入库L1,R1,否
2026 五一 广东 收入,2026-08-28-R1,广东五一旅游收入 = 297.7亿元,广东省文化和旅游厅,广东省2026年五一文旅数据,2026,https://whly.gd.gov.cn/open_newsjfb/sjs/content/post_4893742.html,广东省文旅厅：2026五一旅游收入297.7亿元(+0.9%),snapshots/广东省文化和旅游厅_广东五一旅游收入.html,L1,入库L1,R1,否
2026 五一 河南 收入,2026-08-28-R1,河南五一旅游收入 = 381.1亿元,河南省文化和旅游厅,河南省2026年五一文旅数据,2026,https://hct.henan.gov.cn/2026/05-05/3348263.html,河南省文旅厅：2026五一旅游收入381.1亿元(+2.7%),snapshots/河南省文化和旅游厅_河南五一旅游收入.html,L1,入库L1,R1,否
2026 五一 广东 景区,2026-08-28-R1,广东4A及以上景区五一接待游客 = 1624.7万人次,广东省文化和旅游厅,广东省2026年五一文旅数据,2026,https://culture.southcn.com/node_b02a77b893/78075af5f2.shtml,广东省文旅厅：2026五一4A及以上景区接待1624.7万人次,snapshots/广东省文化和旅游厅_广东4A及以上景区五一接待游客.html,L1,入库L1,R1,否
2026 五一 北京 商圈,2026-08-28-R1,北京重点商圈消费额增速 = 3%,中金公司(转引交运部/商圈监测),中金2026五一假期数据解读,2026,https://news.qq.com/rain/a/20260506A048JE00,中金：2026五一北京60个重点商圈消费额+3%,snapshots/中金公司(转引交运部_商_北京重点商圈消费额增速.html,L1,入库L1,R1,否
2026 五一 上海 消费,2026-08-28-R1,上海五一线上线下消费增速 = 13%,上海市商务委(中金转引),中金2026五一假期数据解读,2026,https://news.qq.com/rain/a/20260506A048JE00,上海商务委：2026五一线上线下消费+13%,snapshots/上海市商务委(中金转引)_上海五一线上线下消费增速.html,L1,入库L1,R1,否
2026 五一 同程 县域,2026-08-28-R1,同程五一县域目的地热度增速 = 128%,同程旅行,中金2026五一假期数据解读,2026,https://news.qq.com/rain/a/20260506A048JE00,同程旅行：2026五一县域目的地热度+128%,snapshots/同程旅行_同程五一县域目的地热度增速.html,L1,入库L1,R1,否
2026 五一 广东 流动,2026-08-28-R1,广东五一跨区域人员流动量 = 1.79亿人次,广东省交通运输部门,广东省2026年五一交通数据,2026,https://news.southcn.com/node_5e7906bf0c/a127080757.shtml,广东交通：2026五一跨区域人员流动量超1.79亿人次,snapshots/广东省交通运输部门_广东五一跨区域人员流动量.html,L1,入库L1,R1,否
2026 五一 江苏 花费,2026-08-28-R1,江苏五一旅游花费 = 429.78亿元,江苏省文化和旅游厅,江苏省2026年五一文旅数据,2026,http://jsnews.jschina.com.cn/jsyw/202605/t20260505_s69f9d60fe4b077df99280c50.shtml,江苏省文旅厅：2026五一旅游花费429.78亿元居首,snapshots/江苏省文化和旅游厅_江苏五一旅游花费.html,L1,入库L1,R1,否
2026 五一 四川 花费,2026-08-28-R1,四川五一旅游总花费 = 242.49亿元,四川省文化和旅游厅,四川省2026年五一文旅数据,2026,http://m.chinanews.com/wap/detail/chs/zw/10616551.shtml,四川省文旅厅：2026五一旅游总花费242.49亿元(+3.17%),未存-HTTPError,L1,入库L1-快照未存,R1,否
2026 五一 湖南,2026-08-28-R1,湖南五一接待游客 = 2530.27万人次,湖南省文化和旅游厅,湖南省2026年五一文旅数据,2026,https://www.hn.chinanews.com.cn/news/lyxw/2026/0506/527837.html,湖南省文旅厅：2026五一接待游客2530.27万人次,snapshots/湖南省文化和旅游厅_湖南五一接待游客.html,L1,入库L1,R1,否
2026 五一 湖南 消费,2026-08-28-R1,湖南五一消费总额 = 639.69亿元,映潮科技(数据监测机构),湖南省2026年五一消费数据,2026,https://sxdsb.voc.com.cn/content/32588790,映潮科技：2026五一湖南消费总额639.69亿元(+6.42%),snapshots/映潮科技(数据监测机构)_湖南五一消费总额.html,L1,入库L1,R1,否
2026 五一 成都,2026-08-28-R1,成都五一接待游客 = 1648.3万人次,成都市文化广电旅游局,成都市2026年五一文旅数据,2026,http://news.qq.com/rain/a/20260505A07C7D00,成都市文广旅局：2026五一接待游客1648.3万人次(+6.2%),snapshots/成都市文化广电旅游局_成都五一接待游客.html,L1,入库L1,R1,否
2026 五一 成都 花费,2026-08-28-R1,成都五一旅游总花费 = 134.71亿元,成都市文化广电旅游局,成都市2026年五一文旅数据,2026,http://news.qq.com/rain/a/20260505A07C7D00,成都市文广旅局：2026五一旅游总花费134.71亿元(+4.4%),snapshots/成都市文化广电旅游局_成都五一旅游总花费.html,L1,入库L1,R1,否
2026 五一 成都 景区,2026-08-28-R1,成都A级景区五一接待游客 = 966.7万人次,成都市文化广电旅游局,成都市2026年五一文旅数据,2026,http://news.qq.com/rain/a/20260505A07C7D00,成都市文广旅局：2026五一A级景区接待966.7万人次,snapshots/成都市文化广电旅游局_成都A级景区五一接待游客.html,L1,入库L1,R1,否
2026 五一 四川 5A,2026-08-28-R1,四川5A级旅游景区五一接待游客 = 346.89万人次,四川省文化和旅游厅,四川省2026年五一文旅数据,2026,http://travel.china.com.cn/txt/2026-05/07/content_118480909.shtml,四川省文旅厅：2026五一5A级景区接待346.89万人次,snapshots/四川省文化和旅游厅_四川5A级旅游景区五一接待游客.html,L1,入库L1,R1,否
2026 五一 江苏 省外,2026-08-28-R1,江苏五一省外游客占比 = 46.94%,江苏省文化和旅游厅,江苏省2026年五一文旅数据,2026,http://jsnews.jschina.com.cn/jsyw/202605/t20260505_s69f9d60fe4b077df99280c50.shtml,江苏省文旅厅：2026五一省外游客占比46.94%,snapshots/江苏省文化和旅游厅_江苏五一省外游客占比.html,L1,入库L1,R1,否
2026 五一 演出 场次,2026-08-28-R1,五一全国营业性演出场次 = 3.20万场,中国演出行业协会,2026年五一演出市场数据,2026,https://m.chinanews.com.cn/wap/detail/chs/zw/jw669737.shtml,中国演出行业协会：2026五一营业性演出3.20万场,snapshots/中国演出行业协会_五一全国营业性演出场次.html,L1,入库L1,R1,否
2026 五一 演出 票房,2026-08-28-R1,五一全国营业性演出票房收入 = 24.76亿元,中国演出行业协会,2026年五一演出市场数据,2026,https://m.chinanews.com.cn/wap/detail/chs/zw/jw669737.shtml,中国演出行业协会：2026五一演出票房24.76亿元(+14.66%),snapshots/中国演出行业协会_五一全国营业性演出票房收入.html,L1,入库L1,R1,否
2026 五一 酒店 入住率,2026-08-28-R1,五一酒店平均入住率 = 72.05%,订单来了(行业数据中心),2026年五一酒店数据,2026,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/industry/rptid/831657120196/index.phtml,订单来了：2026五一酒店入住率72.05%,snapshots/订单来了(行业数据中心)_五一酒店平均入住率.html,L1,入库L1,R1,否
2026五一 酒店 入住率 OCC,R2,五一假期酒店平均入住率 = 72.05%,订单来了,2026五一假期数据报告,2026-05-08,https://m.qcc.com/postnews/e6def957908e1aa06f4ed099d9cd92cb.html,2026年五一假期酒店五日平均入住率为72.05%，同比微增0.88个百分点；平均房价ADR为395.13元/间夜，同比下降11.92%；入住高峰出现在5月2日,snapshots/订单来了_2026五一酒店数据.html,L1,入库L1,R2,是-共3条
2026五一 酒店 ADR 房价,R2,五一假期酒店平均房价 = 395.13元,订单来了,2026五一假期数据报告,2026-05-08,https://m.qcc.com/postnews/e6def957908e1aa06f4ed099d9cd92cb.html,平均房价ADR为395.13元/间夜，同比下降11.92%,snapshots/订单来了_2026五一酒店数据.html,L1,入库L1,R2,是-共3条
2026五一 锦江酒店 接待人次,R2,锦江酒店中国区五一接待人次 = 1050万人次,锦江酒店(中国区),2026五一经营数据,2026-05-13,https://www.jiemian.com/article/14420766.html,2026年4月30日-5月5日，锦江酒店(中国区)旗下酒店累计接待人次超1050万，较去年同期提升超16%,snapshots/锦江酒店_2026五一经营数据.html,L1,入库L1,R2,否
2026五一 民宿 入住率,R2,五一假期民宿入住率 = 63.07%,订单来了,2026五一假期数据报告,2026-05-08,https://m.qcc.com/postnews/e6def957908e1aa06f4ed099d9cd92cb.html,民宿入住率63.07%，同比-2.58%，民宿预订量创历史新高，占住宿总预订量53%，首次超过酒店,snapshots/订单来了_2026五一酒店数据.html,L1,入库L1,R2,是-共3条
2026五一 商务部 步行街 商圈 客流量,R2,五一全国78个步行街商圈客流量同比增速 = 5.0%,商务部,2026年五一假期消费市场数据,2026-05-06,http://www.cnr.cn/newscenter/native/gd/20260506/t20260506_527612021.shtml,商务部重点监测的78个步行街（商圈）客流量、营业额分别增长5.0%、5.3%,snapshots/商务部_2026五一消费数据.html,L1,入库L1,R2,否
2026五一 餐饮 销售额 商务部,R2,五一重点餐饮企业销售额同比增速 = 8.7%,商务部,2026年五一假期消费市场数据,2026-05-06,http://m.toutiao.com/group/7637769392139174434/,重点餐饮企业销售额同比增长8.7%，但人均消费同比下降12%,snapshots/商务部_2026五一餐饮数据.html,L1,入库L1,R2,否
2026五一 以旧换新 销售额 商务部,R2,五一消费品以旧换新带动销售额 = 6292.7亿元,商务部,2026年五一假期消费市场数据,2026-05-05,http://www.ce.cn/xwzx/gnsz/gdxw/202605/t20260505_2945377.shtml,截至5月4日，2026年消费品以旧换新惠及8620.4万人次，带动销售额6292.7亿元，其中汽车以旧换新213.2万辆,snapshots/商务部_2026五一以旧换新.html,L1,入库L1,R2,否
2026五一 税务总局 消费 销售收入,R2,五一消费相关行业销售收入同比增速 = 14.3%,国家税务总局,2026五一增值税发票数据,2026-05-07,https://m.gmw.cn/2026-05/07/content_1304446858.htm,国家税务总局增值税发票数据显示，5天假期消费相关行业销售收入同比增长14.3%，旅游游览和娱乐服务销售收入同比增长21.2%,snapshots/税务总局_2026五一消费数据.html,L1,入库L1,R2,否
2026五一 银联 网联 支付交易 央行,R2,五一银联网联处理支付交易笔数 = 289.37亿笔,中国人民银行,2026年五一假期支付业务数据,2026-05-07,https://www.stcn.com/article/detail/3896903.html,2026年五一假期银联、网联共处理支付交易289.37亿笔，金额达7.85万亿元，较2025年分别增长23.45%和2.74%,snapshots/央行_2026五一支付数据.html,L1,入库L1,R2,是-共2条
2026五一 支付金额 银联 网联,R2,五一银联网联处理支付交易金额 = 7.85万亿元,中国人民银行,2026年五一假期支付业务数据,2026-05-07,https://www.stcn.com/article/detail/3896903.html,银联、网联共处理支付交易金额7.85万亿元，较2025年增长2.74%；境外来华人员支付交易笔数、金额较去年同期分别增长45.15%和36.96%,snapshots/央行_2026五一支付数据.html,L1,入库L1,R2,是-共2条
2026五一 电影票房 国家电影局,R2,五一档电影总票房 = 7.58亿元,国家电影局,2026年五一档电影票房数据,2026-05-06,http://www.chinanews.com.cn/cul/2026/05-06/10616074.shtml,今年五一档电影票房为7.58亿元，观影人次为2084.19万，放映场次为237.6万场，同比增长分别为1.41%、10.23%和2%,snapshots/国家电影局_2026五一档票房.html,L1,入库L1,R2,否
2026五一 客单价 人均消费 推算,R2,五一旅游客单价 = 570.7元,券商测算,2026五一假期数据点评,2026-05-09,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/industry/rptid/831657120196/index.phtml,五一全国国内出游3.25亿人次，国内出游总花费1854.92亿元，客单价约570.7元,snapshots/券商_2026五一数据点评.html,L1,入库L1,R2,否
2026五一 演出消费 同比,R2,五一演出消费同比增速 = 17.6%,商务部/同程旅行,2026五一假期消费数据,2026-05-06,http://news.china.com.cn/2026-05/06/content_118478847.shtml,演出消费同比增长17.6%，五一档电影票房超7亿元；租车订单量同比增长21%，其中跨城订单同比增长67.6%,snapshots/商务部_2026五一演出消费.html,L1,入库L1,R2,否
2026五一 离岛免税 海口海关,R2,五一离岛免税购物金额同比增速 = 10.4%,海口海关,2026五一离岛免税数据,2026-05-12,https://data.eastmoney.com/report/zw_industry.jshtml?infocode=AP202605121822220853,据海口海关统计，五一离岛免税购物金额、购物人数、购物件数、客单价分别同比增长10.4%、7.4%、3.8%、1.6%,snapshots/海口海关_2026五一离岛免税.html,L1,入库L1,R2,否
2026五一 租车 订单 跨城,R2,五一租车订单量同比增速 = 21%,商务部,2026五一假期消费市场数据,2026-05-06,http://news.china.com.cn/2026-05/06/content_118478847.shtml,租车订单量同比增长21%，其中跨城订单同比增长67.6%；800公里以上游客同比增长20%，带动酒店住宿消费同比增长18%,snapshots/商务部_2026五一租车数据.html,L1,入库L1,R2,否
2026五一 县域游 民宿 小城游,R2,2026五一县域小城游持续高热，民宿预订量创历史新高占住宿总预订量53%首次超过酒店，全国酒店住宿消费同比增长18%，整体呈价稳量弱态势,订单来了/美团,,,https://m.sohu.com/a/1019692263_122666758/,民宿预订量创历史新高，占住宿总预订量53%，首次超过酒店；酒店5.1-5.4平均入住率63.5%，均价295.98元,snapshots/订单来了_2026五一民宿数据.html,L2,入库L2,R2,否
2026五一 演唱会 音乐节 客单价,R2,五一演唱会音乐节客单价同比增长40%以上，体验型消费成为假日经济新亮点，Z世代消费群体主导体验式消费升级,同程旅行,,,http://news.qq.com/rain/a/20260502A03OIK00?adChannelId=milite,演唱会/音乐节客单价同比+40%以上，重点餐饮企业人均消费同比下降12%，消费从餐饮向体验型转移,snapshots/同程旅行_2026五一演唱会消费.html,L2,入库L2,R2,否
2026五一 电影 广东 票房 榜单,R2,2026五一档电影票房7.58亿元，广东票房超1.49亿元位居全国第一，为全国唯一一个五一档票房破亿省份，票房占比近20%,国家电影局/猫眼专业版,,,https://m.mp.oeeee.com/a/BAAFRD0000202605071585942.html,2026年五一档广东票房超1.49亿元位居全国第一，为全国唯一一个五一档票房破亿省份，票房占比近20%,snapshots/猫眼_2026五一档广东票房.html,L2,入库L2,R2,否
2026五一 深度文化游 文博 新消费,R2,五一假期深度文化游人次同比增长52.3%，知识型体验成为年轻人出游新标配，博物馆、文化遗产地等文博场所成为热门目的地,央视网,,,https://news.cctv.cn/2026/05/06/ARTIh1pSDVSXEmz8pcv5iziQ260506.shtml,假期深度文化游人次同比增长52.3%，知识型体验成为年轻人出游的新标配,snapshots/央视网_2026五一深度文化游.html,L2,入库L2,R2,否
2026五一 春假 连休 政策,R2,2026年五一开启春假+五一连休模式，加长版五一现象出现，出行周期拉长，国内出游意愿增加，多地实施春假连休政策推动消费集中释放,商务部,,,http://www.cnr.cn/newscenter/native/gd/20260506/t20260506_527611263.shtml,今年五一假期多地实施春假连休政策，消费者出游需求集中释放，服务消费需求旺盛，商品消费总体平稳,snapshots/商务部_2026五一春假连休.html,L2,入库L2,R2,否
2026五一 民宿 预订量 超过酒店,R2,2026五一民宿预订量首次超过酒店占住宿总预订量53%，消费向平价、场景化、连住趋势发展，酒店中端价格成主流，头部连锁数千家门店连续3天满房,美团/订单来了,,,https://m.sohu.com/a/1019692263_122666758/,全国酒店住宿消费同比增长18%，民宿预订量创历史新高占住宿总预订量53%首次超过酒店，热门景区酒店入住率普遍超85%,snapshots/美团_2026五一民宿预订.html,L2,入库L2,R2,否
2026五一 绿色智能 以旧换新 新消费,R2,五一绿色智能消费持续升温，智能家电、高端数码、新能源汽车等高端优质产品受欢迎，汽车以旧换新超213万辆带动新车销售额超3423亿元,商务部,,,http://jingji.cctv.com/2026/05/08/ARTI4KekGm2CtMDUINfEEczj260508.shtml,截至5月4日汽车以旧换新超213万辆带动新车销售额超3423亿元，智能家电高端数码新能源汽车绿色家居等高端优质产品越来越受欢迎,snapshots/商务部_2026五一绿色智能消费.html,L2,入库L2,R2,否
2026 五一 民航局 旅客运输量,R3,五一假期民航运输旅客 = 1054万人次,民航局,2026年五一假期民航数据,2026-05-06,https://www.163.com/dy/article/KS8L831A0553RYPC.html,全国民航累计运输旅客1054万人次，日均211万人次；航班正常率达97.2%，同比增长7.2个百分点,snapshots/民航局_五一假期民航运输旅客.html,L1,入库L1,R3,否
2026 五一 交通运输部 水路客运量,R3,五一假期水路客运量 = 849.2万人次,交通运输部,2026年五一假期交通出行数据,2026-05-06,https://m.gmw.cn/2026-05/06/content_1304446040.htm,水路客运总量849.2万人次，日均为169.84万人次，同比下降1.37%,snapshots/交通运输部_五一假期水路客运量.html,L1,入库L1,R3,否
2026 五一 订单来了 酒店 RevPAR,R3,五一假期酒店RevPAR(订单来了) = 284.68元,订单来了,2026年五一酒店民宿数据报告,2026-05-09,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/industry/rptid/831657120196/index.phtml,酒店/民宿五一入住率72.05%/63.07%，酒店/民宿RevPAR 284.68/418.85，同比-11.14%/-12.03%,snapshots/订单来了_五一假期酒店RevPAR(订单来了).html,L1,入库L1,R3,否
2026 五一 订单来了 民宿 RevPAR,R3,五一假期民宿RevPAR(订单来了) = 418.85元,订单来了,2026年五一酒店民宿数据报告,2026-05-09,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/industry/rptid/831657120196/index.phtml,民宿RevPAR 418.85元，同比下降12.03%,snapshots/订单来了_五一假期民宿RevPAR(订单来了).html,L1,入库L1,R3,否
2026 五一 酒店之家 RevPAR,R3,五一前半段全国酒店RevPAR增速(酒店之家) = 1.0%,酒店之家,2026年五一假期酒店数据,2026-05-07,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/lastest/rptid/831471349673/index.phtml,五一假期前半段全国酒店RevPAR同比增长1.0%，其中ADR同比增长4.3%，OCC同比下滑,snapshots/酒店之家_五一前半段全国酒店RevPAR增速(酒店之家).html,L1,入库L1,R3,否
2026 五一 湖北 A级景区 接待游客,R3,湖北A级景区五一接待游客 = 1884.04万人次,湖北省文化和旅游厅,2026年五一假期湖北文旅市场综述,2026-05-06,http://3g.cjn.cn/Detail/?id=5390136&typeid=0,全省纳入重点监测的700多家A级旅游景区共接待游客1884.04万人次，比去年同期有较大幅度增长,snapshots/湖北省文化和旅游厅_湖北A级景区五一接待游客.html,L1,入库L1,R3,否
2026 五一 湖北 星级饭店 出租率,R3,湖北星级饭店五一平均出租率 = 80.76%,湖北省文化和旅游厅,2026年五一假期湖北文旅数据,2026-05-03,http://wlt.hubei.gov.cn/bmdt/dtyw/202605/t20260503_5927197.shtml,截至5月3日，A级旅游景区共接待游客1208.74万人次，星级饭店平均出租率80.76%，较2025年同比增长1.76个百分点,snapshots/湖北省文化和旅游厅_湖北星级饭店五一平均出租率.html,L1,入库L1,R3,否
2026 五一 恩施 接待游客 旅游收入,R3,恩施市五一接待游客 = 296.77万人次,恩施市文化和旅游局,2026年五一假期恩施文旅数据,2026-05-06,http://hb.news.cn/20260506/69b1a7c3f5274142b19f448774f455f9/c.html,恩施市共接待游客296.77万人次，实现旅游综合收入33.36亿元,snapshots/恩施市文化和旅游局_恩施市五一接待游客.html,L1,入库L1,R3,否
2026 五一 恩施 旅游收入,R3,恩施市五一旅游综合收入 = 33.36亿元,恩施市文化和旅游局,2026年五一假期恩施文旅数据,2026-05-06,http://hb.news.cn/20260506/69b1a7c3f5274142b19f448774f455f9/c.html,实现旅游综合收入33.36亿元,snapshots/恩施市文化和旅游局_恩施市五一旅游综合收入.html,L1,入库L1,R3,否
