主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
景区,国内景区门票订单同比,60+,%,携程,2024龙年春节旅行报告,2024-02-17,C,https://difang.gmw.cn/sh/2024-02/19/content_37153262.htm,"原文""超6成""",8,平台自披露,同比,8天,水平值,2024-03-05,
景区,哈尔滨春节假期累计接待游客,1009.3,万人次,哈尔滨市文化广电和旅游局,哈尔滨春节旅游数据（大数据测算）,2024-02,B,https://www.toutiao.com/article/7336931661890437686/,日均同比+81.7%,8,官方总量,累计(窗口内),8天,增长率,2024-03-05,
景区,哈尔滨春节旅游总收入,164.2,亿元,哈尔滨市文化广电和旅游局,哈尔滨春节旅游数据（大数据测算）,2024-02,B,https://www.toutiao.com/article/7336931661890437686/,同比+235.4%,8,官方总量,同比,8天,增长率,2024-03-05,
景区,黄山春节假期接待游客,20.8,万人次,景区披露（中信证券研报转引）,中信证券研报,2024-02-19,C,https://finance.sina.com.cn/stock/hkstock/ggscyd/2024-02-19/doc-inaiprfr2827141.shtml,同比+26.78%,8,待核,同比,8天,增长率,2024-03-05,
景区,"宋城演艺""千古情""春节演出场次",506,场,宋城演艺（中信证券研报转引）,中信证券研报,2024-02-19,C,https://finance.sina.com.cn/stock/hkstock/ggscyd/2024-02-19/doc-inaiprfr2827141.shtml,为2019同期251%,8,待核,无(水平值),8天,水平值,2024-03-05,
目的地,上海市春节接待游客,1675.95,万人次,上海旅游大数据监测（人民网转引）,春节消费市场实现良好开局,2024-02-23,B,https://finance.people.com.cn/BIG5/n1/2024/0223/c1004-40181670.html,同比约+50%,8,官方总量,同比,8天,增长率,2024-03-05,
目的地,县城酒店订单同比,60+,%,携程,2024龙年春节旅行报告,2024-02-17,C,https://difang.gmw.cn/sh/2024-02/19/content_37153262.htm,前200县城中浮梁/浑源/五常/闽侯/凭祥+超2倍,8,平台自披露,同比,8天,增长率,2024-03-05,
目的地,周口/上饶/信阳门票订单同比,37/95/170,%,携程,2024龙年春节旅行报告,2024-02-17,C,https://difang.gmw.cn/sh/2024-02/19/content_37153262.htm,本地游占比24%,8,平台自披露,同比,8天,复合值,2024-03-05,
酒店,全国酒店行业平均Occ,53.4,%,酒店之家（中信证券研报转引）,中信证券研报,2024-02-19,C,https://finance.sina.com.cn/stock/hkstock/ggscyd/2024-02-19/doc-inaiprfr2827141.shtml,春节假期2.10-2.17,8,平台自披露,无(水平值),8天,水平值,2024-03-05,
酒店,全国酒店行业平均ADR,277.5,元,酒店之家（中信证券研报转引）,中信证券研报,2024-02-19,C,https://finance.sina.com.cn/stock/hkstock/ggscyd/2024-02-19/doc-inaiprfr2827141.shtml,同比+9.5%,8,平台自披露,同比,8天,增长率,2024-03-05,
酒店,全国酒店行业平均RevPAR,148.1,元,酒店之家（中信证券研报转引）,中信证券研报,2024-02-19,C,https://finance.sina.com.cn/stock/hkstock/ggscyd/2024-02-19/doc-inaiprfr2827141.shtml,同比+4.1%,8,平台自披露,同比,8天,增长率,2024-03-05,
酒店,华住集团春节接待人次,735,万人次,华住集团,酒店企业春节成绩单,2024-02,C,https://www.21jingji.com/article/20240226/herald/d2c183747374a4fa12b81bf60d5cc132.html,为去年同期2.3倍,8,待核,无(水平值),8天,增长率,2024-03-05,
酒店,锦江(中国区)综合RevPAR同比,45,%,锦江酒店,酒店企业春节成绩单,2024-02,C,https://www.21jingji.com/article/20240226/herald/d2c183747374a4fa12b81bf60d5cc132.html,OCC同比+33%,8,待核,同比,8天,增长率,2024-03-05,
交通,春运40天全社会跨区域人员流动量,84,亿人次,交通运输部,2024年春运圆满落幕,2024-03-05,A,https://sxth.mot.gov.cn/xw_1/jtxw/202403/t20240306_385567.html,预计超84亿,8,官方跨区域(含自驾),无(水平值),8天,水平值,2024-03-05,预判待回填
交通,春运铁路客运量,4.8,亿人次,交通运输部,2024年春运圆满落幕,2024-03-05,A,https://sxth.mot.gov.cn/xw_1/jtxw/202403/t20240306_385567.html,预计,8,官方跨区域(含自驾),无(水平值),8天,水平值,2024-03-05,预判待回填
交通,春运民航客运量,8300,万人次,交通运输部,2024年春运圆满落幕,2024-03-05,A,https://sxth.mot.gov.cn/xw_1/jtxw/202403/t20240306_385567.html,预计,8,官方跨区域(含自驾),无(水平值),8天,水平值,2024-03-05,预判待回填
交通,春节假期边检出入境人员,1351.7,万人次,国家移民管理局（中宏网转引）,春节假期全国国内旅游出游达4.74亿人次,2024-02-18,A,https://www.zhonghongwang.com/show-258-317677-1.html,日均169万，较2023+2.8倍，恢复2019近90%,8,官方跨区域(含自驾),较2023,8天,增长率,2024-03-05,
交通,除夕至初八网络支付日均交易笔数,26.3,亿笔,中国人民银行（央视转引）,新闻联播,2024-02-18,A,https://big5.cctv.com/gate/big5/tv.cctv.cn/2024/02/18/VIDETF85HuQYNvTI4YZl8i0y240218.shtml,同比+18.6%,8,官方跨区域(含自驾),同比,8天,增长率,2024-03-05,
交通,除夕至初八网络支付日均金额,1.25,万亿元,中国人民银行（央视转引）,新闻联播,2024-02-18,A,https://big5.cctv.com/gate/big5/tv.cctv.cn/2024/02/18/VIDETF85HuQYNvTI4YZl8i0y240218.shtml,同比+8.0%,8,官方跨区域(含自驾),同比,8天,增长率,2024-03-05,
政策宏观,全国重点零售和餐饮企业销售额同比,8.5,%,商务部,商务部：2024年春节消费市场年味浓活力足人气旺,2024-02-22,A,https://dzswgf.mofcom.gov.cn/news/43/2024/2/1708666316167.html,按可比口径,8,官方总量,同比,8天,水平值,2024-03-05,
政策宏观,重点监测餐饮企业销售额同比,17,%,商务部,商务部：2024年春节消费市场年味浓活力足人气旺,2024-02-22,A,https://dzswgf.mofcom.gov.cn/news/43/2024/2/1708666316167.html,约+17%,8,官方重点监测,同比,8天,水平值,2024-03-05,
政策宏观,重点监测零售企业金银珠宝销售额同比,23.8,%,商务部,商务部：2024年春节消费市场年味浓活力足人气旺,2024-02-22,A,https://dzswgf.mofcom.gov.cn/news/43/2024/2/1708666316167.html,,8,官方重点监测,同比,8天,水平值,2024-03-05,
政策宏观,重点监测电商平台即时零售销售额同比,32.2,%,商务部,商务部：2024年春节消费市场年味浓活力足人气旺,2024-02-22,A,https://dzswgf.mofcom.gov.cn/news/43/2024/2/1708666316167.html,,8,官方重点监测,同比,8天,水平值,2024-03-05,
政策宏观,全国示范步行街客流量/营业额同比,32.9/36.1,%,商务部,商务部：2024年春节消费市场年味浓活力足人气旺,2024-02-22,A,https://dzswgf.mofcom.gov.cn/news/43/2024/2/1708666316167.html,,8,官方总量,同比,8天,复合值,2024-03-05,
政策宏观,2024全国网上年货节网络零售额,11860.2,亿元,商务部（环球网转引）,春节消费扩容提质升级明显,2024-02,B,https://hqtime.huanqiu.com/article/4GeTlQbTaPw,较去年日均+9%,8,官方总量,无(水平值),8天,水平值,2024-03-05,
政策宏观,春节档电影票房,80.16,亿元,国家电影局（人民网转引）,春节消费市场实现良好开局,2024-02-18,A,https://finance.people.com.cn/BIG5/n1/2024/0223/c1004-40181670.html,创历史新高,8,官方总量,无(水平值),8天,水平值,2024-03-05,
政策宏观,海南离岛免税购物金额,24.89,亿元,海口海关（环球网转引）,春节消费扩容提质升级明显,2024-02,B,https://hqtime.huanqiu.com/article/4GeTlQbTaPw,2.10-17；购物29.77万人次，人均8358元,8,待核,无(水平值),8天,水平值,2024-03-05,
热门新消费,冰雪游产品订单同比,1000+,%,携程,春节假期旅游消费市场持续火热,2024-01,C,https://www.comnews.cn/content/2024-01/19/content_36670.html,超10倍,8,平台自披露,同比,8天,增长率,2024-03-05,
热门新消费,县域智能家居（洗地机/洗碗机）销量同比,60+,%,商务部/央视（央视转引）,新闻联播,2024-02-18,B,https://big5.cctv.com/gate/big5/tv.cctv.cn/2024/02/18/VIDETF85HuQYNvTI4YZl8i0y240218.shtml,县域市场,8,官方总量,同比,8天,水平值,2024-03-05,
热门新消费,定制游订单同比,500+,%,携程（同花顺转引）,携程春节旅行报告,2024-02-19,C,https://wap.stockstar.com/detail/SS2024021900017770,超5倍,8,平台自披露,同比,8天,增长率,2024-03-05,
热门新消费,国内包车向导订单同比,200,%,携程（同花顺转引）,文旅观察大数据,2024-02-19,C,https://wap.stockstar.com/detail/SS2024021900017770,,8,平台自披露,同比,8天,水平值,2024-03-05,
热门新消费,入境游订单较2019同比,48,%,携程,2024龙年春节旅行报告,2024-02-17,C,https://difang.gmw.cn/sh/2024-02/19/content_37153262.htm,"出境""新马泰""较2019+超3成",8,平台自披露,较2019,8天,增长率,2024-03-05,
