主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
交通出行,铁路客运量,10170,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,交通客运,实测,实际,2024同期,5,水平值,2026-08-21,无,交通运输部,五一假期交通出行人数(分方式),2025-05-06,A,http://big5.www.gov.cn/gate/big5/www.gov.cn/lianbo/bumen/202505/content_7022596.htm,"同比+10.8%,日均2034万人次"
政策与宏观,五一档全国电影票房,7.47,亿元,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,文娱消费,实测,实际,2024同期,5,水平值,2026-08-21,无,灯塔研究院(新华网转引),2025年五一档电影市场观察,2025-05-07,B,http://www.news.cn/ent/20250507/e492d8c450784da1a412f13137b7da23/c.html,"日均票房1.5亿元; 缺少绝对头部影片,较去年同期回落; 观影人次1889万"
政策与宏观,全国重点零售和餐饮企业销售额同比,+6.3,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,零售餐饮,实测,实际,2024同期,5,增速,2026-08-21,无,商务部(商务大数据监测),五一假期全国重点零售和餐饮企业销售额同比+6.3%,2025-05-05,A,https://www.gov.cn/lianbo/bumen/202505/content_7022453.htm,重点监测企业口径; 以旧换新带动家电汽车
政策与宏观,重点餐饮企业营业额同比,+8.7,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,零售餐饮,实测,实际,2024同期,5,增速,2026-08-21,无,商务部,五一假期消费数据,2025-05-05,A,https://www.gov.cn/lianbo/bumen/202505/content_7022453.htm,重点监测企业口径
政策与宏观,银联/网联支付交易笔数,234.39,亿笔,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,支付交易,实测,实际,2024同期,5,水平值,2026-08-21,无,中国人民银行,五一假期支付交易数据,2025-05-06,A,https://news.cctv.com/2025/05/07/ARTIMByVw0uih7ZC3nUR5FmY250507.shtml,"同比+20.49%; 含境外来华人员支付,较2024年高增长"
政策与宏观,银联/网联支付交易金额,7.64,万亿元,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,支付交易,实测,实际,2024同期,5,水平值,2026-08-21,无,中国人民银行,五一假期支付交易数据,2025-05-06,A,https://news.cctv.com/2025/05/07/ARTIMByVw0uih7ZC3nUR5FmY250507.shtml,同比+3.21%
旅游行业平台,携程入境游订单同比,+130,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,平台订单,平台披露,实际,2024同期,5,增速,2026-08-21,无,携程(新华网江苏分网/网经社转引),2025五一旅行数据报告,2025-05-06,C,http://www.js.xinhuanet.com/20250506/6b4722da6a444a158e9bbe80cdb6ae0c/c.html,"该平台自身口径,非全市场; 中国游客目的地遍布全球1303个城市"
旅游行业平台,携程出境游订单同比,+20,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,平台订单,平台披露,实际,2024同期,5,增速,2026-08-21,无,携程,2025五一旅行数据报告,2025-05-06,C,http://www.js.xinhuanet.com/20250506/6b4722da6a444a158e9bbe80cdb6ae0c/c.html,"该平台自身口径,非全市场; 约两成"
旅游行业平台,飞猪国际邮轮预订同比,+60,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,平台订单,平台披露,实际,2024同期,5,增速,2026-08-21,无,飞猪(网经社转引),五一假期OTA数据战报,2025-05,C,http://www.100ec.cn/detail--6649164.html,"该平台自身口径,非全市场; 出境游商品预订激增"
旅行社,携程人均租车消费同比,+24,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,租车自驾,平台披露,实际,2024同期,5,增速,2026-08-21,无,携程(证券日报转引),2025五一旅行数据报告,2025-05-06,C,https://www.stcn.com/article/detail/1765346.html,"平台自身口径,非全市场"
旅行社,携程邮轮预订同比,+120,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,邮轮游,平台披露,实际,2024同期,5,增速,2026-08-21,无,携程(证券日报转引),2025五一旅行数据报告,2025-05-06,C,https://www.stcn.com/article/detail/1765346.html,"平台自身口径,非全市场; 邮轮游强势回归"
景区数据,全国博物馆接待观众,6049.19,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,文博参观,实测,实际,2024同期,5,水平值,2026-08-21,无,国家文物局(新华网转引),五一假期全国博物馆接待观众超6049万人次,2025-05-07,A,http://big5.news.cn/gate/big5/www.xinhuanet.com/travel/20250507/0334688512824f6faa9009d42848875b/c.html,"同比+17%,较2024增加879.87万人,创历史新高"
景区数据,重庆弹子石老街前三天接待游客,19,万人次,总量,2025-05-01,2025-05-01至2025-05-03,前期口径,景区接待,实测,实际,2024同期,3,水平值,2026-08-21,无,重庆市南岸区(中证网转引),五一假期多地迎来客流高峰,2025-05-06,B,https://www.cs.com.cn/xwzx/hg/202505/t20250506_6489619.html,同比+57.66%
景区数据,非遗主题游景区门票预订同比,+132,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,景区门票,平台披露,实际,2024同期,5,增速,2026-08-21,无,携程(中国旅游报/新华网转引),五一假期文旅消费呈现五大特征,2025-05-08,C,https://www.ctnews.com.cn/paper/att/202505/08/d11d24b8-ff3f-4c01-8f4e-523702b6c46e.pdf,"平台口径,该平台自身数据,非全市场; 国潮文化深度渗透"
游客画像,2024五一quan人均旅游消费(测算),565.7,元/人次,人均trip,2024-05-01,2024-05-01至2024-05-05(5天),5天口径,旅游收入,测算,推算,2023同期,5,水平值,2026-08-21,缺口-测算,测算(=1668.9亿/2.95亿),派生,2024-05-06,D,https://www.mct.gov.cn/gtb/index.jsp?url=http%3A%2F%2Fwww.mct.gov.cn%2Fwlbphone%2Fwlbydd%2Fxxfb%2Fjiaodianxinwen%2F202405%2Ft20240506_952682.html,"测算值,D级; 供per-day/人均纵向折算"
游客画像,2024五一同期国内出游人次,2.95,亿人次,总量,2024-05-01,2024-05-01至2024-05-05(5天),5天口径,出游规模,实测,实际,2023同期,5,水平值,2026-08-21,无,文化和旅游部,2024年五一假期文化和旅游市场情况,2024-05-06,A,https://www.mct.gov.cn/gtb/index.jsp?url=http%3A%2F%2Fwww.mct.gov.cn%2Fwlbphone%2Fwlbydd%2Fxxfb%2Fjiaodianxinwen%2F202405%2Ft20240506_952682.html,同比+7.6%
游客画像,2024五一同期国内游客出游总花费,1668.9,亿元,总量,2024-05-01,2024-05-01至2024-05-05(5天),5天口径,旅游收入,实测,实际,2023同期,5,水平值,2026-08-21,无,文化和旅游部,2024年五一假期文化和旅游市场情况,2024-05-06,A,https://www.mct.gov.cn/gtb/index.jsp?url=http%3A%2F%2Fwww.mct.gov.cn%2Fwlbphone%2Fwlbydd%2Fxxfb%2Fjiaodianxinwen%2F202405%2Ft20240506_952682.html,同比+12.7%
游客画像,2025全年国内旅游出游人次(预测),有望突破56(区间54-58),亿人次,总量,待回填(预计),2025全年口径(待回填),全年口径(待回填),出游规模,测算,预计,无,365,水平值,2026-08-21,预判待回填,基于年内节假日连续正增长与客单价中性假设的分析预判,2025全年预测台账,2025-05-06,D,https://www.mct.gov.cn/whzx/whyw/202505/t20250506_959793.htm,"预测ID=2025五一-F03; 中心值56亿,区间54-58; 置信度中低; 拐点判据:暑期/十一人次数是否延续中个位数增速"
游客画像,2025端午国内出游人次(预测),中心值约1.9(区间1.7-2.1),亿人次,总量,待回填(预计),预计2025-05-31至2025-06-02(3天),3天口径(待回填),出游规模,测算,预计,无,3,水平值,2026-08-21,预判待回填,基于五一+6.4%延续与端午3天短假期的分析预判,2025端午预测台账,2025-05-06,D,https://www.mct.gov.cn/whzx/whyw/202505/t20250506_959793.htm,"预测ID=2025五一-F01; 中心值1.9亿,区间1.7-2.1; 置信度中; 与五一天数不同,须per-day折算后比"
游客画像,2025端午国内旅游总花费(预测),中心值约1080(区间990-1170),亿元,总量,待回填(预计),预计2025-05-31至2025-06-02(3天),3天口径(待回填),旅游收入,测算,预计,无,3,水平值,2026-08-21,预判待回填,基于五一+8.0%延续的分析预判,2025端午预测台账,2025-05-06,D,https://www.mct.gov.cn/whzx/whyw/202505/t20250506_959793.htm,"预测ID=2025五一-F02; 中心值1080亿,区间990-1170; 置信度中; 须per-day折算后比"
游客画像,"人均旅游消费(per-trip,测算)",574.1,元/人次,人均trip,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,旅游收入,测算,推算,2024同期,5,水平值,2026-08-21,缺口-测算,测算(=1802.69亿元/3.14亿人次),派生自文旅部数据,2025-05-06,D,https://www.mct.gov.cn/whzx/whyw/202505/t20250506_959793.htm,"测算值,D级; 非官方直接披露; 2024测算565.7元,人均+1.5%(测算)"
游客画像,国内旅游出游人次,3.14,亿人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,出游规模,实测,实际,2024同期,5,水平值,2026-08-21,无,文化和旅游部,2025年五一假期国内出游3.14亿人次,2025-05-06,A,https://www.mct.gov.cn/whzx/whyw/202505/t20250506_959793.htm,同比+6.4%
游客画像,国内游客出游总花费,1802.69,亿元,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,旅游收入,实测,实际,2024同期,5,水平值,2026-08-21,无,文化和旅游部,2025年五一假期国内出游3.14亿人次,2025-05-06,A,https://www.mct.gov.cn/whzx/whyw/202505/t20250506_959793.htm,同比+8.0%
游客画像,日均出游人次(测算),0.628,亿人次/天,日均,2025-05-01,2025-05-01至2025-05-05(5天),日均口径,出游规模,测算,推算,2024同期,5,水平值,2026-08-21,缺口-测算,测算(=3.14亿/5天),派生,2025-05-06,D,https://www.mct.gov.cn/whzx/whyw/202505/t20250506_959793.htm,"测算值,D级; 与2024同为5天,per-day可直接折算"
游客画像,日均出游总花费(测算),360.54,亿元/天,日均,2025-05-01,2025-05-01至2025-05-05(5天),日均口径,旅游收入,测算,推算,2024同期,5,水平值,2026-08-21,缺口-测算,测算(=1802.69亿/5天),派生,2025-05-06,D,https://www.mct.gov.cn/whzx/whyw/202505/t20250506_959793.htm,"测算值,D级"
目的地,北京入境旅游花费,11.3,亿元,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,旅游收入,实测,实际,2024同期,5,水平值,2026-08-21,无,北京市文化和旅游局,五一北京文旅数据,2025-05-09,A,https://www.peoplecen.com/html/2025/chany_0509/19081.html,同比+48.0%
目的地,北京接待入境游客,10.4,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,目的地接待,实测,实际,2024同期,5,水平值,2026-08-21,无,北京市文化和旅游局(人民网产业频道转引),五一北京文旅数据,2025-05-09,A,https://www.peoplecen.com/html/2025/chany_0509/19081.html,同比+42.4%
目的地,北京旅游总花费,209.8,亿元,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,旅游收入,实测,实际,2024同期,5,水平值,2026-08-21,无,北京市文化和旅游局,北京文旅双增长 五一假期来京游客1790.8万人次,2025-05-06,A,https://www.beijing.gov.cn/gongkai/shuju/sjjd/202505/t20250506_4080634.html,"入境游+非遗+文博三大主线,双增长"
目的地,北京来京游客,1790.8,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,目的地接待,实测,实际,2024同期,5,水平值,2026-08-21,无,北京市文化和旅游局,北京文旅双增长 五一假期来京游客1790.8万人次,2025-05-06,A,https://www.beijing.gov.cn/gongkai/shuju/sjjd/202505/t20250506_4080634.html,实现旅游总花费209.8亿元(见M02)
目的地,深圳接待入境游客,138.71,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,目的地接待,实测,实际,2024同期,5,水平值,2026-08-21,无,深圳市文化广电旅游体育局,五一深圳文旅数据,2025-05-09,A,https://www.peoplecen.com/html/2025/chany_0509/19081.html,同比+93.5%
跨境,全国边检出入境总人次,1089.6,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,出入境,实测,实际,2024同期,5,水平值,2026-08-21,无,国家移民管理局,五一假期1089.6万人次出入境,2025-05-06,A,https://www.nia.gov.cn/n897453/c1716687/content.html,"日均217.9万,同比+28.7%; 单日高峰5月3日229.7万"
跨境,内地居民出入境人次,577.8,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,出入境,实测,实际,2024同期,5,水平值,2026-08-21,无,国家移民管理局,五一假期1089.6万人次出入境,2025-05-06,A,https://www.nia.gov.cn/n897453/c1716687/content.html,同比+21.2%
跨境,外国人出入境人次,111.5,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,出入境,实测,实际,2024同期,5,水平值,2026-08-21,无,国家移民管理局,五一假期出入境数据,2025-05-06,A,https://www.gov.cn/lianbo/bumen/202505/content_7022531.htm,免签扩容+离境退税‘即买即退’等政策带动入境
跨境,港澳台居民出入境人次,400.3,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,出入境,实测,实际,2024同期,5,水平值,2026-08-21,无,国家移民管理局,五一假期出入境数据,2025-05-06,A,https://www.gov.cn/lianbo/bumen/202505/content_7022531.htm,
酒店,全国酒店RevPAR(酒店之家口径),184,元,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,住宿RevPAR,平台披露,实际,2024五一,5,水平值,2026-08-21,无,酒店之家,五一酒店复盘:量价齐增,2025-05,C,https://blog.csdn.net/jiudianzhijia/article/details/147771550,"2024年同期171.1元,同比+12.9元; 平台口径,全国无统一权威口径"
酒店,全国酒店整体入住率(酒店之家口径),64.93,%,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,住宿OCC,平台披露,实际,2024五一,5,水平值,2026-08-21,无,酒店之家,五一酒店复盘:量价齐增,2025-05,C,https://blog.csdn.net/jiudianzhijia/article/details/147771550,"C级第三方酒店数据平台口径,非全行业; 2024年同期64.2%"
酒店,华住五一累计接待人次,近630,万人次,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,住宿接待,平台披露,实际,2024五一,5,水平值,2026-08-21,无,华住集团(媒体转引),华住五一假期累计接待近630万人次,2025-05,C,http://m.toutiao.com/group/7501264126887346715/,单集团口径; 去年同期1.3倍
酒店,华住旗下酒店平均入住率,超84,%,总量,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,住宿OCC,平台披露,实际,2024五一,5,水平值,2026-08-21,无,华住集团(中国网财经转引),住宿行业迎最火五一,2025-05-07,C,https://finance.china.com.cn/industry/20250507/6239083.shtml,单集团口径; 同比微增约1个百分点
酒店,华住高峰期(5/1-5/3)平均入住率,97,%,总量,2025-05-01,2025-05-01至2025-05-03,高峰期口径,住宿OCC,平台披露,实际,2024同期,3,水平值,2026-08-21,无,华住集团(中国网财经转引),住宿行业迎最火五一,2025-05-07,C,https://finance.china.com.cn/industry/20250507/6239083.shtml,"单集团口径; 5月2日达103%,满房酒店超9600家,出租率90%以上门店超1万家"
酒店,民宿商家平均入住率(迈点口径),64.74,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,住宿OCC,平台披露,实际,2024五一,5,占比,2026-08-21,无,迈点/MBO(平台数据),五一量平价升 平均房价上涨30%,2025-05,C,https://www.meadin.com/jd/280997.html,同比-1.91pct; 平台商家口径
酒店,民宿商家平均房价(迈点口径),735.43,元/间夜,人均trip,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,住宿ADR,平台披露,实际,2024五一,5,水平值,2026-08-21,无,迈点/MBO(平台数据),五一量平价升 平均房价上涨30%,2025-05,C,https://www.meadin.com/jd/280997.html,同比+35.44%; 平台商家口径
酒店,美团酒店住宿消费同比,+14.9,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,酒店预订,平台披露,实际,2024同期,5,增速,2026-08-21,无,美团(中证网转引),五一消费数据,2025-05-06,C,https://www.cs.com.cn/xwzx/hg/202505/t20250506_6489619.html,"平台自披露口径,非全市场; 酒店预订创历史峰值"
酒店,酒店商家平均入住率(迈点口径),71.42,%,比率,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,住宿OCC,平台披露,实际,2024五一,5,占比,2026-08-21,无,迈点/MBO(平台数据),五一量平价升 平均房价上涨30%,2025-05,C,https://www.meadin.com/jd/280997.html,同比+0.6pct; 平台商家口径
酒店,酒店商家平均房价(迈点口径),448.58,元/间夜,人均trip,2025-05-01,2025-05-01至2025-05-05(5天),5天口径,住宿ADR,平台披露,实际,2024五一,5,水平值,2026-08-21,无,迈点/MBO(平台数据),五一量平价升 平均房价上涨30%,2025-05,C,https://www.meadin.com/jd/280997.html,同比+28.53%; 平台商家口径
