检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2024 端午 美团,2026-08-28-R1,美团端午日均生活服务线上消费较2019增速 = 69%,美团,美团2024年端午节假期数据,2024,http://travel.ce.cn/gdtj/202406/12/t20240612_7386577.shtml,美团：端午全国日均生活服务线上消费规模较2019年+69%。平台自身口径,snapshots/美团_美团端午日均生活服务线上消费较2.html,L1,入库L1,R1,否
2024 端午 北京 电商,2026-08-28-R1,北京重点监测电商企业销售额增速 = 19.9%,北京市商务局,北京市商务局2024年端午节假期数据,2024,https://www.gov.cn/lianbo/difang/202406/content_6956706.htm,北京端午重点监测电商企业销售额同比+19.9%，重点商圈客流量超2000万,snapshots/北京市商务局_北京重点监测电商企业销售额增速.html,L1,入库L1,R1,否
2024 端午 国潮,2026-08-28-R1,'国潮端午'引领消费热潮：江苏等地端午消费与'618'叠加，新中式消费走热,江苏文旅厅/扬子晚报,,,http://epaper.yzwb.net/pad/att/202406/11/a9d40b46-7b97-4dad-8606-ce39ab63bbb9.pdf,'国潮端午'引领消费热潮，非遗、汉服、新中式餐饮等消费场景丰富,snapshots/江苏文旅厅_扬子晚报_'国潮端午'引领消费热潮：江苏等.html,L2,入库L2,R1,否
2024 端午 夜经济,2026-08-28-R1,端午夜间消费活力：北京夜间服务消费人次+17.1%，夜游、夜市成新热点,银联商务/北京商务局,,,https://www.gov.cn/lianbo/difang/202406/content_6956706.htm,银联商务数据显示夜间服务消费人次同比增长17.1%，夜经济持续升温,snapshots/银联商务_北京商务局_端午夜间消费活力：北京夜间服务消.html,L2,入库L2,R1,否
2024 端午 北京 演出,2026-08-28-R1,北京营业性演出场次 = 846场,北京市文化和旅游局,北京市文化和旅游局2024年端午节假期数据,2024,https://www.beijing.gov.cn/gongkai/shuju/sjjd/202406/t20240611_3708133.html,北京端午营业性演出263台846场，观众26.1万人次，场次/观众/票房同比+19.5%/+30.4%/+1.4%,snapshots/北京市文化和旅游局_北京营业性演出场次.html,L1,入库L1,R1,否
2024 端午 北京 游客,2026-08-28-R1,北京接待游客 = 779.2万人次,北京市文化和旅游局,北京市文化和旅游局2024年端午节假期数据,2024,https://www.chinanews.com/sh/2024/06-10/10231703.shtml,北京端午接待游客779.2万人次，长城、民俗、京郊游成热点,snapshots/北京市文化和旅游局_北京接待游客.html,L1,入库L1,R1,否
2024 端午 重庆,2026-08-28-R1,重庆接待游客 = 701.44万人次,重庆市文化和旅游发展委员会,重庆市文化和旅游发展委员会2024年端午节假期数据,2024,https://m.gmw.cn/toutiao/2024-06/11/content_1303759677.htm,重庆端午接待游客701.44万人次，旅游收入41.23亿元,snapshots/重庆市文化和旅游发展委员_重庆接待游客.html,L1,入库L1,R1,否
2024 端午 上海 游客,2026-08-28-R1,上海接待游客 = 761.52万人次,上海市文化和旅游局,上海市文化和旅游局2024年端午节假期数据,2024,https://whlyj.sh.gov.cn/wlyw/20240611/b72c10f6e61642d68f1de0277f66db87.html,上海端午接待游客761.52万人次,snapshots/上海市文化和旅游局_上海接待游客.html,L1,入库L1,R1,否
2024 端午 商务部 销售额,2026-08-28-R1,全国重点零售和餐饮企业销售额增速 = 9.8%,商务部,商务部2024年端午节假期数据,2024,https://www.gov.cn/yaowen/liebiao/202406/content_6956821.htm,商务部：端午假期全国重点零售和餐饮企业销售额同比+9.8%，重点监测餐饮企业+7.4%,snapshots/商务部_全国重点零售和餐饮企业销售额增速.html,L1,入库L1,R1,否
2024 端午 广州,2026-08-28-R1,广州接待市民游客 = 582万人次,广州市文化广电旅游局,广州市文化广电旅游局2024年端午节假期数据,2024,https://www.gz.gov.cn/zt/jrshts/2024n/dwj/tpxw/content/post_9696375.html,广州端午接待市民游客近582万人次，文旅消费32.9亿元,snapshots/广州市文化广电旅游局_广州接待市民游客.html,L1,入库L1,R1,否
2024 端午 恢复度,2026-08-28-R1,国内旅游出游恢复度(2019=100) = 114.61%,中邮证券(转引),旅游行业'端午'数据总结,2024,https://www.mswhpt.cn/report/4.pdf,中邮证券：端午国内出游恢复至2019年114.61%，本地周边游趋势凸显,未存-HTTPError,L1,入库L1-快照未存,R1,否
2024 端午 演出 L2,2026-08-28-R1,端午演出市场火热：北京演出场次/观众/票房较2019年+137%/+68.6%/+151.3%，'跟着演出去旅行'成新趋势,北京文旅局,,,https://xinwen.bjd.com.cn/content/s6666fe79e4b035c6ca5e9a01.html,任贤齐绍兴演唱会等带火城市：绍兴端午接待游客152.62万人次(+29.44%)，'演出经济'拉动文旅消费,snapshots/北京文旅局_端午演出市场火热：北京演出场次_.html,L2,入库L2,R1,否
2024 端午 夜经济 L2,2026-08-28-R1,端午小龙虾'夜经济'爆发：武汉、长沙、成都等小龙虾城市夜间堂食消费规模环比+近25%,美团,,,https://www.meituan.com/news/NN24061105600828X,'小龙虾名城'成小长假热门目的地，激发出今夏第一波'夜经济'活力，'必吃榜'门店客流增幅达50%+,snapshots/美团_端午小龙虾'夜经济'爆发：武汉、.html,L2,入库L2,R1,否
2024 端午 人均消费,2026-08-28-R1,国内游客出游人均消费 = 366.8元,民生证券研究院,旅游行业'端午'数据总结,2024,https://www.mswhpt.cn/report/4.pdf,民生证券：端午国内游客人均消费366.8元(+1.7%)，恢复至2019年89.52%,未存-HTTPError,L1,入库L1-快照未存,R1,否
2024 端午 黄山,2026-08-28-R1,黄山风景区接待游客 = 6.9万人次,民生证券研究院,旅游行业'端午'数据总结,2024,https://www.mswhpt.cn/report/4.pdf,民生证券：黄山端午3天迎客6.9万人次，同比增长95%,未存-HTTPError,L1,入库L1-快照未存,R1,否
2024 端午 九华山,2026-08-28-R1,九华山接待游客 = 7.72万人次,民生证券研究院,旅游行业'端午'数据总结,2024,https://www.mswhpt.cn/report/4.pdf,民生证券：九华山端午3天接待游客7.72万人次(+44.4%)，旅游收入6952.53万元(+45.9%),未存-HTTPError,L1,入库L1-快照未存,R1,否
2024 端午 入境游,2026-08-28-R1,携程入境游订单量增速 = 115%,民生证券研究院(转引携程),旅游行业'端午'数据总结,2024,https://www.mswhpt.cn/report/4.pdf,民生证券转引携程：端午平台入境游订单量同比+115%，海外租车自驾+220%,未存-HTTPError,L1,入库L1-快照未存,R1,否
2024 端午 民宿,2026-08-28-R1,木鸟民宿订单量增速 = 76%,民生证券研究院(转引木鸟民宿),旅游行业'端午'数据总结,2024,https://www.mswhpt.cn/report/4.pdf,民生证券转引木鸟民宿：2024端午民宿订单+76%，乡村民宿+116%,未存-HTTPError,L1,入库L1-快照未存,R1,否
2024 端午 宋城,2026-08-28-R1,宋城演艺演出场次 = 84场,民生证券研究院(转引宋城演艺),旅游行业'端午'数据总结,2024,https://www.mswhpt.cn/report/4.pdf,民生证券：宋城演艺端午演出84场(+13.5%),未存-HTTPError,L1,入库L1-快照未存,R1,否
2024 端午 客群,2026-08-28-R1,90后00后80后出游占比 = 37%,民生证券研究院(转引携程),旅游行业'端午'数据总结,2024,https://www.mswhpt.cn/report/4.pdf,民生证券转引携程：端午出游人群90后37%、00后25%、80后25%，00后+近30%,未存-HTTPError,L1,入库L1-快照未存,R1,否
2024 端午 年轻化,2026-08-28-R1,端午出游年轻化趋势：90后、00后、80后占主导，00后增长最显著(+近30%),携程/民生证券,,,https://www.mswhpt.cn/report/4.pdf,00后出游人次同比+近30%，90后租车订单占比40%，自驾客群更年轻化,未存-HTTPError,L2,入库L2-快照未存,R1,否
2024 端午 古镇,2026-08-28-R1,国潮高关注促古镇热度翻倍：携程平台假期古镇日均搜索热度较平时翻番，民俗文化游成包车游新趋势,携程/民生证券,,,https://www.mswhpt.cn/report/4.pdf,非遗表演、传统文化体验项目的古镇大放异彩，'端午'包车游订单同比+超一成,未存-HTTPError,L2,入库L2-快照未存,R1,否
2024 端午 票房,2026-08-28-R1,端午档电影票房 = 3.83亿元,猫眼专业版,2024年端午档电影数据,2024,http://www.news.cn/20240611/6ac334511768426aaa05c9890bae2fd8/c.html,猫眼专业版：2024端午档票房3.83亿元(-57.7%),snapshots/猫眼专业版_端午档电影票房.html,L1,入库L1,R1,否
2024 端午 观影,2026-08-28-R1,端午档观影人次 = 962.2万人次,猫眼专业版,2024年端午档电影数据,2024,https://www.caixin.com/2024-06-11/102204851.html?originReferrer=doubao,猫眼：2024端午档观影人次962.2万,snapshots/猫眼专业版_端午档观影人次.html,L1,入库L1,R1,否
2024端午 安徽 4A景区 接待游客 黄山,2026-08-31-R2,4A级及以上景区接待游客人次 = 76.8万人次,安徽省文化和旅游厅,2024年端午假期安徽文旅市场数据,2024-06-11,https://www.ah.gov.cn/zwyw/jryw/565331241.html,大黄山90家4A级及以上景区接待游客76.8万人次，门票收入2797万元，同比分别增长65.6%、64.3%。黄山、九华山、天柱山景区接待游客同比分别增长93.5%、44.4%、90.6%。,snapshots/安徽省文化和旅游厅_4A级及以上景区接待游客人次.html,L1,入库L1,R2,否
2024端午 四川 A级景区 接待游客,2026-08-31-R2,A级旅游景区接待游客人次 = 1260万人次,四川省文化和旅游产业领导小组办公室,2024年端午假期四川文旅市场数据,2024-06-11,https://www.sc.gov.cn/10462/10464/10797/2024/6/11/c39ea06b78f94f35841cd79c787a9f21.shtml,端午节假期四川各地推出多样化新玩法，全省A级景区接待游客超1260万人次。南充阆中古城、成都邛崃平乐古镇、宜宾李庄古镇分别接待游客11.14万人次、9.96万人次、8.66万人次，同比分别增长199.46%、47.34%、32.91%。,snapshots/四川省文化和旅游产业领导小组办公室_A级旅游景区接待游客人次.html,L1,入库L1,R2,否
2024端午 南京 酒店 入住率 民宿,2026-08-31-R2,星级饭店和品牌酒店平均入住率 = 76%,南京市文化和旅游局,2024年端午假期南京文旅市场数据,2024-06-11,https://www.nanjing.gov.cn/njxx/202406/t20240611_4686766.html,端午假期，全市星级饭店和部分品牌酒店平均入住率达76%，超49家民宿连续挂出满房牌。全市共接待游客549万人次，同比增长16.8%。,snapshots/南京市文化和旅游局_星级饭店和品牌酒店平均入住率.html,L1,入库L1,R2,否
2024端午 酒店 价格 去哪儿,2026-08-31-R2,酒店平均价格同比变化 = -20%,去哪儿大数据研究院,2024年端午假期酒店价格数据,2024-06-11,http://m.toutiao.com/group/7379074816751534632/,去哪儿大数据显示，今年端午，酒店平均价格较去年有明显下降，尤其是高星酒店和经济型酒店均价降幅最为明显，达到两成左右。由于今年经济型酒店供给量增加明显，对价格起到了平抑作用。,snapshots/去哪儿大数据研究院_酒店平均价格同比变化.html,L1,入库L1,R2,否
2024端午 人均消费 客单价 派生指标,2026-08-31-R2,人均旅游消费 = 367元,腾讯新闻(行业分析),2024年端午假期人均消费分析,2024-06-11,https://news.qq.com/rain/a/20240611V06BSF00,2024端午假期人均消费367元，恢复至2019年同期的90%，追求特色化、性价比成为消费主流。,snapshots/腾讯新闻(行业分析)_人均旅游消费.html,L1,入库L1,R2,否
2024端午 湖南 人均日消费 派生指标,2026-08-31-R2,游客人均每日花费 = 523.88元,湖南省文化和旅游厅(银联商务大数据),2024年端午假期湖南文旅市场数据,2024-06-11,https://news.cri.cn/2024-06-11/f333b152-f019-232c-f2dc-489b36dee8e1.html,银联商务大数据建模分析：全省游客人均每日花费为523.88元。全省游客总花费达96.81亿元，同口径比2022年端午假期增长25.34%。假期三天过夜游客平均停留时长为1.588天。,snapshots/湖南省文化和旅游厅(银联商务大数据)_游客人均每日花费.html,L1,入库L1,R2,否
2024端午 北京 接待游客 旅游收入,2026-08-31-R2,接待游客总量 = 779.2万人次,北京市文化和旅游局,2024年端午假期北京文旅市场数据,2024-06-10,https://www.beijing.gov.cn/gongkai/shuju/sjjd/202406/t20240611_3708133.html,端午假期，北京全市共接待游客779.2万人次，旅游消费100.9亿元。乡村游累计接待游客135.1万人次，同比增长16.3%；营业收入17273.4万元，同比增长8.3%。,snapshots/北京市文化和旅游局_接待游客总量.html,L1,入库L1,R2,否
2024端午 重庆 接待游客 旅游收入,2026-08-31-R2,接待国内游客人次 = 701.44万人次,重庆市文化和旅游发展委员会,2024年端午假期重庆文旅市场数据,2024-06-10,https://m.gmw.cn/toutiao/2024-06/11/content_1303759677.htm,端午期间全市累计接待国内游客701.44万人次，同比增长9.5%；实现旅游总收入41.23亿元，较2023年同比增长17.9%。纳入重点监测的旅游景区接待游客223.8万人次。,snapshots/重庆市文化和旅游发展委员会_接待国内游客人次.html,L1,入库L1,R2,否
2024端午 社零 重点监测 零售 餐饮 商务部,2026-08-31-R2,重点零售和餐饮企业销售额同比增长率 = 9.8%,商务部,2024年端午假期消费市场数据,2024-06-12,https://www.gov.cn/yaowen/liebiao/202406/content_6956821.htm,据商务部商务大数据监测，2024年端午假期，全国重点零售和餐饮企业销售额比去年同期增长9.8%，重点监测餐饮企业销售额同比增长7.4%。全国示范步行街客流量、营业额同比分别增长11.7%和9.2%。,snapshots/商务部_重点零售和餐饮企业销售额同比增长率.html,L1,入库L1,R2,否
2024端午 北京 商圈 客流 消费,2026-08-31-R2,重点商圈客流量 = 2280.2万人次,北京市商务局,2024年端午假期北京消费市场数据,2024-06-11,https://www.beijing.gov.cn/gongkai/shuju/sjjd/202406/t20240611_3708135.html,全市60个重点商圈客流量2280.2万人次，同比增长10.3%；实现消费金额65.7亿元。市商务局重点监测的百货、超市、专业专卖店、餐饮和电商等业态企业实现销售额28.6亿元，同比增长8.7%。,snapshots/北京市商务局_重点商圈客流量.html,L1,入库L1,R2,否
2024端午 银联 支付 文旅消费 江苏,2026-08-31-R2,外地游客银联渠道文旅消费金额 = 64.6亿元,中国银联(江苏省文旅厅),2024年端午假期江苏银联文旅消费数据,2024-06-11,https://www.mct.gov.cn/whzx/qgwhxxlb/js/202406/t20240611_953406.htm,银联数据显示，端午假期前两天（6月8—9日）全省外地游客银联渠道文旅消费64.6亿元，同比增长28%，占江苏银联全行业消费的32.7%；占全国比重11.3%，较去年同期提高0.9个百分点。,snapshots/中国银联(江苏省文旅厅)_外地游客银联渠道文旅消费金额.html,L1,入库L1,R2,否
2024端午 演出市场 营业性演出 新消费,2026-08-31-R2,营业性演出场次 = 2200场,江苏省文化和旅游厅,2024年端午假期江苏演出市场数据,2024-06-11,https://www.jiangsu.gov.cn/art/2024/6/11/art_60095_11267214.html,端午假期，各地共举办营业性演出2200多场，其中万人以上规模大型演出活动6场次，吸引观众超过50万人次，带动交通、餐饮、住宿消费近3.9亿元。,snapshots/江苏省文化和旅游厅_营业性演出场次.html,L1,入库L1,R2,否
2024端午 热门目的地 榜单 携程,2026-08-31-R2,2024年端午假期国内游热门目的地TOP10：重庆、上海、北京、杭州、成都、广州、深圳、南京、武汉、西安,携程/飞猪,,,https://www.cq.gov.cn/ywdt/zwhd/bmdt/202406/t20240611_13281158.html,根据携程、飞猪数据显示，今年端午假期，境内游人均预订量、人均消费金额同比去年双双提升。从旅游目的地来看，重庆、上海、北京、杭州、成都、广州、深圳、南京、武汉、西安等地是今年端午假期国内游的热门目的地。,snapshots/携程_飞猪_2024年端午假期国内游热门目的地TOP10：重庆、上海、北京、杭州、成都、广州.html,L2,入库L2,R2,否
2024端午 新中式游 美团 新消费,2026-08-31-R2,2024年端午假期美团文旅订单量同比增长近70%，新中式游成为年轻人新追逐；艾草花束火爆出圈，龙舟竞渡激发文旅消费，露营过端午成为年轻人度假新选择,美团/新华社,,,http://szb.bozhou.cn/bzb/page/1/2024-06-14/14/17121718328910203.pdf,美团数据显示，端午假期文旅订单量同比增长近70%，新中式游正在成为年轻人的新追逐。艾草花束火爆出圈，龙舟竞渡激发文旅消费，露营过端午成为年轻人度假新选择。显时尚潮流、重文化底蕴、求鲜明个性成为端午消费的重要特征。,未存-HTTP406,L2,入库L2-快照未存,R2,否
2024端午 入境游 携程 西安 重庆,2026-08-31-R2,2024年端午假期入境游订单高增长：西安+174%、重庆+168%、青岛+21%；传统民俗吸引更多外国游客体验，西安/青岛入选端午入境游十大热门目的地,携程,,,https://epaper.xiancn.com/newxawb/pc/pic/202406/11/c84a1f02-345e-4d72-aaa2-dea57c23174d.pdf,携程发布《2024年端午节出游报告》，数据显示：西安位列国内游热门目的地前十；传统民俗吸引更多外国游客前来体验，西安更是入选端午入境游十大热门目的地，端午入境游预订量同比增长174%。重庆端午假期入境游订单量同比增长168%。青岛入选端午入境游十大热门目的地，入境游订单同比上涨21%。,未存-HTTP403,L2,入库L2-快照未存,R2,否
2024端午 广东 接待游客,2026-08-31-R3,接待游客人次 = 1924.5万人次,广东省文化和旅游厅,广东端午假期文化和旅游市场平稳有序,2024-06-12,https://www.mct.gov.cn/gtb/index.jsp?url=https%3A%2F%2Fwww.mct.gov.cn%2Fwhzx%2Fqgwhxxlb%2Fgd%2F202406%2Ft20240612_953449.htm,2024年端午假期3天，广东全省累计接待游客1924.5万人次，实现旅游收入91.1亿元,snapshots/广东省文化和旅游厅_接待游客人次.html,L1,入库L1,R3,否
2024端午 广东 旅游收入,2026-08-31-R3,旅游收入 = 91.1亿元,广东省文化和旅游厅,广东端午假期文化和旅游市场平稳有序,2024-06-12,https://www.mct.gov.cn/gtb/index.jsp?url=https%3A%2F%2Fwww.mct.gov.cn%2Fwhzx%2Fqgwhxxlb%2Fgd%2F202406%2Ft20240612_953449.htm,实现旅游收入91.1亿元,snapshots/广东省文化和旅游厅_旅游收入.html,L1,入库L1,R3,否
2024端午 浙江 接待游客,2026-08-31-R3,全域旅游人数 = 1440.9万人次,浙江省文化广电和旅游厅,端午假期浙江接待游客超1440万人次,2024-06-12,https://news.cri.cn/2024-06-12/f9e0820a-7ffd-1cdd-dfec-36bc6f927ff5.html,浙江端午假期累计全域旅游人数达1440.9万人次，按可比口径增长10.7%，较2019年同期增长12%,snapshots/浙江省文化广电和旅游厅_全域旅游人数.html,L1,入库L1,R3,否
2024端午 浙江 旅游收入,2026-08-31-R3,全域旅游收入 = 123亿元,浙江省文化广电和旅游厅,端午假期浙江接待游客超1440万人次,2024-06-12,https://news.cri.cn/2024-06-12/f9e0820a-7ffd-1cdd-dfec-36bc6f927ff5.html,全域旅游收入123亿元，按可比口径增长8.3%,snapshots/浙江省文化广电和旅游厅_全域旅游收入.html,L1,入库L1,R3,否
2024端午 新疆 接待游客,2026-08-31-R3,接待游客人次 = 568万人次,新疆维吾尔自治区文化和旅游厅,端午假期全疆接待游客568万余人次,2024-06-11,https://www.xinjiang.gov.cn/xinjiang/bmdt/202406/9ebccaa63ed04c1e9e002d500b91da85.shtml,端午假期全疆接待游客568万余人次，同比增长11.3%；全区A级景区累计接待游客395.12万人次，同比增长5.71%,snapshots/新疆维吾尔自治区文化和旅游厅_接待游客人次.html,L1,入库L1,R3,否
2024端午 四川 A级景区,2026-08-31-R3,A级景区接待游客人次 = 1260.09万人次,四川省文化和旅游厅,端午节假期四川全省A级景区接待游客超1260万人次,2024-06-11,https://www.sc.gov.cn/10462/10464/10797/2024/6/11/c39ea06b78f94f35841cd79c787a9f21.shtml,四川纳入统计的891家A级景区累计接待游客1260.09万人次、门票收入10939.10万元，同比分别增长12.33%、6.23%，较2019年同期分别增长49.67%、53.85%,snapshots/四川省文化和旅游厅_A级景区接待游客人次.html,L1,入库L1,R3,否
2024端午 四川 门票收入,2026-08-31-R3,A级景区门票收入 = 1.09亿元,四川省文化和旅游厅,端午节假期四川全省A级景区接待游客超1260万人次,2024-06-11,https://www.sc.gov.cn/10462/10464/10797/2024/6/11/c39ea06b78f94f35841cd79c787a9f21.shtml,门票收入10939.10万元，同比增长6.23%,snapshots/四川省文化和旅游厅_A级景区门票收入.html,L1,入库L1,R3,否
2024端午 江苏 A级景区,2026-08-31-R3,A级景区接待游客人次 = 1190.4万人次,江苏省文化和旅游厅,端午假期江苏接待游客同比增16%,2024-06-11,https://www.jiangsu.gov.cn/art/2024/6/11/art_60095_11267214.html,江苏纳入监测的634家A级旅游景区等去重后共接待游客1190.4万人次，游客消费总额48.4亿元，同比分别增长16%和15.1%,snapshots/江苏省文化和旅游厅_A级景区接待游客人次.html,L1,入库L1,R3,否
2024端午 安徽 大黄山景区,2026-08-31-R3,4A及以上景区接待游客人次 = 76.8万人次,安徽省文化和旅游厅,端午假期江淮文旅魅力绽放,2024-06-11,https://www.ah.gov.cn/zwyw/jryw/565331241.html,大黄山90家4A级及以上景区接待游客76.8万人次，门票收入2797万元，同比分别增长65.6%、64.3%,snapshots/安徽省文化和旅游厅_4A及以上景区接待游客人次.html,L1,入库L1,R3,否
