主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
总体,7月单月国内出游,12.3,亿人次,人次,2026-07-01 至 2026-07-31,7月单月,7月单月口径,旅游总花费,官方总量,实际,同比,62,水平值,2026-08-23,,文化和旅游部（新浪旅游转引）,2026暑期文化和旅游消费季数据,2026,A,https://travel.sina.cn/2026-08-23/detail-inipfkxi1015517.d.html,同比+18.7%；创近五年同期新高
总体,7月单月文旅收入,9200,亿元,亿元,2026-07-01 至 2026-07-31,7月单月,7月单月口径,旅游总花费,官方总量,实际,同比,62,水平值,2026-08-23,,文化和旅游部（新浪旅游转引）,2026暑期文化和旅游消费季数据,2026,A,https://travel.sina.cn/2026-08-23/detail-inipfkxi1015517.d.html,创收超9200亿元
总体,国内出游总人次,11.2,亿人次,人次,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,官方总量,实际,同比,62,水平值,2026-08-23,,文化和旅游部（新浪旅游转引）,2026暑期文化和旅游消费季数据,2026,A,https://travel.sina.cn/2026-08-23/detail-inipfkxi1015517.d.html,同比+32.7%；创历史新高
总体,文旅总收入,15500,亿元,亿元,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,官方总量,实际,同比,62,水平值,2026-08-23,,文化和旅游部（新浪旅游转引）,2026暑期文化和旅游消费季数据,2026,A,https://travel.sina.cn/2026-08-23/detail-inipfkxi1015517.d.html,1.55万亿元；同比大幅增长
总体,暑期国内旅游总人次（研究院预测口径）,26,亿人次,人次,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,弱溯源,实际,同比,62,水平值,2026-08,,甘涌酒店研究院,2026年暑假酒店市场走势预判,2026,D,,弱溯源，无公开URL；与文旅部11.2亿差异巨大，疑含多日多次计次，非基准
总体,暑期整体出游（口径冲突待核实）,18.39,亿人次,人次,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,弱溯源,实际,同比,62,水平值,2026-08-23,,新浪财经（本文由AI生成）,2026暑期旅游趋势报告,2026,D,https://k.sina.com.cn/article_7879923032_1d5ae1558068019rac.html,双口径：与文旅部11.2亿（官方A级）差异巨大，疑含重复计次/跨区域人员流动量，非同一指标；本报告以11.2亿为基准
新消费,“暑期出游”搜索热度（马蜂窝）,+238,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,搜索量,平台自披露,实际,同比,62,增长率,2026-08,,马蜂窝,2026暑期趋势,2026,C,https://xiouwang.cn/webnews/4877.html,搜索量；毕业旅行+175%/亲子游+166%
新消费,旅居式避暑（现象级）,连住7天+40%,,,2026-07-01 至 2026-08-31,7-8月合计,62天口径,酒店间夜,平台自披露,实际,同比,62,定性,2026-08,,希鸥网（综合）,2026暑期文旅消费趋势,2026,C,https://xiouwang.cn/webnews/4877.html,“窝囊旅游”/漂流平躺区；贵州盘州连住7天+40%
新消费,演唱会带动城市预订,+60,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,平台GMV,平台自披露,实际,同比,62,增长率,2026-07,,携程,2026暑期旅游新趋势,2026,C,https://www.lvjie.co/brand/2026/0703/35146.html,展演经济；周深呼和浩特翻倍
旅行社,旅行社总量（本期暂无权威公开）,暂无,,,2026-07-01 至 2026-08-31,7-8月合计,62天口径,客流人次,待核,实际,同比,62,定性,2026-08-24,全国总量缺项,—,—,2026,D,,本期暂无旅行社行业权威总量公开数据；铁路旅游专列480列为国铁口径替代观测
景区目的地,免签入境外国人（上半年）,1781.5,万人次,人次,2026-01-01 至 2026-06-30,上半年,上半年口径,客流人次,官方总量,实际,同比,62,水平值,2026-07-10,,国家移民管理局,2026年上半年出入境成绩单,2026,A,https://news.cctv.com/2026/07/10/ARTIt3Nb8ub3hBA0RjUabHS0260710.shtml,占入境外国人77.7%，+30.6%
景区目的地,入境外国人（上半年实际）,2291.4,万人次,人次,2026-01-01 至 2026-06-30,上半年,上半年口径,客流人次,官方总量,实际,同比,62,水平值,2026-07-10,,国家移民管理局,2026年上半年出入境成绩单,2026,A,https://news.cctv.com/2026/07/10/ARTIt3Nb8ub3hBA0RjUabHS0260710.shtml,同比+20.4%；下半年暑期延续
景区目的地,入境游预订量,+612,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,客流人次,官方总量,实际,同比,62,增长率,2026-08-23,,文化和旅游部（新浪旅游转引）,2026暑期文化和旅游消费季数据,2026,B,https://travel.sina.cn/2026-08-23/detail-inipfkxi1015517.d.html,预订量增速，非实际入境；欧美+950%/希腊+300%/北欧+260%
景区目的地,出境游订单,+108,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,客流人次,官方总量,实际,同比,62,增长率,2026-08-23,,文化和旅游部（新浪旅游转引）,2026暑期文化和旅游消费季数据,2026,A,https://travel.sina.cn/2026-08-23/detail-inipfkxi1015517.d.html,东南亚占65%/澳新+210%/北美+135%
景区目的地,博物馆研学,+70,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,客流人次,平台自披露,实际,同比,62,增长率,2026-08,,新浪财经（综合）,2026暑期旅游市场,2026,C,https://k.sina.com.cn/article_7879848944_1d5acf3f006801f7pw.html,
景区目的地,县域旅游预订,+18,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,客流人次,平台自披露,实际,同比,62,增长率,2026-08,,携程/同程（新浪综合）,2026暑期旅游趋势报告,2026,C,https://k.sina.com.cn/article_7879848944_1d5acf3f006801f7pw.html,双口径：另一来源（携程/同程）称+60%，统计范围差异，并列说明
景区目的地,县域旅游预订（平台口径）,+60,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,客流人次,平台自披露,实际,同比,62,增长率,2026-08,,携程/同程,2026暑期旅游趋势预测,2026,C,https://www.ce.cn/xwzx/shgj/gdxw/202607/t20260708_3074506.shtml,双口径补充：与+18%统计范围不同，并列
景区目的地,欧洲来华订单（携程）,+275,%,百分比,2026-06-01 至 2026-08-31,7-8月合计,62天口径,客流人次,平台自披露,实际,同比,62,增长率,2026-08,,携程,2026暑期入境游数据,2026,C,https://so.html5.qq.com/page/real/search_news?docid=70000021_6176a6217be81452,该平台自身口径；景区门票+20倍；俄罗斯+553%
景区目的地,研学旅行人次,+20,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,客流人次,平台自披露,实际,同比,62,增长率,2026-08,,新浪财经（综合）,2026暑期旅游市场,2026,C,https://k.sina.com.cn/article_7879848944_1d5acf3f006801f7pw.html,市场规模突破600亿元
景区目的地,研学旅行市场规模,600,亿元,亿元,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,平台自披露,实际,同比,62,水平值,2026-08,,新浪财经（综合）,2026暑期旅游市场,2026,C,https://k.sina.com.cn/article_7879848944_1d5acf3f006801f7pw.html,同比+20%
消费宏观,全国网上零售额（1-7月）,117214,亿元,亿元,2026-01-01 至 2026-07-31,1-7月累计,累计口径,商务部社零,官方总量,实际,累计年初至今,62,水平值,2026-08-17,,国家统计局,2026年1-7月社会消费品零售总额,2026,A,https://www.stats.gov.cn/sj/zxfb/202608/t20260817_1965052.html,同比+4.8%；年度累计口径
消费宏观,文旅消费活动场次,3,万场,场,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,官方总量,实际,累计年初至今,62,水平值,2026-07-08,,文化和旅游部,2026全国暑期文化和旅游消费季,2026,A,https://xiouwang.cn/webnews/4877.html,超3万场次文旅消费活动
消费宏观,文旅消费补贴发放,4.5,亿元,亿元,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,官方总量,实际,累计年初至今,62,水平值,2026-07-08,,文化和旅游部,2026全国暑期文化和旅游消费季,2026,A,https://xiouwang.cn/webnews/4877.html,发放超4.5亿消费补贴；超3万场活动
消费宏观,社会消费品零售总额（1-7月）,287744,亿元,亿元,2026-01-01 至 2026-07-31,1-7月累计,累计口径,商务部社零,官方总量,实际,累计年初至今,62,水平值,2026-08-17,,国家统计局,2026年1-7月社会消费品零售总额,2026,A,https://www.stats.gov.cn/sj/zxfb/202608/t20260817_1965052.html,同比+1.2%；年度累计口径，非单假期
消费宏观,社会消费品零售总额（7月）,39022,亿元,亿元,2026-07-01 至 2026-07-31,7月单月,7月单月口径,商务部社零,官方总量,实际,同比,62,水平值,2026-08-17,,国家统计局,2026年7月社会消费品零售总额,2026,A,https://www.stats.gov.cn/sj/zxfb/202608/t20260817_1965052.html,同比+0.6%；与旅游总花费1.55万亿分列不可相加
消费宏观,餐饮收入（7月）,4567,亿元,亿元,2026-07-01 至 2026-07-31,7月单月,7月单月口径,商务部社零,官方总量,实际,同比,62,水平值,2026-08-17,,国家统计局,2026年7月社会消费品零售总额,2026,A,https://www.stats.gov.cn/sj/zxfb/202608/t20260817_1965052.html,同比+1.4%
游客画像,4天及以上深度游占比,47.1,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,平台自披露,实际,同比,62,水平值,2026-07,,携程,2026暑期旅游新趋势,2026,C,https://www.lvjie.co/brand/2026/0703/35146.html,2025年为28.4%；1-3天占比降至52.9%
游客画像,亲子家庭占比,62,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,官方总量,实际,同比,62,水平值,2026-08-23,,文化和旅游部（新浪旅游转引）,2026暑期文化和旅游消费季数据,2026,A,https://travel.sina.cn/2026-08-23/detail-inipfkxi1015517.d.html,同比+45%
游客画像,大学生毕业生群体订单,+58,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,平台自披露,实际,同比,62,增长率,2026-08,,飞猪,2026年暑期出游风向标,2026,C,https://www.jtepms.cn/post/248.html,该平台自身口径，非全市场；占比约27%
游客画像,银发研学群体占比,11,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,官方总量,实际,同比,62,水平值,2026-08-23,,文化和旅游部（新浪旅游转引）,2026暑期文化和旅游消费季数据,2026,A,https://travel.sina.cn/2026-08-23/detail-inipfkxi1015517.d.html,银发研学群体
游客画像,长线跨省游,+22.4,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,旅游总花费,平台自披露,实际,同比,62,增长率,2026-07,,携程,2026暑期旅游新趋势,2026,C,https://www.lvjie.co/brand/2026/0703/35146.html,该平台自身口径；跨省游预订量
酒店住宿,中档酒店RevPAR（第一周）,-7.8,%,百分比,2026-06-29 至 2026-07-05,第一周,周口径,酒店RevPAR,行业协会计,实际,同比,62,增长率,2026-08,,国金证券,暑期酒店周报,2026,C,https://www.jtepms.cn/post/248.html,入住率-3.9%/房价-4.1%
酒店住宿,亚朵ADR同比,-19.5,%,百分比,2026-07-06 至 2026-07-12,第二周,周口径,酒店RevPAR,行业协会计,实际,同比,62,增长率,2026-08,,国金证券（21经济转引）,暑期酒店周报,2026,C,https://www.21jingji.com/article/20260813/herald/2cdbac075cc43d27d1c738ef293bcd26.html,房价同比
酒店住宿,全国酒店RevPAR（第二周）,130.7,元,元/间夜,2026-07-06 至 2026-07-12,第二周,周口径,酒店RevPAR,行业协会计,实际,同比,62,水平值,2026-08,,国金证券,暑期酒店周报,2026,C,https://www.jtepms.cn/post/248.html,同比-5.9%
酒店住宿,全国酒店平均入住率（第二周）,62.3,%,百分比,2026-07-06 至 2026-07-12,第二周,周口径,酒店RevPAR,行业协会计,实际,同比,62,水平值,2026-08,,国金证券,暑期酒店周报,2026,C,https://www.jtepms.cn/post/248.html,同比-3.0%
酒店住宿,全国酒店平均房价（第二周）,209.6,元,元,2026-07-06 至 2026-07-12,第二周,周口径,酒店RevPAR,行业协会计,实际,同比,62,水平值,2026-08,,国金证券,暑期酒店周报,2026,C,https://www.jtepms.cn/post/248.html,同比-3.0%
酒店住宿,全国酒店总量（2025年底）,40.48,万家,家,2025-12-31,年末,时点口径,酒店间夜,行业协会计,实际,累计年初至今,62,水平值,2026-08,,《2026中国酒店投资白皮书》,中国酒店投资白皮书,2026,B,https://www.jtepms.cn/post/248.html,客房1979万间；供给过剩背景，非单假期口径
酒店住宿,华住ADR同比,-14.9,%,百分比,2026-07-06 至 2026-07-12,第二周,周口径,酒店RevPAR,行业协会计,实际,同比,62,增长率,2026-08,,国金证券（21经济转引）,暑期酒店周报,2026,C,https://www.21jingji.com/article/20260813/herald/2cdbac075cc43d27d1c738ef293bcd26.html,房价同比
酒店住宿,清凉圈城市酒店预订（贵阳/六盘水）,+50,%,百分比,2026-07-01 至 2026-08-31,7-8月合计,62天口径,酒店间夜,平台自披露,实际,同比,62,增长率,2026-08,,国家旅游地理网（综合）,暑期酒店业量价齐跌,2026,C,http://news.cntgol.com/dyzd/2026/0807/271270.shtml,“20度清凉圈”城市；该来源综合
酒店住宿,经济型酒店RevPAR（第一周）,-8.2,%,百分比,2026-06-29 至 2026-07-05,第一周,周口径,酒店RevPAR,行业协会计,实际,同比,62,增长率,2026-08,,国金证券,暑期酒店周报,2026,C,https://www.jtepms.cn/post/248.html,入住率-4.7%/房价-3.7%
酒店住宿,锦江ADR同比,-13.2,%,百分比,2026-07-06 至 2026-07-12,第二周,周口径,酒店RevPAR,行业协会计,实际,同比,62,增长率,2026-08,,国金证券（21经济转引）,暑期酒店周报,2026,C,https://www.21jingji.com/article/20260813/herald/2cdbac075cc43d27d1c738ef293bcd26.html,房价同比
