主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
交通,春节7天全国铁路公路水路民航发送旅客,2.26,亿人次,国务院联防联控机制春运工作专班（新华社）,春节假期发送旅客,2023-01-28,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/28/content_5738970.htm,铁路5017.4万/公路1.62亿/水路486.8万/民航900.6万,7,官方营业性(不含自驾),无(水平值),7天,水平值,2023-02-16,
交通,春节7天高速公路小客车流量,3.06,亿辆次,国务院联防联控机制春运工作专班,春节假期发送旅客,2023-01-28,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/28/content_5738970.htm,全国高速总流量3.15亿辆次,7,官方营业性(不含自驾),无(水平值),7天,水平值,2023-02-16,
交通,春运高速公路小客车流量（40天）,11.84,亿辆次,交通运输部（人民网转引）,2023年春运再现流动里的中国,2023-02-16,B,https://finance.people.com.cn/n1/2023/0216/c1004-32625138.html,同比+18.6%；载客31.38亿人次,7,官方营业性(不含自驾),同比,7天,增长率,2023-02-16,
酒店,三亚主要酒店市场平均出租率,85,%,STR Global/NorthStar（转引）,三亚酒店市场春节黄金周,2023-02,B,http://www.northstarhk.com/newsinfo/5129192.html,同比-7pct；初一至初七7天,7,待核,同比,7天,增长率,2023-02-16,
酒店,三亚主要酒店市场平均房价,3621,元,STR Global/NorthStar,三亚酒店市场春节黄金周,2023-02,B,http://www.northstarhk.com/newsinfo/5129192.html,同比+23%,7,待核,同比,7天,增长率,2023-02-16,
酒店,三亚主要酒店市场RevPAR,3080,元,STR Global/NorthStar,三亚酒店市场春节黄金周,2023-02,B,http://www.northstarhk.com/newsinfo/5129192.html,同比+14%,7,待核,同比,7天,增长率,2023-02-16,
酒店,华住集团RevPAR同比,120,%,华住集团（中国饭店协会/媒体转引）,酒店业率先复苏,2023-02-02,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-02/02/content_85084809.html,平均出租率同比最高+70%,7,待核,同比,7天,增长率,2023-02-16,
酒店,中国饭店协会调研超七成住宿企业春节营收恢复至疫前,70,%以上,中国饭店协会（媒体转引）,酒店业率先复苏,2023-02-02,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-02/02/content_85084809.html,近40%反超；平均+15.6%,7,待核,无(水平值),7天,水平值,2023-02-16,
酒店,锦江酒店综合RevPAR（1月25日）同比,94.4,%,锦江酒店（中国区，媒体转引）,酒店业率先复苏,2023-02-02,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-02/02/content_85084809.html,接近疫前水平,7,待核,同比,7天,水平值,2023-02-16,
平台,携程旅游订单整体（较虎年）同比,4,倍,携程,2023年春节旅游总结报告,2023-01-27,C,https://www.ctg.cn/article/16513,国内外皆三年巅峰,7,平台自披露,同比,7天,水平值,2023-02-16,
平台,飞猪境内长线游订单同比,500,%,飞猪,春节出游快报,2023-01-26,C,https://www.ctg.cn/article/16513,机票+40%；火车票+80%,7,平台自披露,同比,7天,水平值,2023-02-16,
平台,同程国内机票预订量（较2019）,129,%,同程旅行,2023春节假期旅行消费数据报告,2023-01,C,https://www.ctg.cn/article/16513,汽车票+230%；火车票+18%,7,平台自披露,较2019,7天,水平值,2023-02-16,
平台,携程跟团游订单同比,4.2,倍,携程,2023年春节旅游总结报告,2023-01-27,C,https://www.ctg.cn/article/16513,80%以上跨省远途,7,平台自披露,同比,7天,水平值,2023-02-16,
平台,携程出境游整体订单同比,640,%,携程,2023年春节旅游总结报告,2023-01-27,C,https://www.ctg.cn/article/16513,跨境机票+4倍以上,7,平台自披露,同比,7天,增长率,2023-02-16,
平台,美团生活服务业日均消费规模（较2019春节）,66,%,美团（人民网/央广转引）,各大平台春节消费报告,2023-02-03,C,https://www.cnii.com.cn/rmydb/202302/t20230203_444045.html,前6天；异地消费+76%,7,平台自披露,较2019,7天,水平值,2023-02-16,
目的地,携程平台热门国内目的地Top5,成都/上海/广州/北京/重庆,,携程/飞猪,2023年春节旅游总结报告,2023-01,C,https://www.ctg.cn/article/16513,排名,7,平台自披露,无(水平值),7天,水平值,2023-02-16,
目的地,同程酒店预订热门目的地Top10,西安/三亚/成都/重庆/上海/长沙/昆明/广州/南宁/深圳,,同程旅行,2023春节假期旅行消费数据报告,2023-01,C,https://www.ctg.cn/article/16513,西安/杭州/哈尔滨+10倍,7,平台自披露,无(水平值),7天,增长率,2023-02-16,
目的地,小众城市酒店预订同比（洛阳/开封/佛山/惠州）,1000,%,同程旅行,2023春节假期旅行消费数据报告,2023-01,C,https://www.ctg.cn/article/16513,同比超10倍,7,平台自披露,同比,7天,增长率,2023-02-16,
旅行社,途牛跨省游出游人次占比,68,%,途牛旅游网（媒体转引）,春节旅游数据,2023-01-27,C,https://www.sohu.com/a/634795264_114988,近年来少数跨省主导假期,7,平台自披露,无(水平值),7天,水平值,2023-02-16,
旅行社,途牛跟团游（打包产品）占比,43,%,途牛旅游网,春节旅游数据,2023-01-27,C,https://www.sohu.com/a/634795264_114988,高于自由行/自驾,7,平台自披露,无(水平值),7天,水平值,2023-02-16,
旅行社,携程私家团订单同比,6,倍,携程,2023年春节旅游总结报告,2023-01-27,C,https://www.ctg.cn/article/16513,新跟团亮眼,7,平台自披露,同比,7天,水平值,2023-02-16,
政策宏观,商务部全国重点零售和餐饮企业销售额（农历同比）,6.8,%,商务部（央广网转引）,春节餐饮消费热度攀升,2023-01-30,A,https://www.cnr.cn/ent/canyin/zixun/20230130/t20230130_526139606.shtml,商务大数据监测,7,官方总量,同比,7天,水平值,2023-02-16,
政策宏观,实物商品网上零售额同比,14.5,%,商务部,春节消费,2023-01-30,A,https://www.cnr.cn/ent/canyin/zixun/20230130/t20230130_526139606.shtml,全国网上年货节,7,官方总量,同比,7天,水平值,2023-02-16,
政策宏观,全国示范步行街客流量同比,62.2,%,商务部,春节消费,2023-01-30,A,https://www.cnr.cn/ent/canyin/zixun/20230130/t20230130_526139606.shtml,,7,官方总量,同比,7天,水平值,2023-02-16,
政策宏观,餐饮堂食消费同比,15.4,%,商务部（国务院联防联控机制发布会，央视网转引）,促消费成热门关键词,2023-01-30,A,https://www.sohu.com/a/636128811_409908,店均+10.8%,7,官方总量,同比,7天,水平值,2023-02-16,
政策宏观,2023春节档电影票房,67.58,亿元,国家电影局（央视网转引）,新春消费旺,2023-01-28,B,https://news.cctv.com/2023/01/28/ARTIiRwRmntHZM4IUPue2tZh230128.shtml,影史第二；超2022春节档,7,官方总量,无(水平值),7天,水平值,2023-02-16,
政策宏观,海南离岛免税购物金额,15.6,亿元,海口海关（新华社/中新网）,春节假期海南离岛免税,2023-01-28,A,https://www.chinanews.com/cj/2023/01-28/9942797.shtml,同比+5.88%；人数15.7万；人均9959元,7,官方总量,同比,7天,增长率,2023-02-16,
游客画像,游客平均出游距离,206.9,公里,中国旅游研究院（媒体转引）,春节旅游消费研究,2023-01,C,https://www.toutiao.com/article/7194738566721864225/,同比+57%；恢复76%（正常年份）,7,官方总量,同比,7天,增长率,2023-02-16,
游客画像,目的地平均游憩半径,11.2,公里,中国旅游研究院,春节旅游消费研究,2023-01,C,https://www.toutiao.com/article/7194738566721864225/,同比+34.4%；恢复75%,7,官方总量,同比,7天,增长率,2023-02-16,
新消费,春节销售季全国预制菜销售额,1307.53,亿元,艾媒咨询（新华网转引）,吃吃喝喝火爆兔年春节,2023-02-10,C,https://ex.chinadaily.com.cn/exchange/partners/82/rss/channel/cn/columns/ma7abu/stories/WS63e5ed06a3102ada8b22e7d0.html,同比+43.6%（交叉印证：京东+600%/叮咚+500%）,7,官方总量,同比,7天,增长率,2023-02-16,
新消费,京东预制菜成交额同比,600,%,京东（新华网转引）,吃吃喝喝火爆兔年春节,2023-02-10,C,https://ex.chinadaily.com.cn/exchange/partners/82/rss/channel/cn/columns/ma7abu/stories/WS63e5ed06a3102ada8b22e7d0.html,交叉印证预制菜热,7,平台自披露,同比,7天,水平值,2023-02-16,
新消费,美团春节前6天多人堂食套餐订单同比,53,%,美团（央视网转引）,新春消费旺,2023-01-28,C,https://news.cctv.com/2023/01/28/ARTIiRwRmntHZM4IUPue2tZh230128.shtml,上海堂食+200%,7,平台自披露,同比,7天,水平值,2023-02-16,
