主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
景区目的地,新疆接待游客,1511.08,万人次,全国总量,2023-09-29至2023-10-06,8天,新疆文旅厅口径,城市消费,官方总量,实际,较2019,8,水平值,2023-10-20,,新疆自治区文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,较2019+9.61%
景区目的地,新疆旅游收入,209.11,亿元,全国总量,2023-09-29至2023-10-06,8天,新疆文旅厅口径,城市消费,官方总量,实际,较2019,8,水平值,2023-10-20,,新疆自治区文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,较2019+7.86%
景区目的地,浙江全省接待游客,4372.4,万人次,全国总量,2023-09-29至2023-10-06,8天,浙江文旅厅口径,城市消费,官方总量,实际,无,8,水平值,2023-10-20,,浙江省文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,创历史同期新高；收入486.4亿
景区目的地,浙江全省旅游收入,486.4,亿元,全国总量,2023-09-29至2023-10-06,8天,浙江文旅厅口径,城市消费,官方总量,实际,无,8,水平值,2023-10-20,,浙江省文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,人均消费1113元
游客画像,90后占出境游订单比例,约30,%,%占比,2023-09-29至2023-10-06,8天,携程平台口径,平台订单,平台自披露,实际,无,8,水平值,2023-10-20,,携程,十一游武汉/总结报告,2023-10-08,C,https://district.ce.cn/newarea/roll/202310/08/t20231008_38739730.shtml,90后占比近三成；平台自身口径非全市场
游客画像,乡村旅游人群中90后占比,30,%,%占比,2023-09-29至2023-10-06,8天,携程平台口径,平台订单,平台自披露,实际,无,8,水平值,2023-10-20,,携程,十一游武汉/总结报告,2023-10-08,C,https://district.ce.cn/newarea/roll/202310/08/t20231008_38739730.shtml,增长最快人群；平台自身口径
游客画像,国内游订单年龄主力(长线游为主),24-33,岁,水平(区间),2023-09-29至2023-10-06,8天,证券时报口径,平台订单,待核,实际,无,8,水平值,2023-10-20,,证券时报,8天超长假期来了,2023-09,C,https://stcn.com/article/detail/983244.html,上班白领群体；平台抽样口径
热门新消费,2023国庆档电影票房,27.34,亿元,全国总量,2023-09-29至2023-10-06,8天,国家电影局口径,电影,官方总量,实际,无,8,水平值,2023-10-20,,国家电影局,央视网,2023-10-09,A,https://big5.cctv.com/gate/big5/news.cctv.cn/2023/10/09/ARTIZbBHNKbOzhQ6i2V1cwx9231009.shtml,观影6510万人次
热门新消费,全国营业性演出场次(假期),44237,场,全国总量,2023-09-29至2023-10-06,8天,中国演出行业协会口径,演出,行业协会计,实际,较2019,8,水平值,2023-10-20,,中国演出行业协会,中消协双节消费维权报告,2023-10-20,C,https://www.cnr.cn/food/jdt/20231020/t20231020_526458079.shtml,较2019+48.95%
热门新消费,全国营业性演出票房收入,20.05,亿元,全国总量,2023-09-29至2023-10-06,8天,中国演出行业协会口径,演出,行业协会计,实际,较2019,8,水平值,2023-10-20,,中国演出行业协会,中消协双节消费维权报告,2023-10-20,C,https://www.cnr.cn/food/jdt/20231020/t20231020_526458079.shtml,较2019+82.60%
热门新消费,全国营业性演出观众人数,1180.35,万人次,全国总量,2023-09-29至2023-10-06,8天,中国演出行业协会口径,演出,行业协会计,实际,较2019,8,水平值,2023-10-20,,中国演出行业协会,中消协双节消费维权报告,2023-10-20,C,https://www.cnr.cn/food/jdt/20231020/t20231020_526458079.shtml,较2019+61.06%
热门新消费,国庆假期全国音乐节场次,60,场,水平(计数),2023-09-29至2023-10-06,8天,业内统计口径(中国网旅游),演出,待核,实际,无,8,水平值,2023-10-20,,业内统计(中国网旅游),双节成绩单,2023-10-07,C,https://travel.china.com.cn/txt/2023-10/07/content_116728198.shtml,不完全统计60多场
热门新消费,携程City walk搜索量同比增长,700,%,%增长,2023-09-29至2023-10-06,8天,携程平台口径,平台订单,平台自披露,实际,同比,8,水平值,2023-10-20,,携程,多地晒长假成绩单(中新网),2023-10-08,C,https://news.hubeidaily.net/pc/c_1853757.html,City walk入选；平台自身口径
热门新消费,杭州因亚运旅游订单同比增长,279,%,%增长,2023-09-29至2023-10-06,8天,杭州文旅局口径(中消协转引),平台订单,官方总量,实际,同比,8,水平值,2023-10-20,,杭州市文化广电旅游局(中消协转引),中消协双节消费维权报告,2023-10-20,C,https://www.cnr.cn/food/jdt/20231020/t20231020_526458079.shtml,亚运经济入选
跨年可比,2022国庆7天国内旅游出游人数,4.22,亿人次,全国总量,2022-10-01至2022-10-07,7天,文旅部7天口径,旅游总花费,官方总量,实际,较2019,7,水平值,2023-10-20,,文化和旅游部,2022年国庆节假期文化和旅游市场情况,2022-10-07,A,https://mct.gov.cn/whzx/whyw/202210/t20221007_936291.htm,同比-18.2%/恢复至2019的60.7%
跨年可比,2022国庆7天国内旅游收入,2872.1,亿元,全国总量,2022-10-01至2022-10-07,7天,文旅部7天口径,旅游总花费,官方总量,实际,较2019,7,水平值,2023-10-20,,文化和旅游部,2022年国庆节假期文化和旅游市场情况,2022-10-07,A,https://mct.gov.cn/whzx/whyw/202210/t20221007_936291.htm,同比-26.2%/恢复44.2%
跨年可比,2022国庆日均出游人次(推算=4.22/7),0.603,亿人次/天,日均量,2022-10-01至2022-10-07,7天,推算口径,旅游总花费,测算,推算,无,7,水平值,2023-10-20,,推算(基于文旅部数据),2022年国庆节假期文化和旅游市场情况,2022-10-07,D,https://mct.gov.cn/whzx/whyw/202210/t20221007_936291.htm,
跨年可比,2022国庆日均旅游收入(推算=2872.1/7),410.30,亿元/天,日均量,2022-10-01至2022-10-07,7天,推算口径,旅游总花费,测算,推算,无,7,水平值,2023-10-20,,推算(基于文旅部数据),2022年国庆节假期文化和旅游市场情况,2022-10-07,D,https://mct.gov.cn/whzx/whyw/202210/t20221007_936291.htm,
跨年可比,2023五一5天国内旅游出游人数,2.74,亿人次,全国总量,2023-04-29至2023-05-03,5天,文旅部5天口径,旅游总花费,官方总量,实际,较2019,5,水平值,2023-10-20,,文化和旅游部,2023年五一假期文化和旅游市场情况,2023-05-03,A,https://mct.gov.cn/whzx/whyw/202305/t20230503_943504.htm,同比+70.83%/恢复119.09%
跨年可比,2023五一5天国内旅游收入,1480.56,亿元,全国总量,2023-04-29至2023-05-03,5天,文旅部5天口径,旅游总花费,官方总量,实际,较2019,5,水平值,2023-10-20,,文化和旅游部,2023年五一假期文化和旅游市场情况,2023-05-03,A,https://mct.gov.cn/whzx/whyw/202305/t20230503_943504.htm,同比+128.90%/恢复100.66%
跨年可比,2023十一vs2022国庆 per-day出游增速(推算),71.2,%,%增长,2023vs2022,8天vs7天,推算口径,旅游总花费,测算,推算,较2022,8,水平值,2023-10-20,,推算(基于文旅部数据),假期文化和旅游市场情况,2023-10-06,D,https://www.mct.gov.cn/whzx/whyw/202310/t20231006_947726.htm,与文旅部可比口径+71.3%一致
跨年可比,2023十一vs2022国庆 per-day收入增速(推算),129.5,%,%增长,2023vs2022,8天vs7天,推算口径,旅游总花费,测算,推算,较2022,8,水平值,2023-10-20,,推算(基于文旅部数据),假期文化和旅游市场情况,2023-10-06,D,https://www.mct.gov.cn/whzx/whyw/202310/t20231006_947726.htm,与文旅部可比口径+129.5%一致
跨年可比,2023十一日均出游人次(推算=8.26/8),1.0325,亿人次/天,日均量,2023-09-29至2023-10-06,8天,推算口径,旅游总花费,测算,推算,无,8,水平值,2023-10-20,,推算(基于文旅部数据),假期文化和旅游市场情况,2023-10-06,D,https://www.mct.gov.cn/whzx/whyw/202310/t20231006_947726.htm,跨年对比须用per-day折算
跨年可比,2023十一日均旅游收入(推算=7534.3/8),941.79,亿元/天,日均量,2023-09-29至2023-10-06,8天,推算口径,旅游总花费,测算,推算,无,8,水平值,2023-10-20,,推算(基于文旅部数据),假期文化和旅游市场情况,2023-10-06,D,https://www.mct.gov.cn/whzx/whyw/202310/t20231006_947726.htm,
跨年可比,2023端午3天国内旅游出游人数,1.06,亿人次,全国总量,2023-06-22至2023-06-24,3天,文旅部3天口径,旅游总花费,官方总量,实际,较2019,3,水平值,2023-10-20,,文化和旅游部,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://www.gov.cn/lianbo/bumen/202306/content_6888420.htm,同比+32.3%/恢复112.8%
跨年可比,2023端午3天国内旅游收入,373.10,亿元,全国总量,2023-06-22至2023-06-24,3天,文旅部3天口径,旅游总花费,官方总量,实际,较2019,3,水平值,2023-10-20,,文化和旅游部,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://www.gov.cn/lianbo/bumen/202306/content_6888420.htm,同比+44.5%/恢复94.9%
酒店,中档和经济型酒店国庆RevPAR累计指数(较2019),112,指数,指数(2019=100),2023-01至2023-06(累计),上半年累计,时代财经口径,酒店经营,券商研究,实际,较2019,8,水平值,2023-10-20,,时代财经,2023酒店回暖报告,2023-10,C,https://www.tfcaijing.com/article/page/45566c4a795779416a367537777749734161355459513d3d,回升幅度领先其他级别
酒店,中金研究双节周度RevPAR同比,70.5,%,%增长,2023-10-01至2023-10-07,周,中金研究口径,酒店经营,券商研究,实际,同比,8,水平值,2023-10-20,,中金研究(格隆汇转引),三季度经济动能环比改善,2023-10,C,https://gelonghui.com/p/653809,RevPAR428元/ADR环比+21%/OCC环比+8.3ppt
酒店,内地酒店ADR峰值(10.2),1073.13,元,元(单价),2023-10-02,单日,STR口径(Hotel-Online),酒店经营,券商研究,实际,无,8,水平值,2023-10-20,,STR(经Hotel-Online发布),China Hotel Performance...,2023-10,C,https://www.hotel-online.com/press_releases/release/china-hotel-performance-jumped-during-eight-day-long-golden-week/,休闲驱动市场峰值
酒店,内地酒店ADR较2019同期,42.6,%,%增长,2023-09-29至2023-10-06,8天,STR口径(Hotel-Online),酒店经营,券商研究,实际,较2019,8,水平值,2023-10-20,,STR(经Hotel-Online发布),China Hotel Performance...,2023-10,C,https://www.hotel-online.com/press_releases/release/china-hotel-performance-jumped-during-eight-day-long-golden-week/,
酒店,"内地酒店RevPAR(全国,休闲市场10.2)",682.52,元,元(单房收益),2023-10-02,单日,STR口径(Hotel-Online),酒店经营,券商研究,实际,无,8,水平值,2023-10-20,,STR(经Hotel-Online发布),China Hotel Performance...,2023-10,C,https://www.hotel-online.com/press_releases/release/china-hotel-performance-jumped-during-eight-day-long-golden-week/,全国RevPAR已超2019
酒店,内地酒店RevPAR较2019同期,12.3,%,%增长,2023-09-29至2023-10-06,8天,STR口径(Hotel-Online),酒店经营,券商研究,实际,较2019,8,水平值,2023-10-20,,STR(经Hotel-Online发布),China Hotel Performance...,2023-10,C,https://www.hotel-online.com/press_releases/release/china-hotel-performance-jumped-during-eight-day-long-golden-week/,
酒店,内地酒店入住率同比(较2022),35.0,%,%增长,2023-09-29至2023-10-06,8天,STR口径(Hotel-Online),酒店经营,券商研究,实际,同比2022,8,水平值,2023-10-20,,STR(经Hotel-Online发布),China Hotel Performance...,2023-10,C,https://www.hotel-online.com/press_releases/release/china-hotel-performance-jumped-during-eight-day-long-golden-week/,2022为疫情管控年，低基数
酒店,内地酒店入住率峰值(10.2),83.1,%,%占比,2023-10-02,单日,STR口径(Hotel-Online),酒店经营,券商研究,实际,无,8,水平值,2023-10-20,,STR(经Hotel-Online发布),China Hotel Performance...,2023-10,C,https://www.hotel-online.com/press_releases/release/china-hotel-performance-jumped-during-eight-day-long-golden-week/,
酒店,内地酒店平均入住率(8天),65.1,%,%占比,2023-09-29至2023-10-06,8天,STR口径(Hotel-Online),酒店经营,券商研究,实际,无,8,水平值,2023-10-20,,STR(经Hotel-Online发布),China Hotel Performance Jumped During Eight-Day-Long Golden Week,2023-10,C,https://www.hotel-online.com/press_releases/release/china-hotel-performance-jumped-during-eight-day-long-golden-week/,峰值83.1%(10.2)；第三方研究口径
酒店,北京酒店预订量同比增长,540,%,%增长,2023-09-29至2023-10-06,8天,携程/证券时报口径,酒店经营,平台自披露,实际,同比,8,水平值,2023-10-20,,携程/证券时报,8天超长假期来了,2023-09,C,https://stcn.com/article/detail/983244.html,北京+5.4倍；平台自身口径
酒店,国内热门城市酒店预订量较2019同期增长,514,%,%增长,2023-09-29至2023-10-06,8天,去哪儿/证券时报口径,酒店经营,平台自披露,实际,较2019,8,水平值,2023-10-20,,去哪儿/证券时报,8天超长假期来了,2023-09,C,https://stcn.com/article/detail/983244.html,截至9.15 同比2019+514%；平台自身口径
酒店,国庆假期国内机票人均客单价,1293,元,元(单价),2023-09-29至2023-10-06,8天,携程平台口径,平台订单,平台自披露,实际,无,8,水平值,2023-10-20,,携程,车票抢光酒店猛涨,2023-09,C,https://www.toutiao.com/article/7278698804420444727/,较暑期+两成；平台自身口径
酒店,旅智科技酒店平均入住率,58.4,%,%占比,2023-09-29至2023-10-06,8天,旅智科技口径,酒店经营,行业协会计,实际,无,8,水平值,2023-10-20,无公开URL,旅智科技,2023国庆超级黄金周中国住宿业经营报告,2023-10-13,D,无公开URL(替代验证路径：旅智科技官方报告/行业媒体转引),平均房价266.8元/单房收益155.8元/较去年+155%
酒店,旅智科技酒店平均单房收益,155.8,元,元(单房收益),2023-09-29至2023-10-06,8天,旅智科技口径,酒店经营,行业协会计,实际,无,8,水平值,2023-10-20,无公开URL,旅智科技,2023国庆超级黄金周中国住宿业经营报告,2023-10-13,D,无公开URL(替代验证路径：旅智科技官方报告/行业媒体转引),
酒店,旅智科技酒店平均房价,266.8,元,元(单价),2023-09-29至2023-10-06,8天,旅智科技口径,酒店经营,行业协会计,实际,无,8,水平值,2023-10-20,无公开URL,旅智科技,2023国庆超级黄金周中国住宿业经营报告,2023-10-13,D,无公开URL(替代验证路径：旅智科技官方报告/行业媒体转引),民宿平均入住率66.3%/房价489.5/单房收益324.5，较去年+150%
酒店,时代财经国庆内地酒店RevPAR指数(较2019),112,指数,指数(2019=100),2023-09-29至2023-10-06,8天,时代财经口径,酒店经营,券商研究,实际,较2019,8,水平值,2023-10-20,,时代财经,2023酒店回暖报告,2023-10,C,https://www.tfcaijing.com/article/page/45566c4a795779416a367537777749734161355459513d3d,
酒店,时代财经国庆内地酒店入住率指数(较2019),97,指数,指数(2019=100),2023-09-29至2023-10-06,8天,时代财经口径,酒店经营,券商研究,实际,较2019,8,水平值,2023-10-20,,时代财经,2023酒店回暖报告,2023-10,C,https://www.tfcaijing.com/article/page/45566c4a795779416a367537777749734161355459513d3d,入住率仍低于2019
酒店,时代财经国庆内地酒店平均房价指数(较2019),116,指数,指数(2019=100),2023-09-29至2023-10-06,8天,时代财经口径,酒店经营,券商研究,实际,较2019,8,水平值,2023-10-20,,时代财经,2023酒店回暖报告,2023-10,C,https://www.tfcaijing.com/article/page/45566c4a795779416a367537777749734161355459513d3d,房价指数超2019
酒店,杭州酒店预订量同比增长(9.23-10.8),480,%,%增长,2023-09-29至2023-10-06,8天,携程/证券时报口径,酒店经营,平台自披露,实际,同比,8,水平值,2023-10-20,,携程/证券时报,8天超长假期来了,2023-09,C,https://stcn.com/article/detail/983244.html,杭州+4.8倍；平台自身口径
酒店,杭州酒店预订量同比增长(携程口径),800,%,%增长,2023-09-29至2023-10-06,8天,携程平台口径,酒店经营,平台自披露,实际,同比,8,水平值,2023-10-20,,携程,加长版黄金周/央视,2023-09-27,C,https://jingji.cctv.cn/2023/09/27/ARTIgoVDGX50S1NM0TeKRJMb230927.shtml,同比+8倍；平台自身口径
酒店,首旅双节不含轻管理RevPAR恢复至2019同期,119,%,指数(2019=100),2023-09-29至2023-10-06,8天,中金研究口径,酒店经营,券商研究,实际,较2019,8,水平值,2023-10-20,,中金研究(格隆汇转引),三季度经济动能环比改善,2023-10,C,https://gelonghui.com/p/653809,亚朵/华住恢复至19年国庆7天120-125%
预测台账,2024元旦假期国内旅游出游人次(预测),1.35,亿人次,全国总量,2023-12-30至2024-01-01(预测),3天(预测),预测口径,旅游总花费,测算,预计,无,3,水平值,2023-10-20,预判待回填,本期前瞻预测,纵向延续与前瞻模块,2023-10-20,D,,"预测ID=2024元旦-F03；中心值1.35亿，区间[1.20,1.50]亿，置信度中低；2023元旦3天出游0.52亿为低基数；待实测回填"
