主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
总体,2023国内旅游出游人次,3.08,亿人次,水平值,2023-01-21~2023-01-27,7天,春节7天口径v1.0,官方总量,官方总量,实际,无(水平值),7,水平值,2026-08-21,历史基线,文化和旅游部(新华社转引),2023年春节假期文化和旅游市场情况,2023-01-27,A,https://www.gov.cn/xinwen/2023-01/27/content_5738861.htm,同比+23.1%;恢复至2019同期88.6%
总体,2023国内游客出游总花费,3758.43,亿元,水平值,2023-01-21~2023-01-27,7天,春节7天口径v1.0,官方总量,官方总量,实际,无(水平值),7,水平值,2026-08-21,历史基线,文化和旅游部,2023年春节假期文化和旅游市场情况,2023-01-27,A,https://www.mct.gov.cn/whzx/whyw/202301/t20230127_938781.htm,同比+30%;恢复至2019同期73.1%
总体,2024五一国内出游人次(预测),2.9,亿人次,水平值,2024-05-01~2024-05-05,5天,预测口径,测算,测算,预计,无(水平值),5,区间,2026-08-21,预判待回填,本报告预测(基于2023五一2.74亿+春节恢复外推),预测台账,2024-02-20,D,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,预测ID=2024春节-F01;中心值2.9亿，区间2.8-3.0亿，置信度中;口径效应提示:5天vs2023同期5天
总体,2024全年出境游人次恢复度(预测),90,%,水平值,2024-01-01~2024-12-31,全年,预测口径,测算,测算,预计,较2019,365,区间,2026-08-21,预判待回填,本报告预测(基于春节边检恢复近九成),预测台账,2024-02-20,D,https://nia.gov.cn/n897453/c1631883/content.html,预测ID=2024春节-F03;中心值恢复至2019的90%，区间85-95%，置信度中;免签扩容是上行动力
总体,2024全年国内旅游人次(预测),60,亿人次,水平值,2024-01-01~2024-12-31,全年,预测口径,测算,测算,预计,无(水平值),365,区间,2026-08-21,预判待回填,本报告预测(基于春节恢复率外推),预测台账,2024-02-20,D,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,预测ID=2024春节-F02;中心值60亿，区间58-62亿，置信度中低;2023全年48.9亿为参照
总体,人均出游花费(测算),1335,元,人均trip,2024-02-10~2024-02-17,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,中信证券(据文旅部数据测算),春节假期旅游市场消费火热 高景气度持续验证,2024-02-19,D,https://finance.sina.com.cn/stock/hkstock/ggscyd/2024-02-19/doc-inaiprfr2827141.shtml,测算值=总花费6326.87亿/出游4.74亿;D级推算，与实测分栏
总体,人均出游花费同比(测算),9.4,%,增长率,2024-02-10~2024-02-17,8天,春节8天口径v1.0,测算,测算,推算,同比,8,水平值,2026-08-21,推算,测算值(=1335/1220-1),本报告推算,2026-08-21,D,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,2023人均约1220元;2024约1335元;D级推算
总体,入出境旅游人数,683,万人次,水平值,2024-02-10~2024-02-17,8天,春节8天口径v1.0,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,文化和旅游部,春节假期文化和旅游市场安全繁荣有序,2024-02-18,A,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,出境约360万;入境约323万;与边检1351.7万口径不同
总体,出游人次日均(测算),0.59,亿人次/天,日度,2024-02-10~2024-02-17,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,=4.74/8天;D级推算;2023年7天日均0.44亿/天
总体,出游人次日均(测算·2023),0.44,亿人次/天,日度,2023-01-21~2023-01-27,7天,春节7天口径v1.0,测算,测算,推算,无(水平值),7,水平值,2026-08-21,推算,测算值(2023文旅部数据派生),本报告推算,2026-08-21,D,https://www.gov.cn/xinwen/2023-01/27/content_5738861.htm,=3.08/7;D级推算
总体,出游人次日均(测算·2024),0.59,亿人次/天,日度,2024-02-10~2024-02-17,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,测算值(文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,=4.74/8;D级推算
总体,出游人次日均同比(测算),34.7,%,增长率,2024-02-10~2024-02-17,8天,春节8天口径v1.0,测算,测算,推算,同比,8,水平值,2026-08-21,推算,测算值(跨年per-day折算),本报告推算,2026-08-21,D,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,=(0.59-0.44)/0.44;D级推算;与官方同比+34.3%基本一致
总体,出游总花费日均(测算),790.86,亿元/天,日度,2024-02-10~2024-02-17,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,=6326.87/8天;D级推算;2023年7天日均536.9亿/天
总体,出游总花费日均同比(测算),47.3,%,增长率,2024-02-10~2024-02-17,8天,春节8天口径v1.0,测算,测算,推算,同比,8,水平值,2026-08-21,推算,测算值(跨年per-day折算),本报告推算,2026-08-21,D,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,=(790.9-536.9)/536.9;D级推算;与官方一致
总体,国内旅游出游人次,4.74,亿人次,水平值,2024-02-10~2024-02-17,8天,春节8天口径v1.0,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,文化和旅游部数据中心,春节假期文化和旅游市场安全繁荣有序,2024-02-18,A,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,同比+34.3%为官方已折算口径(2023年7天→8天);较2019按可比口径+19.0%
总体,国内游客出游总花费,6326.87,亿元,水平值,2024-02-10~2024-02-17,8天,春节8天口径v1.0,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,文化和旅游部数据中心,春节假期文化和旅游市场安全繁荣有序,2024-02-18,A,https://www.mct.gov.cn:10443/whzx/whyw/202402/t20240218_951325.htm,同比+47.3%;按可比口径较2019同期+7.7%;与社零口径分列不可相加
政策宏观,2023春节档电影票房,67.58,亿元,水平值,2023-01-21~2023-01-27,7天,国家电影局口径,官方总量,官方总量,实际,无(水平值),7,水平值,2026-08-21,历史基线,国家电影局(央视网转引),新春消费旺,2023-01-28,B,https://news.cctv.com/2023/01/28/ARTIiRwRmntHZM4IUPue2tZh230128.shtml,影史第二
政策宏观,2024全年入境旅游人次(预测),1.3,亿人次,水平值,2024-01-01~2024-12-31,全年,预测口径,测算,测算,预计,无(水平值),365,区间,2026-08-21,预判待回填,本报告预测(免签扩容+China Travel热度),预测台账,2024-02-20,D,https://big5.www.gov.cn/gate/big5/www.gov.cn/yaowen/liebiao/202402/content_6931850.htm,预测ID=2024春节-F06;中心值1.3亿，区间1.2-1.4亿，置信度中低;2023入境游客约8200万为参照
政策宏观,上海外来消费金额,155.5,亿元,水平值,2024-02-09~2024-02-16,8天,上海市商务委口径,官方总量,官方总量,实际,同比,8,增长率,2026-08-21,,上海市商务委(央视网),春节假日旅游市场热度强劲攀升,2024-02-18,B,https://big5.cctv.com/gate/big5/news.cctv.cn/2024/02/18/ARTIkKYNdcUN8FOrfmhdb3VF240218.shtml,外来消费1445.8万人次;较去年+21.6%(额)/+41.8%(次)
政策宏观,上海春节线上线下消费金额,569,亿元,水平值,2024-02-09~2024-02-16,8天,上海市商务委口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,上海市商务委(央视网),春节假日旅游市场热度强劲攀升,2024-02-18,B,https://big5.cctv.com/gate/big5/news.cctv.cn/2024/02/18/ARTIkKYNdcUN8FOrfmhdb3VF240218.shtml,除夕到初七8天
政策宏观,互免签证国家数量,23,个,水平值,2024-02-10~2024-02-17,8天,外交部口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,中国政府网(引述),中外游客带旺出入境流量,2024-02-18,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/yaowen/liebiao/202402/content_6931850.htm,与中国全面互免签证国家增至23个
政策宏观,全国服务消费相关行业日均销售收入同比,52.3,%,增长率,2024-02-10~2024-02-17,8天,国家税务总局增值税发票口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,国家税务总局(央视网),春节消费市场热辣滚烫,2024-02-20,A,https://big5.cctv.com/gate/big5/news.cctv.com/2024/02/20/ARTIDZpZfsusSaFff746vWIJ240220.shtml,初一至初八;旅游/住宿/餐饮服务消费快速增长
政策宏观,全国示范步行街客流量/营业额同比,32.9/36.1,%,复合,2024-02-10~2024-02-17,8天,商务部商务大数据监测,官方总量,官方总量,实际,同比,8,复合值,2026-08-21,,商务部,消费市场实现良好开局,2024-02-22,A,https://cif.mofcom.gov.cn/newsite/html/shanxi/html/6004/2024/2/23/1708675100991.html,全国示范步行街
政策宏观,全国重点零售和餐饮企业销售额同比,8.5,%,增长率,2024-02-10~2024-02-17,8天,商务部商务大数据监测口径,官方重点监测,官方重点监测,实际,同比,8,水平值,2026-08-21,,商务部,消费市场实现良好开局(例行发布会),2024-02-22,A,https://cif.mofcom.gov.cn/newsite/html/shanxi/html/6004/2024/2/23/1708675100991.html,按可比口径;与旅游总花费口径不同不可相加
政策宏观,农村网络零售额同比,16.1,%,增长率,2024-02-10~2024-02-17,8天,商务部商务大数据监测,官方重点监测,官方重点监测,实际,同比,8,水平值,2026-08-21,,商务部,消费市场实现良好开局,2024-02-22,A,https://cif.mofcom.gov.cn/newsite/html/shanxi/html/6004/2024/2/23/1708675100991.html,农村餐饮/旅游/农产品消费升温
政策宏观,天津重点监测商贸企业销售额,20.9,亿元,水平值,2024-02-10~2024-02-17,8天,天津市商务局监测口径,官方总量,官方总量,实际,同比,8,增长率,2026-08-21,,天津市商务局(央视网),春节消费市场热辣滚烫,2024-02-20,B,https://big5.cctv.com/gate/big5/news.cctv.com/2024/02/20/ARTIDZpZfsusSaFff746vWIJ240220.shtml,473家商贸流通企业;同比+11.2%
政策宏观,春节档单片票房前四,27.18/23.98/13.89/13.4,亿元,复合,2024-02-10~2024-02-17,8天,国家电影局口径,官方总量,官方总量,实际,无(水平值),8,复合值,2026-08-21,,国家电影局(人民网/中国电影报),2024春节档电影成绩单,2024-02-18,A,https://ent-app.people.cn/n1/2024/0218/c1012-40178733.html,热辣滚烫27.18/飞驰人生2为23.98/熊出没逆转时空13.89/第二十条13.4
政策宏观,春节档电影票房,80.16,亿元,水平值,2024-02-10~2024-02-17,8天,国家电影局口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,国家电影局(人民网),春节档电影票房超80亿元,2024-02-18,A,https://paper.people.com.cn/rmrbwap/html/2024-02/19/nw.D110000renmrb_20240219_3-01.htm,较2023春节档+18.47%;观影人次1.63亿(+26.36%);创同档期新纪录
政策宏观,春节档电影票房,80.16,亿元,水平值,2024-02-10~2024-02-17,8天,国家电影局口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,国家电影局(人民网),春节档电影票房超80亿元,2024-02-18,A,https://paper.people.com.cn/rmrbwap/html/2024-02/19/nw.D110000renmrb_20240219_3-01.htm,较2023+18.47%;观影1.63亿;创历史新高
政策宏观,春节档观影人次,1.63,亿人次,水平值,2024-02-10~2024-02-17,8天,国家电影局口径,官方总量,官方总量,实际,同比,8,增长率,2026-08-21,,国家电影局(人民网),春节档电影票房超80亿元,2024-02-18,A,https://paper.people.com.cn/rmrbwap/html/2024-02/19/nw.D110000renmrb_20240219_3-01.htm,较2023+26.36%
政策宏观,海南离岛免税购物金额,24.89,亿元,水平值,2024-02-10~2024-02-17,8天,海口海关口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,海口海关(央视/央广网转引),海南春节假期离岛免税购物金额,2024-02-19,B,https://news.cnr.cn/native/gd/20240219/t20240219_526599054.shtml,购物29.77万人次;人均消费8358元
政策宏观,网上年货节网络零售额,11860.2,亿元,水平值,2024-01-17~2024-02-17,一个月,商务部重点电商平台监测口径,官方重点监测,官方重点监测,实际,无(水平值),8,水平值,2026-08-21,,商务部(央视/央广网转引),2024全国网上年货节收官,2024-02-19,A,https://news.cnr.cn/native/gd/20240219/t20240219_526599054.shtml,活动期间全国网络零售额约1.2万亿，较去年日均+9%
政策宏观,重点监测电商平台即时零售销售额同比,32.2,%,增长率,2024-02-10~2024-02-17,8天,商务部商务大数据监测口径,官方重点监测,官方重点监测,实际,同比,8,水平值,2026-08-21,,商务部,消费市场实现良好开局,2024-02-22,A,https://cif.mofcom.gov.cn/newsite/html/shanxi/html/6004/2024/2/23/1708675100991.html,部分大型连锁超市绿色有机食品+近20%
政策宏观,重点监测餐饮企业销售额同比,17,%,增长率,2024-02-10~2024-02-17,8天,商务部商务大数据监测口径,官方重点监测,官方重点监测,实际,同比,8,水平值,2026-08-21,,商务部,消费市场实现良好开局,2024-02-22,A,https://cif.mofcom.gov.cn/newsite/html/shanxi/html/6004/2024/2/23/1708675100991.html,约+17%
政策宏观,金银珠宝/体育娱乐用品/通讯器材销售额同比,23.8/15.6/10.4,%,复合,2024-02-10~2024-02-17,8天,商务部商务大数据监测口径,官方重点监测,官方重点监测,实际,同比,8,复合值,2026-08-21,,商务部,消费市场实现良好开局,2024-02-22,A,https://cif.mofcom.gov.cn/newsite/html/shanxi/html/6004/2024/2/23/1708675100991.html,重点监测零售企业分品类
政策宏观,除夕至初八日均网络支付交易金额,1.25,万亿元/天,日度,2024-02-09~2024-02-17,9天,中国人民银行网联/银联口径,官方总量,官方总量,实际,同比,9,增长率,2026-08-21,,中国人民银行(中国政府网),春节期间我国日均网络支付交易1.25万亿元,2024-02-18,A,https://www.gov.cn/lianbo/bumen/202402/content_6931753.htm,日均26.3亿笔;较去年春节日均+18.6%(笔)/+8.0%(额)
新消费,冰雪游产品订单同比,1000,%,增长率,2024-02-10~2024-02-17,8天,携程自披露口径,平台自披露,平台自披露,实际,同比,8,增长率,2026-08-21,,携程(同花顺转引),携程春节旅行报告,2024-02-19,C,https://wap.stockstar.com/detail/SS2024021900017770,超10倍;哈尔滨/长春/北京/沈阳热门，客源主要来自南方城市
新消费,出境游总花费,本期暂无权威公开数据,,定性,2024-02-10~2024-02-17,8天,缺口径,弱溯源,弱溯源,定性,无(水平值),8,定性,2026-08-21,无公开来源,无,无,2024,D,无,出境游总花费无权威披露;仅订单/人次代理指标;留缺口
新消费,县域智能家居(洗地机/洗碗机)销量同比,60,%,增长率,2024-02-10~2024-02-17,8天,央视转引商务部监测,官方重点监测,官方总量,实际,同比,8,水平值,2026-08-21,,商务部(央视转引),新闻联播春节消费报道,2024-02-18,B,https://news.cnr.cn/native/gd/20240219/t20240219_526599054.shtml,县域市场国产洗地机/洗碗机等智能家居销量+六成以上
新消费,数字人民币观影消费补贴,3000,万元,水平值,2024-02-10~2024-02-17,8天,中宣部电影局/人行口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,中宣部电影局(人民网),看电影过大年数字人民币优惠活动,2024-02-18,A,https://paper.people.com.cn/rmrbwap/html/2024-02/19/nw.D110000renmrb_20240219_3-01.htm,11家金融机构;满减/领券/数字红包
新消费,龙元素饰品/新中式服装鞋帽销量,翻倍增长,定性,定性,2024-02-10~2024-02-17,8天,央视转引商务部监测,官方重点监测,官方总量,实际,无(水平值),8,定性,2026-08-21,,商务部(央视/央广网转引),春节消费扩容提质升级明显,2024-02-19,B,https://news.cnr.cn/native/gd/20240219/t20240219_526599054.shtml,国潮/国韵/国货大放异彩;消费升级与平替并存
旅行社,定制游人均价格同比,20,%,增长率,2024-02-10~2024-02-17,8天,携程自披露口径,平台自披露,平台自披露,实际,同比,8,增长率,2026-08-21,,携程,2024龙年春节旅行报告,2024-02-17,C,"https://news.cnstock.com/news,bwkx-202402-5190266.htm",旅游消费升级;门票玩乐订单均价400元以上较去年翻倍
