主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
政策宏观,78个商圈客流/营业额（5.1-4）,+5.0%/+5.3%,%,商务部,五一假期消费数据,2026-05-05,A,https://big5.cctv.com/gate/big5/news.cctv.cn/2026/05/05/ARTItk0dGDwidyaoQYpWze1e260505.shtml,,5,官方总量,无(水平值),5天,复合值,2026-05-08,
政策宏观,重点平台跨省游客规模,+7.6,%,商务部,五一假期消费数据,2026-05-05,A,https://big5.cctv.com/gate/big5/news.cctv.cn/2026/05/05/ARTItk0dGDwidyaoQYpWze1e260505.shtml,800公里以上+20%；带动酒店住宿+18%,5,官方总量,无(水平值),5天,水平值,2026-05-08,
政策宏观,租车订单量,+21,%,商务部,五一假期消费数据,2026-05-05,A,https://sc.people.com.cn/BIG5/n2/2026/0506/c345167-41571880.html,跨城订单+67.6%,5,官方总量,无(水平值),5天,水平值,2026-05-08,
政策宏观,演出消费/五一档电影票房,+17.6%/超7亿,%/亿元,商务部,五一假期消费数据,2026-05-05,A,https://sc.people.com.cn/BIG5/n2/2026/0506/c345167-41571880.html,,5,官方总量,无(水平值),5天,复合值,2026-05-08,
政策宏观,消费品以旧换新带动销售额,6292.7,亿元,商务部,五一假期消费数据,2026-05-05,A,https://big5.cctv.com/gate/big5/news.cctv.cn/2026/05/05/ARTItk0dGDwidyaoQYpWze1e260505.shtml,惠及8620.4万；汽车213.2万/3423.9亿、家电3473.5万/1415.4亿、数码4933.7万/1453.4亿,5,官方总量,无(水平值),5天,水平值,2026-05-08,
酒店,受访住宿企业入住率/平均房价,+4.7%/-4.3%,%,中国饭店协会,住宿餐饮调研,2026-05,C,http://m.xfrb.com.cn/article/focus/11365971944237.html,,5,待核,无(水平值),5天,复合值,2026-05-08,
酒店,餐饮销售收入（增值税发票）,+31.4,%,国家税务总局,增值税发票数据,2026-05,A,http://m.xfrb.com.cn/article/focus/11365971944237.html,小吃+41.6%、酒吧茶馆+51.5%、正餐+26.8%、民宿+13.3%,5,官方总量,无(水平值),5天,水平值,2026-05-08,
酒店,受访餐饮企业客流/收入,+4.2%/+3.1%,%,中国烹饪协会,五一餐饮业调研,2026-05,C,https://www.cfsn.cn/news/detail/221/348982.html,,5,待核,无(水平值),5天,复合值,2026-05-08,
酒店,国内酒店热门目的地TOP10,上海等10城,城,携程,五一出游总结报告,2026-05-05,C,https://www.toutiao.com/article/7636395543769448998,上海、北京、成都、重庆、杭州、广州、深圳、西安、长沙、南京,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
酒店,小城酒店预订（定安/泸州/中山）,+8.7/+5.3/+4.3倍,倍,去哪儿,五一出游报告,2026-05,C,https://tidenews.com.cn/news.html?id=3437033,,5,平台自披露,无(水平值),5天,复合值,2026-05-08,
景区,洛阳景区订单量,+35,%,美团,五一消费观察,2026-05-06,C,https://finance.people.com.cn/BIG5/n1/2026/0508/c1004-40715445.html,20至30岁年轻群体占比近一半,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
景区,热门乐园/名人故居门票预订,+约50,%,飞猪,五一出行报告,2026-05,C,https://tidenews.com.cn/news.html?id=3437033,,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
目的地,全国边检查验出入境人员,1127.9,万人次,国家移民管理局,五一假期出入境,2026-05-06,A,https://www.news.cn/20260506/0d68043ef68c4e49bb437887421a7e6a/c.html,日均225.6万；同比+3.5%；单日峰值5月2日252.9万,5,待核,同比,5天,增长率,2026-05-08,
目的地,外国人入出境,125.5,万人次,国家移民管理局,五一假期出入境,2026-05-06,A,https://www.news.cn/20260506/0d68043ef68c4e49bb437887421a7e6a/c.html,同比+12.5%；免签入境43.6万（+14.7%）,5,待核,同比,5天,增长率,2026-05-08,
平台,飞猪出境一日及多日游商品,+50,%,飞猪/小红书,五一出行趋势报告,2026-05,C,https://epaper.stcn.com/con/202605/06/content_2921965.html,,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
平台,携程深度文化游人次,+52.3,%,携程,五一报告,2026-05,C,http://m.xfrb.com.cn/article/focus/11365971944237.html,,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
平台,抖音酒店宾馆团购销售额,+86,%,抖音生活服务,五一消费观察,2026-05-06,C,http://mrdx.cn/h5/mrdx/content/20260506/Articel01001NR.htm,康养+超五成；夜市/夜宵/烧烤+59%/57%/46%,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
平台,飞猪/小红书AI出行咨询量,+56,%,飞猪/小红书,五一出行趋势报告,2026-05,C,https://epaper.stcn.com/con/202605/06/content_2921965.html,美团AI管家查询+89%,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
平台,淘宝天猫XR设备/AI机器人销售额,+400%/+100,%,淘宝天猫,五一消费数据,2026-05-08,C,https://finance.people.com.cn/BIG5/n1/2026/0508/c1004-40715445.html,运动相机+400%、移动电源+70%,5,待核,无(水平值),5天,复合值,2026-05-08,
旅行社,途牛境内打包旅游产品,+10,%,途牛,五一消费趋势报告,2026-04,C,https://travel.gmw.cn/2026-04/20/content_38719445.htm,自驾游+50%、自由行+近20%,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
旅行社,众信旅游国内产品预订,+168,%,众信旅游,五一预订数据,2026-04-20,C,https://travel.gmw.cn/2026-04/20/content_38719445.htm,预计接待破2万人次,5,待核,无(水平值),5天,水平值,2026-05-08,预判待回填
旅行社,春假城市出游（丽水/永州等）,+超3倍,%,途牛,五一趋势报告,2026-04,C,https://travel.gmw.cn/2026-04/20/content_38719445.htm,,5,平台自披露,无(水平值),5天,增长率,2026-05-08,
新消费,赛事游（苏超带动淮扬菜订单）,+40,%,美团,五一消费观察（人民网）,2026-05-08,C,https://finance.people.com.cn/BIG5/n1/2026/0508/c1004-40715445.html,南京鸭血粉丝+30%、镇江三怪+203%,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
新消费,多城串游酒店订单（去哪儿）,+118,%,去哪儿,五一旅行报告,2026-04-30,C,https://finance.sina.com.cn/jjxw/2026-04-30/doc-inhwhraa6227413.shtml,国内自驾游+近六成,5,平台自披露,无(水平值),5天,水平值,2026-05-08,
新消费,县域游/奔县游,增长显著,-,人民日报/人民网,五一消费向新向优,2026-05-08,C,https://finance.people.com.cn/BIG5/n1/2026/0508/c1004-40715445.html,福建平潭、浙江安吉等案例,5,官方总量,无(水平值),5天,水平值,2026-05-08,
新消费,出境游订单（某聚合分析，弱溯源）,约-23,%,某聚合分析（弱溯源）,五一趋势分析,2026-05,D,https://ren.cz001.com.cn/index.php?c=Wap&m=detail&id=186557,弱溯源：与飞猪/同程/途牛等多家主流平台（长线出境+50%至翻倍）冲突，仅并列说明，不采为主口径,5,弱溯源,无(水平值),5天,增长率,2026-05-08,
