检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2025 十一 出入境,2026-08-28-R1,国庆中秋假期出入境人次 = 1634.3万人次,国家移民管理局,2025年国庆中秋出入境数据,2025,https://www.nia.gov.cn/News/news/content.jsp?id=1745873,移民局：2025国庆中秋出入境1634.3万人次(+11.5%),snapshots/国家移民管理局_国庆中秋假期出入境人次.html,L1,入库L1,R1,否
2025 十一 免签,2026-08-28-R1,国庆中秋免签入境外国人 = 53.5万人次,国家移民管理局,2025年国庆中秋出入境数据,2025,http://szb.nmgcb.com.cn/page/1/2025-10/10/01/2025101001_pdf.pdf,移民局：2025国庆中秋免签入境外国人53.5万人次(+46.8%),未存-URLError,L1,入库L1-快照未存,R1,否
2025 十一 河南,2026-08-28-R1,河南国庆中秋接待游客 = 8136.3万人次,河南省文化和旅游厅,河南省2025年国庆中秋文旅数据,2025,http://henan.people.com.cn/n2/2025/1009/c351638-41374698.html,河南文旅厅：2025国庆中秋接待游客8136.3万人次/收入539.1亿元,snapshots/河南省文化和旅游厅_河南国庆中秋接待游客.html,L1,入库L1,R1,否
2025 十一 广东,2026-08-28-R1,广东国庆中秋接待游客 = 6517.6万人次,广东省文化和旅游厅,广东省2025年国庆中秋文旅数据,2025,http://www.gd.gov.cn/gdywdt/bmdt/content/mpost_4781716.html,广东文旅厅：2025国庆中秋接待游客6517.6万人次(+11.5%),snapshots/广东省文化和旅游厅_广东国庆中秋接待游客.html,L1,入库L1,R1,否
2025 十一 江苏,2026-08-28-R1,江苏国庆中秋接待国内游客 = 6075.15万人次,江苏省文化和旅游厅,江苏省2025年国庆中秋文旅数据,2025,http://wlt.jiangsu.gov.cn/art/2025/10/23/art_48958_11661327.html,江苏文旅厅：2025国庆中秋接待游客6075.15万人次(+24.48%),未存-HTTPError,L1,入库L1-快照未存,R1,否
2025 十一 美团,2026-08-28-R1,美团假期出行订单量增速 = 30%,美团,美团2025国庆中秋数据,2025,http://www.news.cn/20251009/0e042dbb80284ab4a2c806c86f67ab96/c.html,美团：2025国庆中秋出行订单量+30%。平台自身口径,snapshots/美团_美团假期出行订单量增速.html,L1,入库L1,R1,否
2025 十一 携程 包车,2026-08-28-R1,携程出境包车订单量增速 = 120%,携程,携程2025国庆中秋双节旅游报告,2025,http://m.hibor.com.cn/wap_detail.aspx?id=3da90a2bd6d53ec6dd9f39e09a3d0766,携程：2025国庆中秋出境包车订单量+120%。平台自身口径,snapshots/携程_携程出境包车订单量增速.html,L1,入库L1,R1,否
2025 十一 夜游,2026-08-28-R1,携程'夜游'搜索热度环比增速 = 200%,携程,携程2025国庆中秋数据,2025,http://china.chinadaily.com.cn/a/202510/10/WS68e86169a310c4deea5eb8cc.html,携程：2025国庆中秋'夜游'搜索热度+200%。平台自身口径,snapshots/携程_携程'夜游'搜索热度环比增速.html,L1,入库L1,R1,否
2025 十一 同程 酒店,2026-08-28-R1,同程连住两天以上酒店预订热度增速 = 52%,同程旅行,同程2025国庆中秋数据,2025,http://news.youth.cn/sh/202510/t20251010_16281361.htm,同程：2025国庆中秋连住两天以上酒店预订热度+52%。平台自身口径,snapshots/同程旅行_同程连住两天以上酒店预订热度增速.html,L1,入库L1,R1,否
2025 十一 途家,2026-08-28-R1,途家音乐节城市民宿订单增速 = 210%,途家民宿,途家2025国庆中秋数据,2025,http://www.cnr.cn/lvyou/dj/20251009/t20251009_527389795.shtml,途家：2025国庆中秋音乐节城市民宿订单+2.1倍。平台自身口径,snapshots/途家民宿_途家音乐节城市民宿订单增速.html,L1,入库L1,R1,否
2025 十一 演出,2026-08-28-R1,国庆中秋线下演出观众人次 = 194万人次,中国演出行业协会,2025国庆中秋演出市场报告,2025,https://xapp.southcn.com/node_27c664f088/237d62408c.shtml,中国演出行业协会：2025国庆中秋线下演出观众约194万人次(+39.5%),snapshots/中国演出行业协会_国庆中秋线下演出观众人次.html,L1,入库L1,R1,否
2025 十一 演出 L2,2026-08-28-R1,'跟着演出去旅游'成新风尚：马鞍山葫芦果音乐节、泸州银河左岸音乐节带动当地酒店预订量增长2.6倍/2.1倍，'票根经济'兴起,央广网/去哪儿/途家,,,http://www.cnr.cn/lvyou/dj/20251009/t20251009_527389795.shtml,演出市场通过文旅融合与票根经济模式展现文化赋能经济价值,snapshots/央广网_去哪儿_途家_'跟着演出去旅游'成新风尚：马鞍.html,L2,入库L2,R1,否
2025 十一 县域 L2,2026-08-28-R1,县域及非一线城市旅游崛起：国内非一线城市高品质酒店预订热度+超90%，'县域黑马'目的地持续走热,同程旅行,,,http://news.youth.cn/sh/202510/t20251010_16281361.htm,一线城市客群下沉至三四线寻求高性价比，多向奔赴双向受益,snapshots/同程旅行_县域及非一线城市旅游崛起：国内非.html,L2,入库L2,R1,否
2025 十一 红色 L2,2026-08-28-R1,红色旅游景区创新展陈：江西井冈山、陕西延安等红色景区创新展陈方式和体验活动，红色旅游热度上升,文化和旅游部,,,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/jiaodianxinwen/202510/t20251009_962532.html,红色旅游与主题教育结合，创新展陈吸引游客,snapshots/文化和旅游部_红色旅游景区创新展陈：江西井冈山.html,L2,入库L2,R1,否
2025 十一 四川,2026-08-28-R1,四川国庆中秋接待游客 = 4734.15万人次,四川省文化和旅游厅,四川省2025年国庆中秋文旅数据,2025,https://cbgc.scol.com.cn/news/6826826,四川文旅厅：2025国庆中秋接待游客4734.15万人次(+8.32%),snapshots/四川省文化和旅游厅_四川国庆中秋接待游客.html,L1,入库L1,R1,否
2025 十一 湖南,2026-08-28-R1,湖南国庆中秋接待游客 = 3992.94万人次,湖南省文化和旅游厅,湖南省2025年国庆中秋文旅数据,2025,https://www.hunan.gov.cn/hnszf/zfsj/sjfb/202510/t20251009_33820569.html,湖南文旅厅：2025国庆中秋接待游客3992.94万人次(+19.35%),未存-URLError,L1,入库L1-快照未存,R1,否
2025 十一 沈阳,2026-08-28-R1,沈阳国庆中秋接待国内游客 = 1560.26万人次,沈阳市文化旅游和广播电视局,沈阳市2025年国庆中秋文旅数据,2025,https://whly.ln.gov.cn/whly/gsxw/2025101415492573345/,沈阳文旅广电局：2025国庆中秋接待游客1560.26万人次(+11.8%),snapshots/沈阳市文化旅游和广播电视_沈阳国庆中秋接待国内游客.html,L1,入库L1,R1,否
2025 十一 飞猪,2026-08-28-R1,飞猪国庆中秋客单价增速 = 14.6%,飞猪,飞猪2025国庆中秋出游快报,2025,http://news.bandao.cn/a/1759988218314447.html,飞猪：2025国庆中秋客单价+14.6%，95后占比最高。平台自身口径,snapshots/飞猪_飞猪国庆中秋客单价增速.html,L1,入库L1,R1,否
2025 十一 飞猪GMV,2026-08-28-R1,飞猪旅游服务履约GMV增速 = 48%,飞猪,飞猪2025国庆中秋出游快报,2025,http://m.toutiao.com/group/7559771585410761256/,飞猪：2025国庆中秋旅游服务履约GMV+48%、服务人次+30%。平台自身口径,snapshots/飞猪_飞猪旅游服务履约GMV增速.html,L1,入库L1,R1,否
2025 十一 去哪儿,2026-08-28-R1,去哪儿国庆中秋热门城市酒店预订 = 北京第一定性,去哪儿,去哪儿2025国庆中秋数据,2025,http://m.toutiao.com/group/7558848233095610920/,去哪儿：2025国庆中秋北京为境内酒店预订量最高城市。平台自身口径,snapshots/去哪儿_去哪儿国庆中秋热门城市酒店预订.html,L1,入库L1,R1,否
2025 十一 5A,2026-08-28-R1,四川18家5A级景区接待游客 = 522万人次,四川省文化和旅游厅,四川省2025年国庆中秋文旅数据,2025,https://local.cctv.com/2025/10/09/ARTITAvRyq3UO7iye4r8w6Kh251009.shtml,四川文旅厅：2025国庆中秋18家5A景区接待游客522万人次,snapshots/四川省文化和旅游厅_四川18家5A级景区接待游客.html,L1,入库L1,R1,否
2025 十一 同程 下沉,2026-08-28-R1,同程国内非一线城市高品质酒店预订热度增速 = 90%,同程旅行,同程2025国庆中秋数据,2025,http://news.youth.cn/sh/202510/t20251010_16281361.htm,同程：2025国庆中秋非一线城市高品质酒店预订热度+90%。平台自身口径,snapshots/同程旅行_同程国内非一线城市高品质酒店预订.html,L1,入库L1,R1,否
2025 十一 长途 L2,2026-08-28-R1,'分段式'出行常态化，长途游占比攀升：国内长线游订单占比较去年提升3个百分点，多目的地'串游'趋势明显,携程/飞猪,,,http://news.youth.cn/sh/202510/t20251010_16281361.htm,游客更注重体验，拒绝疲惫感，电梯索道助力无痛爬山,snapshots/携程_飞猪_'分段式'出行常态化，长途游占比.html,L2,入库L2,R1,否
2025 十一 小众 L2,2026-08-28-R1,小众目的地受捧：旅游渐别打卡时代，游客愿意为更好体验花钱，客单价提升14.6%,飞猪/南方+,,,https://www.nfnews.com/content/z6L5r7ewoe.html,多目的地串游趋势明显，松弛型出游景区门票订单上涨,snapshots/飞猪_南方+_小众目的地受捧：旅游渐别打卡时代.html,L2,入库L2,R1,否
2025 十一 招商 研报,2026-08-28-R1,国庆中秋旅游服务人次增速(研报) = 30%,招商证券,招商证券2025国庆假期旅游行业数据点评,2025,http://m.hibor.com.cn/wap_detail.aspx?id=3da90a2bd6d53ec6dd9f39e09a3d0766,招商证券：2025国庆中秋旅游服务人次+30%(引飞猪),snapshots/招商证券_国庆中秋旅游服务人次增速(研报).html,L1,入库L1,R1,否
2025 十一 招商 携程,2026-08-28-R1,携程国庆中秋长途游订单占比变化 = 3个百分点,招商证券,招商证券2025国庆假期旅游行业数据点评,2025,http://m.hibor.com.cn/wap_detail.aspx?id=3da90a2bd6d53ec6dd9f39e09a3d0766,招商证券：2025国庆中秋国内长线游订单占比+3pct(引携程),snapshots/招商证券_携程国庆中秋长途游订单占比变化.html,L1,入库L1,R1,否
2025 国庆 观影,2026-08-28-R1,国庆档观影人次 = 5007万人次,国家电影局,2025年国庆档电影数据,2025,https://m.huanqiu.com/article/4OelM7UqsGf,国家电影局：2025国庆档观影人次5007万,snapshots/国家电影局_国庆档观影人次.html,L1,入库L1,R1,否
2025 国庆 场次,2026-08-28-R1,国庆档放映总场次 = 314.66万场,国家电影局,2025年国庆档电影数据,2025,https://m.gmw.cn/2025-10/09/content_1304178079.htm,国家电影局：2025国庆档放映场次314.66万场(+12.82%),snapshots/国家电影局_国庆档放映总场次.html,L1,入库L1,R1,否
2025 国庆 票价,2026-08-28-R1,国庆档平均票价 = 36.64元/张,国家电影局,2025年国庆档电影数据,2025,https://m.gmw.cn/2025-10/09/content_1304178079.htm,国家电影局：2025国庆档平均票价36.64元,snapshots/国家电影局_国庆档平均票价.html,L1,入库L1,R1,否
2025 国庆 江苏 花费,2026-08-28-R1,江苏国庆游客总花费 = 644.93亿元,江苏省文化和旅游厅,江苏省2025年国庆文旅数据,2025,https://news.cctv.com/2025/10/09/ARTIsEk7JwGycd1U5f2Uym11251009.shtml,江苏省文旅厅：2025国庆游客总花费644.93亿元居首,snapshots/江苏省文化和旅游厅_江苏国庆游客总花费.html,L1,入库L1,R1,否
2025 国庆 广东 收入,2026-08-28-R1,广东国庆旅游收入 = 613.2亿元,广东省文化和旅游厅,广东省2025年国庆文旅数据,2025,http://www.chinanews.com.cn/cj/2025/10-09/10495385.shtml,广东省文旅厅：2025国庆旅游收入613.2亿元(+14.2%),snapshots/广东省文化和旅游厅_广东国庆旅游收入.html,L1,入库L1,R1,否
2025 国庆 浙江 收入,2026-08-28-R1,浙江国庆旅游收入 = 546.8亿元,品橙旅游(各省汇总),2025年国庆各省旅游数据汇总,2025,https://xueqiu.com/3689438884/356396307,品橙旅游：2025国庆浙江旅游收入546.8亿元,snapshots/品橙旅游(各省汇总)_浙江国庆旅游收入.html,L1,入库L1,R1,否
2025 国庆 浙江,2026-08-28-R1,浙江国庆接待游客 = 3760.3万人次,品橙旅游(各省汇总),2025年国庆各省旅游数据汇总,2025,https://www.iesdouyin.com/share/video/7560164064706956603,各省数据统计：2025国庆浙江接待游客3760.3万人次,snapshots/品橙旅游(各省汇总)_浙江国庆接待游客.html,L1,入库L1,R1,否
2025 国庆 湖南 花费,2026-08-28-R1,湖南国庆游客总花费 = 502.06亿元,湖南省文化和旅游厅,湖南省2025年国庆文旅数据,2025,https://www.hunan.gov.cn/hnszf/hnyw/sy/hnyw1/202510/t20251009_33820201.html,湖南省文旅厅：2025国庆游客总花费502.06亿元(+25.96%),未存-URLError,L1,入库L1-快照未存,R1,否
2025 国庆 湖南 省外,2026-08-28-R1,湖南国庆省外游客 = 1037.12万人次,湖南省文化和旅游厅,湖南省2025年国庆文旅数据,2025,http://www.mct.gov.cn/whzx/qgwhxxlb/hn_7731/202510/t20251014_962742.htm,湖南省文旅厅：2025国庆省外游客1037.12万人次,snapshots/湖南省文化和旅游厅_湖南国庆省外游客.html,L1,入库L1,R1,否
2025 国庆 上海,2026-08-28-R1,上海国庆接待游客 = 2548.5万人次,上海市文化和旅游局,上海市2025年国庆文旅数据,2025,https://www.shanghai.gov.cn/nw31406/20251009/d3a47b3160214af28f1a60ff35f1d9ab.html,上海市文旅局：2025国庆接待游客2548.5万人次(+19.74%),snapshots/上海市文化和旅游局_上海国庆接待游客.html,L1,入库L1,R1,否
2025 国庆 上海 出租率,2026-08-28-R1,上海国庆宾馆旅馆平均客房出租率 = 63.70%,上海市文化和旅游局,上海市2025年国庆文旅数据,2025,http://sh.bendibao.com/news/2025109/301523.shtm,上海市文旅局：2025国庆客房出租率63.70%,未存-HTTPError,L1,入库L1-快照未存,R1,否
2025 国庆 北京,2026-08-28-R1,北京国庆接待游客 = 2509.4万人次,北京市文化和旅游局,北京市2025年国庆文旅数据,2025,https://news.bjd.com.cn/2025/10/08/11341985.shtml,北京市文旅局：2025国庆接待游客2509.4万人次(+3.6%),snapshots/北京市文化和旅游局_北京国庆接待游客.html,L1,入库L1,R1,否
2025 国庆 北京 花费,2026-08-28-R1,北京国庆旅游总花费 = 316.5亿元,北京市文化和旅游局,北京市2025年国庆文旅数据,2025,https://www.chinanews.com/cj/2025/10-08/10495305.shtml,北京市文旅局：2025国庆旅游总花费316.5亿元(+4.7%),snapshots/北京市文化和旅游局_北京国庆旅游总花费.html,L1,入库L1,R1,否
2025 国庆 北京 入境,2026-08-28-R1,北京国庆接待入境游客 = 11.9万人次,北京市文化和旅游局,北京市2025年国庆文旅数据,2025,https://www.chinanews.com/cj/2025/10-08/10495305.shtml,北京市文旅局：2025国庆接待入境游客11.9万人次(+48%),snapshots/北京市文化和旅游局_北京国庆接待入境游客.html,L1,入库L1,R1,否
2025 国庆 广东 景区,2026-08-28-R1,广东4A级及以上景区国庆接待游客 = 2421.9万人次,广东省文化和旅游厅,广东省2025年国庆文旅数据,2025,http://www.ce.cn/culture/gd/202510/t20251010_2510210.shtml,广东省文旅厅：2025国庆4A级以上景区接待2421.9万人次,snapshots/广东省文化和旅游厅_广东4A级及以上景区国庆接待游客.html,L1,入库L1,R1,否
2025 国庆 美团 Top10,2026-08-28-R1,美团国庆文旅消费Top10目的地城市 = 南京居首定性,美团旅行,美团2025国庆文旅消费数据,2025,http://m.toutiao.com/group/7558728342766223872/,美团旅行：2025国庆文旅消费Top10城市出炉,snapshots/美团旅行_美团国庆文旅消费Top10目的地.html,L1,入库L1,R1,否
2025 国庆 演出 项目,2026-08-28-R1,国庆演出项目总数 = 3100个,虎鲸文娱(行业报告),2025国庆假期文娱消费报告,2025,https://xinwen.bjd.com.cn/content/s68e7601ae4b0221b9bedf24a.html,虎鲸文娱：2025国庆演出项目超3100个,snapshots/虎鲸文娱(行业报告)_国庆演出项目总数.html,L1,入库L1,R1,否
2025 国庆 体育赛事,2026-08-28-R1,国庆体育赛事观演人次增速 = 264%,虎鲸文娱(行业报告),2025国庆假期文娱消费报告,2025,http://m.cnhubei.com/content/2025-10/08/content_19560516.html,虎鲸文娱：2025国庆体育赛事观演人次+264%,snapshots/虎鲸文娱(行业报告)_国庆体育赛事观演人次增速.html,L1,入库L1,R1,否
2025 国庆 音乐节,2026-08-28-R1,国庆音乐节观演人次增速 = 66%,虎鲸文娱(行业报告),2025国庆假期文娱消费报告,2025,https://m.cnhubei.com/content/2025-10/08/content_19560516.html,虎鲸文娱：2025国庆音乐节观演人次+66%,snapshots/虎鲸文娱(行业报告)_国庆音乐节观演人次增速.html,L1,入库L1,R1,否
2025 国庆 同程 跟团,2026-08-28-R1,同程国庆长线跟团游预订量增速 = 200%,同程旅行,2025年国庆旅游数据,2025,http://finance.ce.cn/rolling/202510/t20251009_2508236.shtml,同程旅行：2025国庆长线跟团游+200%,未存-URLError,L1,入库L1-快照未存,R1,否
2025 国庆 出入境,2026-08-28-R1,国庆内地居民出入境人次 = 916.5万人次,国家移民管理局,2025年国庆出入境数据,2025,http://www.ce.cn/cysc/newmain/yc/jsxw/202510/t20251010_2509708.shtml,国家移民管理局：2025国庆内地居民出入境916.5万人次,snapshots/国家移民管理局_国庆内地居民出入境人次.html,L1,入库L1,R1,否
2025 国庆 外国人,2026-08-28-R1,国庆外国人出入境人次 = 143.4万人次,国家移民管理局,2025年国庆出入境数据,2025,https://cj.sina.com.cn/articles/view/3903034300/e8a393bc00101kg1w,国家移民管理局：2025国庆外国人出入境143.4万人次,未存-URLError,L1,入库L1-快照未存,R1,否
2025 国庆 凤凰古城,2026-08-28-R1,凤凰古城国庆前三日接待游客 = 36.5万人次,地方政府发布(中国经济网转引),2025年国庆景区数据,2025,http://finance.ce.cn/rolling/202510/t20251009_2508236.shtml,中国经济网：2025国庆凤凰古城前三日迎客36.5万人次,snapshots/地方政府发布(中国经济网_凤凰古城国庆前三日接待游客.html,L1,入库L1,R1,否
2025 国庆 云南,2026-08-28-R1,云南国庆接待游客 = 4000万人次,品橙旅游(各省汇总),2025年国庆各省旅游数据汇总,2025,https://www.iesdouyin.com/share/video/7560594765667667241,各省汇总：2025国庆云南接待游客超4000万人次,snapshots/品橙旅游(各省汇总)_云南国庆接待游客.html,L1,入库L1,R1,否
2025 国庆 河南 增速,2026-08-28-R1,河南国庆旅游收入同比增速 = 83.4%,品橙旅游(各省汇总),2025年国庆各省旅游数据汇总,2025,https://xueqiu.com/3689438884/356396307,品橙旅游：2025国庆河南旅游收入增速83.4%居首,snapshots/品橙旅游(各省汇总)_河南国庆旅游收入同比增速.html,L1,入库L1,R1,否
2025国庆 华住集团 接待人次,R2,华住集团国庆接待人次 = 1055万人次,华住集团,2025年国庆中秋假期经营数据,2025-10,http://m.toutiao.com/group/7559215094400369167/,华住集团旗下酒店国庆中秋假期共接待客人超1055万人次，同比增长36%，外宾超5.7万人次同比增长75%,snapshots/羊城晚报_双节酒店市场火热.html,L1,入库L1,R2,否
2025国庆 华住 入住率,R2,华住集团国庆酒店整体入住率 = 80%,华住集团,2025年国庆中秋假期经营数据,2025-10,http://m.toutiao.com/group/7559194510396424747/,华住集团旗下品牌酒店整体入住率超80%，10月3日达到入住高峰超98%，超8100家门店满房,snapshots/极目新闻_华住国庆入住率超80.html,L1,入库L1,R2,否
2025国庆 锦江酒店 接待人次,R2,锦江酒店国庆接待人次 = 1300万人次,锦江酒店(中国区),2025年国庆中秋假期经营数据,2025-10,http://m.toutiao.com/group/7559461104091447849/,锦江酒店(中国区)旗下酒店平均入住率同比增长4%，累计接待人次超1300万，较去年同期提升超30%,snapshots/新闻晨报_超级黄金周酒店入住率提升.html,L1,入库L1,R2,否
2025国庆 飞猪 酒店间夜量,R2,飞猪平台酒店消费间夜量增速 = 78%,飞猪,2025年国庆中秋假期数据报告,2025-10,http://m.toutiao.com/group/7559513314301116928/,飞猪数据显示，国庆中秋假期全球酒店预订规模创历史新高，消费间夜量同比增长78%，全国超100个城市酒店间夜量翻倍,snapshots/钱江晚报_飞猪长假酒店间夜量增78.html,L1,入库L1,R2,否
2025国庆 四川 5A景区,R2,四川省5A级景区接待游客 = 522.35万人次,四川省文化和旅游厅,2025年国庆中秋假期四川省文旅市场数据,2025-10,https://www.stcn.com/article/detail/3370059.html,四川18家5A级景区累计接待游客522.35万人次、实现门票收入2.14亿元，同比分别增长12.56%和8.38%,snapshots/证券时报_九寨沟连续7天达最大承载量.html,L1,入库L1,R2,是-共2条
2025国庆 四川 5A景区门票,R2,四川省5A级景区门票收入 = 2.14亿元,四川省文化和旅游厅,2025年国庆中秋假期四川省文旅市场数据,2025-10,https://www.stcn.com/article/detail/3370059.html,18家5A级景区实现门票收入2.14亿元，同比增长8.38%,snapshots/证券时报_九寨沟连续7天达最大承载量.html,L1,入库L1,R2,是-共2条
2025国庆 安徽 A级景区,R2,安徽省A级景区首日接待游客 = 214.3万人次,安徽省文化和旅游厅,2025年国庆中秋假期首日文旅数据,2025-10,https://cn.chinadaily.com.cn/a/202510/02/WS68de2958a310c4deea5eb100.html,国庆中秋假期第一天，安徽A级旅游景区接待游客214.3万人次，同比增长6.3%；门票收入2255.6万元，同比增长7.2%,snapshots/中国日报网_假日首日游客量消费额双增.html,L1,入库L1,R2,否
2025国庆 山东 重点景区,R2,山东省重点监测景区接待游客 = 2966.6万人次,山东省文化和旅游厅,2025年国庆中秋假期山东省文旅市场数据,2025-10,http://m.toutiao.com/group/7558837772241388047/,山东重点监测的200家旅游景区累计接待游客2966.6万人次，营业收入15.5亿元，比上年分别增长8.0%和5.0%,snapshots/大众日报_好客山东客流营收双增长.html,L1,入库L1,R2,否
2025国庆 人均花费 派生指标,R2,国庆假期人均出游花费 = 911.0元/人次,推算(文旅部总量),基于文旅部国庆数据的派生测算,2025-10,http://m.toutiao.com/group/7560029436712682035/,文旅部测算国庆中秋8天国内出游8.88亿人次、花费8090.06亿元，人均约911.0元,snapshots/南方周末_国庆长假消费图景.html,L1,入库L1,R2,否
2025国庆 日均出游 派生指标,R2,国庆假期日均出游人次 = 1.11亿人次/天,推算(文旅部总量),基于文旅部国庆数据的派生测算,2025-10,https://www.mct.gov.cn/whzx/whyw/202510/t20251009_962532.htm,国庆中秋8天出游8.88亿人次，日均约1.11亿人次,snapshots/文旅部_国庆中秋国内出游8.88亿人次.html,L1,入库L1,R2,否
2025国庆 飞猪 客单价,R2,飞猪平台客单价增速 = 14.6%,飞猪,2025国庆中秋假期出游快报,2025-10,http://m.toutiao.com/group/7558753711222047267/,飞猪平台数据显示，双节期间游客出行客单价同比提升14.6%，95后游客预订人次占比最高达近四分之一,snapshots/南方都市报_国庆中秋假期市场观察.html,L1,入库L1,R2,否
2025国庆 银联 网联 支付交易,R2,国庆假期银联网联支付交易笔数 = 415.52亿笔,中国人民银行,2025年国庆中秋假期支付交易数据,2025-10,https://m.jiemian.com/article/13439774.html,2025年国庆中秋假期，银联、网联共处理支付交易415.52亿笔，较去年国庆节假期增加95.23亿笔；金额13.26万亿元，增加1.86万亿元,snapshots/界面新闻_十一支付数据透视.html,L1,入库L1,R2,否
2025国庆 银联 交易金额,R2,银联网络国庆交易金额 = 25200亿元,中国银联,2025年国庆中秋假期银联交易数据,2025-10,https://china.huanqiu.com/article/40Ex8vmN30S,双节期间银联网络交易金额达25200亿元，日均交易金额同比增长8.3%，10月1日当天银联网络交易金额超过3300亿元同比增长15.5%,snapshots/环球网_双节网联银联共处理支付.html,L1,入库L1,R2,否
2025国庆 商务部 重点零售餐饮,R2,国庆假期重点零售餐饮企业销售额增速 = 2.7%,商务部,2025年国庆中秋假期消费市场情况,2025-10,https://www.gov.cn/lianbo/bumen/202510/content_7043739.htm,国庆中秋假期全国重点零售和餐饮企业销售额按可比口径同比增长2.7%,snapshots/中国政府网_国庆消费市场人气旺.html,L1,入库L1,R2,是-共2条
2025国庆 步行街 客流量,R2,国庆假期78个步行街客流量增速 = 8.8%,商务部,2025年国庆中秋假期消费市场情况,2025-10,https://www.gov.cn/lianbo/bumen/202510/content_7043533.htm,10月1日至7日，商务部重点监测的78个步行街客流量、营业额同比分别增长8.8%和6.0%,snapshots/中国政府网_国庆中秋消费市场人气旺.html,L1,入库L1,R2,否
