主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
总体,人均出游花费(测算),1351,元,人均trip,2025-01-28~2025-02-04,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,测算值(由文旅部总花费/人次派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,=6770.02亿元/5.01亿人次;D级推算与实测分栏
总体,入出境旅游人数(边检口径),1436.6,万人次,水平值,2025-01-28~2025-02-04,8天,移民局边检口径,官方边检,官方边检,实际,同比,8,水平值,2026-08-21,,国家移民管理局,春节假期1436.6万人次出入境,2025-02-05,A,https://www.nia.gov.cn/n741440/n741567/c1697767/content.html,较去年春节同期+6.3%;内地居民767.1万/港澳台573.7万/外国人95.8万
总体,内地居民出入境,767.1,万人次,水平值,2025-01-28~2025-02-04,8天,移民局边检口径,官方边检,官方边检,实际,同比,8,水平值,2026-08-21,,国家移民管理局,春节假期1436.6万人次出入境,2025-02-05,A,https://www.nia.gov.cn/n741440/n741567/c1697767/content.html,同比+5%
总体,出游人次日均(测算),0.63,亿人次/天,日度,2025-01-28~2025-02-04,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,=5.01/8天;D级推算;2024年8天日均0.59亿/天
总体,出游总花费日均(测算),846.25,亿元/天,日度,2025-01-28~2025-02-04,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,=6770.02/8天;D级推算;2024年8天日均790.86亿/天
总体,国内旅游出游人次,5.01,亿人次,水平值,2025-01-28~2025-02-04,8天,春节8天口径v1.0,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,文化和旅游部数据中心,2025年春节假期文化和旅游市场情况,2025-02-05,A,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,同比+5.9%;按可比天数折算;首个申遗成功后的春节
总体,国内游客出游总花费,6770.02,亿元,水平值,2025-01-28~2025-02-04,8天,春节8天口径v1.0,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,文化和旅游部数据中心,2025年春节假期文化和旅游市场情况,2025-02-05,A,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,同比+7.0%;与商务部社零口径分列不可相加
总体,外国人出入境,95.8,万人次,水平值,2025-01-28~2025-02-04,8天,移民局边检口径,官方边检,官方边检,实际,同比,8,水平值,2026-08-21,,国家移民管理局,春节假期1436.6万人次出入境,2025-02-05,A,https://www.nia.gov.cn/n741440/n741567/c1697767/content.html,同比+22.9%;其中免签入境46万人次(日均+28.5%)
总体,港澳台居民出入境,573.7,万人次,水平值,2025-01-28~2025-02-04,8天,移民局边检口径,官方边检,官方边检,实际,同比,8,水平值,2026-08-21,,国家移民管理局,春节假期1436.6万人次出入境,2025-02-05,A,https://www.nia.gov.cn/n741440/n741567/c1697767/content.html,同比+5.6%
政策宏观,全国消费相关行业日均销售收入同比,10.8,%,增长率,2025-01-28~2025-02-04,8天,国家税务总局增值税发票口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,国家税务总局(中国政府网),春节假期消费观察,2025-02-04,A,https://www.gov.cn/yaowen/liebiao/202502/content_7002463.htm,商品消费+9.9%/服务消费+12.3%
政策宏观,商品消费日均销售收入同比,9.9,%,增长率,2025-01-28~2025-02-04,8天,国家税务总局增值税发票口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,国家税务总局(中国政府网),春节假期消费观察,2025-02-04,A,https://www.gov.cn/yaowen/liebiao/202502/content_7002463.htm,家电家居/粮油食品走高
政策宏观,服务消费日均销售收入同比,12.3,%,增长率,2025-01-28~2025-02-04,8天,国家税务总局增值税发票口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,国家税务总局(中国政府网),春节假期消费观察,2025-02-04,A,https://www.gov.cn/yaowen/liebiao/202502/content_7002463.htm,旅游游览/文化艺术体育需求旺盛
政策宏观,网上零售额同比,5.8,%,增长率,2025-01-28~2025-02-04,8天,商务部商务大数据监测口径,官方重点监测,官方重点监测,实际,同比,8,水平值,2026-08-21,,商务部,2025年春节期间全国网上零售额同比增长5.8%,2025-02-05,A,https://www.gov.cn/lianbo/bumen/202502/content_7002402.htm,"消费品""以旧换新""政策持续显效"
政策宏观,重点零售和餐饮企业销售额同比,4.1,%,增长率,2025-01-28~2025-02-04,8天,商务部商务大数据监测口径,官方重点监测,官方重点监测,实际,同比,8,水平值,2026-08-21,,商务部,2025年春节期间全国网上零售额同比增长5.8%,2025-02-05,A,https://www.gov.cn/lianbo/bumen/202502/content_7002402.htm,节日期间重点零售和餐饮企业销售额+4.1%;与旅游总花费口径不同不可相加
政策宏观,银联网联支付交易笔数,254.16,亿笔,水平值,2025-01-28~2025-02-04,8天,中国人民银行网联清算/银联口径,官方总量,官方总量,实际,同比,8,增长率,2026-08-21,,中国人民银行(人民网),银联网联处理支付交易254.16亿笔,2025-02-05,A,http://cpc.people.com.cn/n1/2025/0206/c64387-40413260.html,较去年春节假期+24.50%
政策宏观,银联网联支付交易金额,9.78,万亿元,水平值,2025-01-28~2025-02-04,8天,中国人民银行网联清算/银联口径,官方总量,官方总量,实际,同比,8,增长率,2026-08-21,,中国人民银行(新华社),2025年春节假期银联网联处理支付交易9.78万亿元,2025-02-05,A,https://app.xinhuanet.com/news/article.html?articleId=6e57810679e69dac84a03d71b0ac0409,共254.16亿笔;较去年春节分别+24.50%/+15.0%
政策宏观,除夕单日支付交易笔数,40.54,亿笔,水平值,2025-01-28,单日,中国人民银行网联清算/银联口径,官方总量,官方总量,实际,同比,1,增长率,2026-08-21,,中国人民银行(中国经济网),春节假期支付数据开门红,2025-02-06,A,http://m.ce.cn/cj/gd/202502/06/t20250206_39283287.shtml,较去年除夕+25.74%
新消费,免签入境外国人(春节),46,万人次,水平值,2025-01-28~2025-02-04,8天,移民局边检口径,官方边检,官方边检,实际,同比,8,增长率,2026-08-21,,国家移民管理局(中国经济网),中国游中国购这样火起来,2026-02-27,A,http://www.ce.cn/xwzx/gnsz/gdxw/202602/t20260227_2790612.shtml,较去年假期日均+28.5%
新消费,春节档场次,346.8,万场,水平值,2025-01-28~2025-02-04,8天,国家电影局口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,国家电影局(新华网),2025年春节档票房人次双双刷新纪录,2025-02-05,A,https://app.xinhuanet.com/news/article.html?articleId=6680ee3570a819c0d0f5923678692b5c,
新消费,春节档平均票价,50.8,元,水平值,2025-01-28~2025-02-04,8天,国家电影局口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,国家电影局(新华网),2025年春节档票房人次双双刷新纪录,2025-02-05,A,https://app.xinhuanet.com/news/article.html?articleId=6680ee3570a819c0d0f5923678692b5c,
新消费,春节档电影票房,95.10,亿元,水平值,2025-01-28~2025-02-04,8天,国家电影局口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,国家电影局,创新高!2025年春节档电影票房破95亿元,2025-02-05,A,https://www.chinafilm.gov.cn/xwzx/gzdt/202502/t20250205_884024.html,刷新春节档票房纪录;哪吒之魔童闹海居冠
新消费,春节档观影人次,1.87,亿人次,水平值,2025-01-28~2025-02-04,8天,国家电影局口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,国家电影局,创新高!2025年春节档电影票房破95亿元,2025-02-05,A,https://www.chinafilm.gov.cn/xwzx/gzdt/202502/t20250205_884024.html,刷新春节档人次纪录;场次346.8万场均票价50.8元
旅游行业平台,入境游酒店订单同比(携程口径),60,%,增长率,2025-01-28~2025-02-04,8天,携程自披露口径,平台自披露,平台自披露,实际,同比,8,增长率,2026-08-21,,携程(财联社转引),一文读懂春节假期数据,2025-02-05,C,https://api3.cls.cn/share/article/1934362?os=ios&sv=815&app=,入境游升温;该平台自身口径
旅游行业平台,外国旅客国内航班预订同比(去哪儿口径),70,%,增长率,2025-01-28~2025-02-04,8天,去哪儿自披露口径,平台自披露,平台自披露,实际,同比,8,增长率,2026-08-21,,去哪儿(财联社转引),一文读懂春节假期数据,2025-02-05,C,https://api3.cls.cn/share/article/1934362?os=ios&sv=815&app=,使用非中国护照预订国内航班数量+70%;平台口径
旅游行业平台,新疆旅游门票订单同比(携程口径),60,%,增长率,2025-01-28~2025-02-04,8天,携程自披露口径,平台自披露,平台自披露,实际,同比,8,增长率,2026-08-21,,携程(光明网转引),旅游过大年 新疆人气旺,2025-02-06,C,https://politics.gmw.cn/2025-02/06/content_37834003.htm,入境游订单+58%;平台口径
旅游行业平台,跨境游订单同比(携程口径),30,%,增长率,2025-01-28~2025-02-04,8天,携程自披露口径,平台自披露,平台自披露,实际,同比,8,增长率,2026-08-21,,携程,2025蛇年春节旅行报告,2025-02-05,C,http://www.zgxwzk.chinanews.com.cn/observe/2025-02-05/24371.shtml,该平台自身口径非全市场
旅行社,众信旅游出游人数同比,46,%,增长率,2025-01-28~2025-02-04,8天,众信旅游自披露口径,企业自披露,企业自披露,实际,同比,8,增长率,2026-08-21,,众信旅游(新旅界转引),众信旅游2025年春节出游趋势报告,2025-01-02,C,https://www.lvjie.co/research/2025/0102/33324.html,团队量较2024+30%;企业口径非全市场
旅行社,众信旅游团队量同比,30,%,增长率,2025-01-28~2025-02-04,8天,众信旅游自披露口径,企业自披露,企业自披露,实际,同比,8,增长率,2026-08-21,,众信旅游(新旅界转引),众信旅游2025年春节出游趋势报告,2025-01-02,C,https://www.lvjie.co/research/2025/0102/33324.html,企业口径非全市场
旅行社,广东包车游订单同比(飞猪口径),30,%,增长率,2025-01-28~2025-02-04,8天,飞猪自披露口径,平台自披露,平台自披露,实际,同比,8,增长率,2026-08-21,,飞猪,飞猪2025春节假期出游快报,2025-02-05,C,https://www.dutenews.com/p/8673492.html,包车游+30%;平台口径
旅行社,广东定制游订单同比(飞猪口径),100,%,增长率,2025-01-28~2025-02-04,8天,飞猪自披露口径,平台自披露,平台自披露,实际,同比,8,增长率,2026-08-21,,飞猪,飞猪2025春节假期出游快报,2025-02-05,C,https://www.dutenews.com/p/8673492.html,广东定制游同比超1倍;包车游+30%;平台口径
景区数据,Top50 5A级景区平均深度游客量,65.8,万人次/家,水平值,2025-01-28~2025-02-04,8天,文化科技创新中心监测口径,大数据监测,大数据监测,实际,同比,8,水平值,2026-08-21,,中国旅游研究院/文化科技创新中心(新华社转引),大数据观察2025年春节假期,2025-02-08,B,https://www.xinhuanet.com/20250208/933e28d87449423196ccd4f083587b25/c.html,平均每家接待深度游游客65.8万人
景区数据,Top50 5A级景区深度游客量,3292.5,万人次,水平值,2025-01-28~2025-02-04,8天,文化科技创新中心监测口径,大数据监测,大数据监测,实际,同比,8,水平值,2026-08-21,,中国旅游研究院/文化科技创新中心(新华社转引),大数据观察2025年春节假期,2025-02-08,B,https://www.xinhuanet.com/20250208/933e28d87449423196ccd4f083587b25/c.html,深度游客量=在景区停留1小时以上;较2024同期有所增长
景区数据,九华山接待游客,47.1,万人次,水平值,2025-01-28~2025-02-04,8天,景区管委会口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,九华山风景区管委会(人民日报),春节假期九华山风景区接待游客47.1万人次,2025-02-06,B,https://www.peopleapp.com/column/30048189513-500006079765,进山车辆15.1万台
景区数据,冰雪大世界(第26届全季)累计接待,356,万人次,水平值,2024-12~2025-02,68天,园区运营口径,官方总量,官方总量,实际,同比,68,水平值,2026-08-21,,哈尔滨冰雪大世界(新华社),68天356万人次:世界最大冰雪乐园游客量创新高,2025-02-27,B,http://www.news.cn/ci/20250227/2ad54895c05c4b3ebad530753a97e365/c.html,较上一届271万+31.4%;68天全季口径
景区数据,冰雪大世界单日峰值客流,10,万人次/日,日度,2025-02-01,单日,园区运营口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,央视网,亚冬会激情澎湃 黑土地热辣滚烫,2025-02-10,B,https://news.cctv.cn/2025/02/10/ARTIJX8UHCOiaJk6phn4d9bP250210.shtml,2月1日(初四)单日破10万
景区数据,冰雪大世界春节接待游客,61,万人次,水平值,2025-01-28~2025-02-04,8天,园区运营口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,冰雪大世界(央广网转引),哈尔滨冰雪大世界春节接待游客超61万人次,2025-02-05,B,https://hlj.cnr.cn/zlseb/20250205/t20250205_527061803.shtml,2月1日单日超10万人次创历史新高
景区数据,北京文旅待客总量,1758.9,万人次,水平值,2025-01-28~2025-02-04,8天,北京文旅综合监测口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,北京市文化和旅游局(中国网转引),春节假期北京文旅市场待客1758.9万人次,2025-02-05,B,http://travel.china.com.cn/txt/2025-02/05/content_117695635.shtml,王府井239万/天安门209.4万居前
景区数据,峨眉山接待游客,33.7,万人次,水平值,2025-01-28~2025-02-04,8天,景区运营口径,官方总量,官方总量,实际,同比,8,增长率,2026-08-21,,峨眉山景区(新京报转引),多家旅游景区上市公司晒春节成绩单,2025-02-05,B,https://m.bjnews.com.cn/detail/1738895918168174.html,接待游客量同比+8.8%
景区数据,峨眉山门票收入,2702,万元,水平值,2025-01-28~2025-02-04,8天,景区运营口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,峨眉山景区(新京报转引),多家旅游景区上市公司晒春节成绩单,2025-02-05,B,https://m.bjnews.com.cn/detail/1738895918168174.html,
游客画像,国内游人均消费同比(飞猪口径),10,%,增长率,2025-01-28~2025-02-04,8天,飞猪自披露口径,平台自披露,平台自披露,实际,同比,8,增长率,2026-08-21,,飞猪,飞猪2025春节假期出游快报,2025-02-10,C,https://www.news.cn/expo/20250210/8bbe282e62ba4e189e21b90beb55af1b/c.html,较去年假期增长近10%;人均住宿时长亦增长;平台口径非全市场
游客画像,跨省游订单占比,62,%,水平值,2025-01-28~2025-02-04,8天,携程自披露口径,平台自披露,平台自披露,实际,同比,8,水平值,2026-08-21,,携程,2025蛇年春节旅行报告,2025-02-05,C,http://www.zgxwzk.chinanews.com.cn/observe/2025-02-05/24371.shtml,该平台自身口径非全市场;游客出行半径进一步扩大
目的地,江苏接待游客,6120.92,万人次,水平值,2025-01-28~2025-02-04,8天,省文旅统计口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,江苏省文化和旅游厅(东财研报转引),春节假期江苏文旅市场情况,2025-02-06,B,https://pdf.dfcfw.com/pdf/H3_AP202502061642830767_1.pdf?1738849745000.pdf,同比+10.3%
目的地,江苏旅游总收入,490.24,亿元,水平值,2025-01-28~2025-02-04,8天,省文旅统计口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,江苏省文化和旅游厅(东财研报转引),春节假期江苏文旅市场情况,2025-02-06,B,https://pdf.dfcfw.com/pdf/H3_AP202502061642830767_1.pdf?1738849745000.pdf,同比+11.1%
酒店,三亚高星级酒店ADR,2713,元,水平值,2025-01-28~2025-02-04,8天,北极星监测口径,第三方监测,第三方监测,实际,同比,8,增长率,2026-08-21,,北极星酒店管理顾问,三亚高星级酒店2025春节黄金周数据分析,2025-02-08,C,https://www.northstarhk.com/newsinfo/8010464.html,较去年同期-13.1%
酒店,三亚高星级酒店OCC,91.6,%,水平值,2025-01-28~2025-02-04,8天,北极星监测口径,第三方监测,第三方监测,实际,同比,8,水平值,2026-08-21,,北极星酒店管理顾问,三亚高星级酒店2025春节黄金周数据分析,2025-02-08,C,https://www.northstarhk.com/newsinfo/8010464.html,2024同期91.8%
酒店,三亚高星级酒店RevPAR,2485,元,水平值,2025-01-28~2025-02-04,8天,北极星监测口径,第三方监测,第三方监测,实际,同比,8,增长率,2026-08-21,,北极星酒店管理顾问,三亚高星级酒店2025春节黄金周数据分析,2025-02-08,C,https://www.northstarhk.com/newsinfo/8010464.html,OCC91.6%(vs91.8%)/ADR2713元-13.1%;RevPAR-13.3%
酒店,全国酒店RevPAR(测算),142.9,元,水平值,2025-01-28~2025-02-04,8天,测算口径,测算,测算,推算,同比,8,水平值,2026-08-21,推算,测算值(由OCC×ADR派生),本报告推算,2026-08-21,D,https://m.sohu.com/a/856794504_121262017/,=49.66%×287.7元;D级推算
酒店,全国酒店平均ADR,287.7,元,水平值,2025-01-28~2025-02-04,8天,酒店之家平台口径,平台自披露,平台自披露,实际,同比,8,水平值,2026-08-21,,酒店之家(数据分析),2025春节全国酒店行业数据回顾,2025-02-10,C,https://m.sohu.com/a/856794504_121262017/?pvid=000115_3w_a,较2024春节295.24元略降不足10元
酒店,全国酒店平均入住率OCC,49.66,%,水平值,2025-01-28~2025-02-04,8天,酒店之家平台口径,平台自披露,平台自披露,实际,同比,8,水平值,2026-08-21,,酒店之家(数据分析),2025春节全国酒店行业数据回顾,2025-02-10,C,https://m.sohu.com/a/856794504_121262017/?pvid=000115_3w_a,"较2024春节53.37%略降""以价换量""并存"
酒店,县城中高端酒店预订热度较平日,40,%,增长率,2025-01-28~2025-02-04,8天,同程自披露口径,平台自披露,平台自披露,实际,无(水平值),8,增长率,2026-08-21,,同程旅行(新华社转引),2025春节假期出行消费观察,2025-02-10,C,https://www.news.cn/expo/20250210/8bbe282e62ba4e189e21b90beb55af1b/c.html,超四成;平台口径
