主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
目的地,厦门暑期接待游客,2470,万人次,厦门市文旅局（文旅部）,厦门暑期文旅消费,2024-09,A,https://www.mct.gov.cn/gtb/index.jsp?url=http%3A%2F%2Fwww.mct.gov.cn%2Fwhzx%2Fqgwhxxlb%2Ffj%2F202409%2Ft20240913_955267.htm,同比+12.5%；旅游总花费370亿（+18.5%）；携程订单+107%,62,官方总量,同比,7.1-8.31,增长率,2024-09-20,
目的地,成都航空枢纽暑运旅客,1632.3,万人次,四川省机场集团,暑运数据,2024-09-02,B,http://xnsbdzb.com/xnsb/20240904/html/content_20240904003001.htm,创历史新高；目的地为四川的入境游订单+158%,62,待核,无(水平值),7.1-8.31,水平值,2024-09-20,
目的地,四川三星堆暑期接待游客,超130,万人次,三星堆博物馆（封面新闻）,暑期数据,2024-08,B,https://e.thecover.cn/wapepaper/html/20240914/218698.html,日均2.25万，创历史新高,62,待核,无(水平值),7.1-8.31,水平值,2024-09-20,
目的地,江苏全省接待省外游客,+11.9,%,江苏省文旅厅,江苏暑期文旅市场,2024-08,B,https://k.sina.cn/article_3733965085_de8fc91d02701azju.html,占游客总量37.3%；259家4A+景区入境44.7万（+55.1%）,62,待核,无(水平值),7.1-8.31,水平值,2024-09-20,
目的地,广东夜间文旅代表性商户夜间接待,+5.5,%,广东省文旅厅,广东夜间文旅消费调查报告,2024-11,B,https://www.mct.gov.cn/gtb/index.jsp?url=http%3A%2F%2Fwww.mct.gov.cn%2Fwlbphone%2Fwlbydd%2Fxxfb%2Fqglb%2Fgd%2F202411%2Ft20241119_956351.html,暑期；国庆假期接待1709.4万（+17.2%）,62,官方总量,无(水平值),7.1-8.31,水平值,2024-09-20,
游客画像,暑期国内长线游占比,超七成,—,央视（平台数据）,暑期文旅消费盘点,2024-09-02,B,https://news.cctv.com/2024/09/02/ARTIrCbFj5cDxbMJuJ6NKi38240902.shtml,亲子/中老年/学生为主；避暑游热门目的地+3倍以上,62,官方总量,无(水平值),7.1-8.31,增长率,2024-09-20,
游客画像,暑期国内租车自驾订单,+超40,%,央视（平台数据）,暑期文旅消费盘点,2024-09-02,B,https://news.cctv.com/2024/09/02/ARTIrCbFj5cDxbMJuJ6NKi38240902.shtml,80后90后占70%,62,官方总量,无(水平值),7.1-8.31,水平值,2024-09-20,
游客画像,县域游异地游客占比,77,%,携程,2024暑期出游市场报告,2024-08-28,C,https://www.sanqin.com/2024-08/28/content_10832397.html,多来自周边一二线城市,62,平台自披露,无(水平值),7.1-8.31,水平值,2024-09-20,
热门新消费,研学游订单量（携程）,+175,%,携程,2024暑期出游市场报告,2024-08-28,C,https://www.cnr.cn/lvyou/hydt/20240902/t20240902_526883432.shtml,国内研学人数+2倍,62,平台自披露,无(水平值),7.1-8.31,增长率,2024-09-20,
热门新消费,黑神话悟空-小西天景区门票订单,+261,%,携程,2024暑期出游市场报告,2024-08-28,C,https://www.sanqin.com/2024-08/28/content_10832397.html,山西成搜索热度最高；山西景点门票+6成,62,平台自披露,无(水平值),7.1-8.31,水平值,2024-09-20,
热门新消费,奥运赴巴黎订单,+129,%,携程,2024暑期出游市场报告,2024-08-28,C,https://www.sanqin.com/2024-08/28/content_10832397.html,带动欧洲租车+170%,62,平台自披露,无(水平值),7.1-8.31,水平值,2024-09-20,
热门新消费,宝藏小城搜索量（小红书）,+2790,%,小红书（新华网转引）,暑期平价旅游,2024-08-27,C,https://www.toutiao.com/article/7407655600668017204/,话题#被低估的宝藏小城#,62,官方总量,无(水平值),7.1-8.31,水平值,2024-09-20,
热门新消费,江苏大型演出票房,7.5,亿元,大麦网（江苏）,江苏暑期文旅市场,2024-08,C,https://k.sina.cn/article_3733965085_de8fc91d02701azju.html,54场5000人以上；观演86.3万；拉动文旅消费6.7亿,62,待核,无(水平值),7.1-8.31,水平值,2024-09-20,
热门新消费,沙漠观星酒店搜索量,+270~470,%,美团,暑期主题酒店,2024-08,C,https://www.sohu.com/a/804738155_114988,Tengol沙漠酒店周销量近千间,62,平台自披露,无(水平值),7.1-8.31,水平值,2024-09-20,
热门新消费,电竞酒店入住率提升（黑神话悟空）,+20~30,%,多家平台（新京报）,电竞酒店,2024-08,C,https://www.sohu.com/a/804738155_114988,游戏上线带动,62,待核,无(水平值),7.1-8.31,水平值,2024-09-20,
政策与宏观,全国暑期文化和旅游消费季活动场次,3.7万,场次,文化和旅游部,2024全国暑期文化和旅游消费季,2024-07-17,A,https://mct.gov.cn/whzx/qgwhxxlb/nmg/202407/t20240718_954197.htm,超4000项；围绕夜间/避暑/亲子/研学,62,官方总量,无(水平值),7.1-8.31,水平值,2024-09-20,
政策与宏观,国家级夜间文旅消费集聚区夜间客流（7.1—7.15）,1.45,亿人次,文化和旅游部,夜间集聚区客流分析,2024-07,A,https://news.qq.com/rain/a/20240802A031N600,同比+6.1%；2023全年24.1亿（+41.3%）,62,官方总量,同比,7.1-8.31,增长率,2024-09-20,
旅行社,春秋旅游跟团游人次,+超50,%,春秋旅游,暑期出游数据,2024-08,C,https://www.caiair.cn/post/shuqi-lvyou-xianyu-lvyou-483429.html,单一旅行社披露，非全行业口径；国内游超去年,62,待核,无(水平值),7.1-8.31,水平值,2024-09-20,
