主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
总体,国内人均旅游消费(测算),359.1,元,人均trip,2025-05-31 至 2025-06-02,3天,3天口径,旅游总花费,测算,推算,同比,3,水平值,2025-06-04,测算待核,AI推算(基于文旅部),,2025-06-04,D,https://www.mct.gov.cn/whzx/whyw/202506/t20250603_960368.htm,总花费÷出游人次=427.30/1.19；测算值，非官方发布
总体,国内人均每日消费(测算),119.7,元,人均day,2025-05-31 至 2025-06-02,3天,3天口径,旅游总花费,测算,推算,同比,3,水平值,2025-06-04,测算待核,AI推算(基于文旅部),,2025-06-04,D,https://www.mct.gov.cn/whzx/whyw/202506/t20250603_960368.htm,人均trip÷3天=359.1/3；测算值D级
总体,国内出游人次,1.1,亿人次,人次,2024-06-08 至 2024-06-10,3天,2024年3天口径,客流人次,官方总量,实际,同比,3,水平值,2024-06-13,空,文化和旅游部,,2024-06-10,A,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,同比+6.3%；去年同期基准(2024端午)
总体,国内出游人次,5.01,亿人次,人次,2025-01-28 至 2025-02-04,8天,8天口径,客流人次,官方总量,实际,较节假日X,8,水平值,2025-02-24,空,文化和旅游部,,2025-02-05,A,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,同比+5.9%；假期8天；本年上期(2025春节)，跨年天数不同需per-day折算
总体,国内出游人次,3.14,亿人次,人次,2025-05-01 至 2025-05-05,5天,5天口径,客流人次,官方总量,实际,较节假日X,5,水平值,2025-05-09,空,文化和旅游部,,2025-05-06,A,https://www.mct.gov.cn/preview/whzx/whyw/202505/t20250506_959793.htm,同比+6.4%；本年上期(2025五一)
总体,国内出游人次,1.19,亿人次,人次,2025-05-31 至 2025-06-02,3天,3天口径,客流人次,官方总量,实际,同比,3,水平值,2025-06-04,空,文化和旅游部,,2025-06-03,A,https://www.mct.gov.cn/whzx/whyw/202506/t20250603_960368.htm,同比+5.7%
总体,国内出游总花费,403.5,亿元,亿元,2024-06-08 至 2024-06-10,3天,2024年3天口径,旅游总花费,官方总量,实际,同比,3,水平值,2024-06-13,空,文化和旅游部,,2024-06-10,A,https://www.mct.gov.cn/whzx/whyw/202406/t20240610_953396.htm,同比+8.1%；去年同期基准(2024端午)
总体,国内出游总花费,6770.02,亿元,亿元,2025-01-28 至 2025-02-04,8天,8天口径,旅游总花费,官方总量,实际,较节假日X,8,水平值,2025-02-24,空,文化和旅游部,,2025-02-05,A,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,同比+7.0%；假期8天；本年上期(2025春节)，跨年天数不同需per-day折算
总体,国内出游总花费,1802.69,亿元,亿元,2025-05-01 至 2025-05-05,5天,5天口径,旅游总花费,官方总量,实际,较节假日X,5,水平值,2025-05-09,空,文化和旅游部,,2025-05-06,A,https://www.mct.gov.cn/preview/whzx/whyw/202505/t20250506_959793.htm,同比+8.0%；本年上期(2025五一)
总体,国内出游总花费,427.30,亿元,亿元,2025-05-31 至 2025-06-02,3天,3天口径,旅游总花费,官方总量,实际,同比,3,水平值,2025-06-04,空,文化和旅游部,,2025-06-03,A,https://www.mct.gov.cn/whzx/whyw/202506/t20250603_960368.htm,同比+5.9%
新消费,亲子/主题乐园消费(平台印证),+100,%,%,2025-05-31 至 2025-06-02,3天,3天口径,平台GMV,平台自披露,实际,同比,3,水平值,2025-06-04,空,飞猪/美团/携程(红网转引),,2025-06,C,https://www.voc.com.cn/news/202506/29613347.html?mobile,主题乐园订单翻倍、亲子酒店搜索+500%；平台自身口径；阶段二硬圈定新消费项
新消费,古镇日均搜索热度(较平时),200,%,%,2024-06-08 至 2024-06-10,3天,2024年3天口径,平台GMV,平台自披露,实际,无(水平值),3,水平值,2024-06-13,空,携程(券商转引),,2024-06,C,https://fxbaogao.com/detail/4342008,新中式民俗体验；去年同期基准；平台自身口径
新消费,龙舟民俗带动旅游订单(佛山/岳阳/宣城),250/52/32,%,%,2024-06-08 至 2024-06-10,3天,2024年3天口径,平台GMV,平台自披露,实际,无(水平值),3,复合,2024-06-13,空,携程(政府网转引),,2024-06-10,A,https://www.gov.cn/lianbo/bumen/202406/content_6956584.htm,佛山租车+250%等；去年同期基准；平台自身口径
景区目的地,北京口岸出入境人员,17.8,万人次,人次,2025-05-31 至 2025-06-02,3天,3天口径,客流人次,官方总量,实际,同比,3,水平值,2025-06-04,空,北京边检(央视网转引),,2025-06-04,B,https://news.cctv.com/2025/06/04/ARTIeAw2fLw0dOAvYi3mysFF250604.shtml,同比+14.8%
景区目的地,北京接待游客,779.2,万人次,人次,2024-06-08 至 2024-06-10,3天,2024年3天口径,客流人次,官方总量,实际,无(水平值),3,水平值,2024-06-13,空,北京市文旅局(中国网财经转引),,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,旅游消费100.9亿；去年同期基准
景区目的地,安徽接待游客,1937.6,万人次,人次,2024-06-08 至 2024-06-10,3天,2024年3天口径,客流人次,待核,实际,同比,3,水平值,2024-06-13,空,安徽省文旅厅(中国网财经转引),,2024-06-12,B,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,同比+5.7%，收入101.9亿+13.9%；去年同期基准
消费宏观,全国重点零售和餐饮企业销售额同比,9.8,%,%,2024-06-08 至 2024-06-10,3天,2024年3天口径,商务部社零,官方总量,实际,同比,3,水平值,2024-06-13,空,商务部(央视新闻联播转引),,2024-06-11,A,https://news.cctv.com/2024/06/11/ARTIb9IEUGUScDfNyvwzYv95240611.shtml,去年同期基准(2024端午)
消费宏观,重点零售和餐饮企业销售额同比,+6.3,%,%,2025-05-01 至 2025-05-05,5天,5天口径,商务部社零,官方重点监测,实际,较节假日X,5,水平值,2025-05-09,空,商务部,,2025-05,A,https://m.linkshop.com/article/news/531622,重点监测企业；本年上期(2025五一)
游客画像,00后出游人次同比,30+,%,%,2024-06-08 至 2024-06-10,3天,2024年3天口径,客流人次,平台自披露,实际,同比,3,水平值,2024-06-13,空,携程(券商转引),,2024-06,C,https://fxbaogao.com/detail/4342008,年轻化趋势；去年同期基准；平台自身口径
游客画像,免签入境外国人,23.1,万人次,人次,2025-05-31 至 2025-06-02,3天,3天口径,客流人次,待核,实际,同比,3,水平值,2025-06-04,空,国家移民管理局,,2025-06-03,A,https://www.nia.gov.cn/n741440/n741567/c1721275/content.html,同比+59.4%；免签政策红利兑现
游客画像,出入境人员,590.7,万人次,人次,2025-05-31 至 2025-06-02,3天,3天口径,客流人次,待核,实际,同比,3,水平值,2025-06-04,空,国家移民管理局,,2025-06-03,A,https://www.nia.gov.cn/n741440/n741567/c1721275/content.html,同比+2.7%；边检口径
游客画像,本地游+周边游占比,49,%,%,2024-06-08 至 2024-06-10,3天,2024年3天口径,客流人次,平台自披露,实际,无(水平值),3,水平值,2024-06-13,空,途牛,,2024-06-12,C,https://www.cnr.cn/lvyou/hydt/20240614/t20240614_526744915.shtml,1-2天短途为主；去年同期基准；平台自身口径
游客画像,银联/网联支付交易笔数,234.39,亿笔,笔,2025-05-01 至 2025-05-05,5天,5天口径,支付清算额,官方总量,实际,较节假日X,5,水平值,2025-05-09,空,中国人民银行,,2025-05-06,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/lianbo/bumen/202505/content_7022638.htm,同比+20.49%；本年上期(2025五一)
游客画像,银联/网联支付交易笔数,140.5,亿笔,笔,2025-05-31 至 2025-06-02,3天,3天口径,支付清算额,官方总量,实际,同比,3,水平值,2025-06-04,空,中国人民银行,,2025-06-03,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/lianbo/bumen/202506/content_7026351.htm,同比+13%
游客画像,银联/网联支付交易金额,4.8,万亿元,元,2025-05-31 至 2025-06-02,3天,3天口径,支付清算额,官方总量,实际,同比,3,水平值,2025-06-04,空,中国人民银行,,2025-06-03,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/lianbo/bumen/202506/content_7026351.htm,同比+3.4%
酒店住宿,热门三四线城市旅游预订热度同比,100+,%,%,2024-06-08 至 2024-06-10,3天,2024年3天口径,酒店间夜,平台自披露,实际,同比,3,水平值,2024-06-13,空,同程旅行,,2024-06-10,C,https://finance.sina.com.cn/tech/2024-06-10/doc-inayhfkz9046913.shtml,黑马：黄山/阿坝/阿勒泰等；去年同期基准；平台自身口径
酒店住宿,阿勒泰酒店预订热度同比,186,%,%,2024-06-08 至 2024-06-10,3天,2024年3天口径,酒店间夜,平台自披露,实际,同比,3,水平值,2024-06-13,空,同程旅行,,2024-06-10,C,https://caifuhao.eastmoney.com/news/20240610220621519523110,影视《我的阿勒泰》带动；去年同期基准；平台自身口径
