主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
交通,国庆民航客运量,1609.6,万人次,交通运输部,国庆假期交通数据,2024-10-08,A,https://news.cctv.cn/2024/10/08/ARTITB2Q9k1Se1Ks5jBM8YCD241008.shtml,日均229.9万，较2023日均+11.1%,7,官方跨区域(含自驾),较2023,7天,增长率,2024-10-09,
交通,国庆水路客运量,980.1,万人次,交通运输部,国庆假期交通数据,2024-10-08,A,https://news.cctv.cn/2024/10/08/ARTITB2Q9k1Se1Ks5jBM8YCD241008.shtml,日均140万，较2023日均+10.0%,7,官方跨区域(含自驾),较2023,7天,增长率,2024-10-09,
交通,铁路国庆黄金周累计发送旅客,1.77,亿人次,国铁集团（新华社转引）,铁路国庆黄金周运输,2024-10-09,A,https://news.cctv.com/2024/10/09/ARTI2lNhHEeE6QAKEjUqVpiA241009.shtml,口径为9/29-10/8共10天；日均1773.9万；10/1单日2144.8万创历史新高；与交通运输部7天铁路口径(1.31亿)为双口径,7,官方跨区域(含自驾),累计(窗口内),7天,水平值,2024-10-09,
电影,国庆档电影票房,21.04,亿元,国家电影局,2024年国庆档电影数据,2024-10-08,A,https://www.chinafilm.gov.cn/xwzx/gzdt/202410/t20241010_868600.html,观影5209万；国产影片20.17亿(占比95.87%)；冠军《志愿军:存亡之战》8.05亿,7,官方总量,无(水平值),7天,水平值,2024-10-09,
政策与宏观,10月社会消费品零售总额,4.54,万亿元,商务部（国家统计局）,2024年10月消费市场情况,2024-11,A,https://fdi.mofcom.gov.cn/come-zonghe-con.html?id=46459,同比+4.8%，增速比上月加快1.6个百分点,7,官方总量,同比,7天,增长率,2024-10-09,
政策与宏观,1-10月社会消费品零售总额,39.90,万亿元,商务部（国家统计局）,2024年10月消费市场情况,2024-11,A,https://fdi.mofcom.gov.cn/come-zonghe-con.html?id=46459,同比+3.5%,7,官方总量,同比,7天,增长率,2024-10-09,
政策与宏观,1-10月服务零售额增速,+6.5,%,商务部（国家统计局）,2024年10月消费市场情况,2024-11,A,https://fdi.mofcom.gov.cn/come-zonghe-con.html?id=46459,餐饮收入4.44万亿(+5.9%),7,官方总量,无(水平值),7天,水平值,2024-10-09,
政策与宏观,国庆假期消费相关行业日均销售收入,25.1,%(同比),国家税务总局（新华社转引）,增值税发票数据,2024-10-08,A,https://www.cditv.cn/show/4813-1948646.html,消费相关行业日均销售收入同比+25.1%；露营+43.2%、民宿+6.3%,7,官方总量,同比,7天,增长率,2024-10-09,
景区,全国博物馆接待观众,7488,万人次,国家文物局（中国新闻网转引）,国庆假期博物馆数据,2024-10,A,https://m.chinanews.com/wap/detail/cht/zw/10298972.shtml,国家文物局统计,7,待核,无(水平值),7天,水平值,2024-10-09,
目的地,北京接待游客,2159.64,万人次,北京市文化和旅游局,北京国庆文旅数据,2024-10-08,A,https://news.hubeidaily.net/pc/c_3198995.html,同比+18.35%；旅游总收入268.85亿(+11.67%)，均创历史新高；215家景区2047.8万(+20.4%),7,官方总量,同比,7天,增长率,2024-10-09,
目的地,四川接待游客,5531.80,万人次,四川省文化和旅游厅,四川国庆文旅数据,2024-10-08,A,https://news.cctv.cn/2024/10/08/ARTIqbBCWDtfyoykPCRtarZH241008.shtml,旅游消费348.37亿(+11.09%/+9.48%)；890家A级景区3987.31万(+21.21%)；17家5A级426.93万(+25.06%),7,待核,无(水平值),7天,水平值,2024-10-09,
目的地,重庆接待国内游客,2268.35,万人次,重庆市文化和旅游发展委员会,重庆国庆文旅数据,2024-10-07,A,https://news.cctv.cn/2024/10/08/ARTIqbBCWDtfyoykPCRtarZH241008.shtml,游客花费154.02亿(+15.8%)；130家景区846.12万(+13.1%)；洪崖洞103.1万、磁器口86.5万,7,待核,无(水平值),7天,水平值,2024-10-09,
目的地,广东接待游客,5848.1,万人次,广东省文化和旅游厅,广东国庆文旅数据,2024-10,A,https://m.chinanews.com/wap/detail/cht/zw/10298972.shtml,旅游收入536.9亿(+8.9%),7,官方总量,无(水平值),7天,水平值,2024-10-09,
目的地,河南接待游客,7991.6,万人次,河南省文化和旅游厅,河南国庆文旅数据,2024-10-08,A,https://news.cctv.cn/2024/10/08/ARTIqbBCWDtfyoykPCRtarZH241008.shtml,旅游收入565.9亿(+15.5%)；景区前五：万岁山59.67万、清明上河园55.33万,7,待核,无(水平值),7天,水平值,2024-10-09,
目的地,湖南接待游客,3345.61,万人次,湖南省文化和旅游厅,湖南国庆文旅数据,2024-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10298972.shtml,游客总花费382.63亿(+14.6%),7,待核,无(水平值),7天,水平值,2024-10-09,
目的地,辽宁接待游客,5597.6,万人次,辽宁省文化和旅游厅,辽宁国庆文旅数据,2024-10,A,https://m.chinanews.com/wap/detail/cht/zw/10298972.shtml,旅游综合收入375.5亿(+18.1%),7,待核,无(水平值),7天,水平值,2024-10-09,
目的地,福建接待游客,3817.52,万人次,福建省文化和旅游厅,福建国庆文旅数据,2024-10,A,https://www.xhby.net/content/s67051fdae4b019ce565a078b.html,旅游总花费315.32亿(+11.3%)；同比+10.5%,7,待核,同比,7天,增长率,2024-10-09,
目的地,上海接待游客,1862.25,万人次,上海市文化和旅游局（央视转引）,上海国庆文旅数据,2024-10-08,B,https://www.cditv.cn/show/4813-1948646.html,全要素旅游消费269.19亿(+4.60%),7,官方总量,无(水平值),7天,水平值,2024-10-09,
景区,杭州西湖单日(10/2)客流量,78.79,万人次,杭州西湖风景名胜区管委会（经济日报转引）,西湖国庆客流,2024-10-02,B,https://www.ce.cn/xwzx/gnsz/gdxw/202410/03/t20241003_39158123.shtml,同比+65.59%；10/1为39.73万(+59.24%),7,待核,同比,7天,增长率,2024-10-09,
景区,杭州各景区单日(10/1)接待,181.24,万人次,杭州市文化广电旅游局（财联社转引）,杭州国庆首日,2024-10-01,B,https://news.qq.com/rain/a/20241002A03FDV00,,7,官方总量,无(水平值),7天,水平值,2024-10-09,
景区,九寨沟国庆7天门票预订人数,约22.56,万人,九寨沟景区（财联社转引）,九寨沟国庆预订,2024-10-01,B,https://news.qq.com/rain/a/20241002A03FDV00,连续4天达4.1万人最大承载量；川青铁路带动,7,待核,无(水平值),7天,水平值,2024-10-09,
热门新消费,红色旅游经典景区日均订单,+70,%,网络平台数据（中国新闻网转引）,国庆红色旅游,2024-10,B,https://m.chinanews.com/wap/detail/cht/zw/10298972.shtml,爱国氛围叠加出游热情,7,待核,无(水平值),7天,水平值,2024-10-09,
游客画像,携程00后订单占比,近20,%,携程,2024年国庆旅游消费报告,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,已超85后、90后成为出游主力,7,平台自披露,无(水平值),7天,水平值,2024-10-09,
游客画像,携程展演类日均订单,+80,%,携程,2024年国庆旅游消费报告,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,全国超90场演唱会,7,平台自披露,无(水平值),7天,水平值,2024-10-09,
游客画像,县域旅游日均订单(携程),+40,%,携程,2024年国庆旅游消费报告,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,增速前10县域均超4倍：隰县/芮城/贺兰/宜川/商南/应县/宁安/织金/齐河/仁化,7,平台自披露,无(水平值),7天,增长率,2024-10-09,
游客画像,途牛国内长线游占比,超50,%,途牛旅游网,2024国庆旅游消费盘点,2024-10,C,https://m.qlwb.com.cn/detail/24864904.html,出境游占比超20%,7,平台自披露,无(水平值),7天,水平值,2024-10-09,
平台,携程入境游日均人次增速,近80,%,携程,2024年国庆旅游消费报告,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,超50%外国旅客停留>7天；意/马/俄/美+超3倍；日均订单超2019,7,平台自披露,无(水平值),7天,增长率,2024-10-09,
平台,携程四线/五线城市日均出境游订单,+1倍/3倍,指数,携程,2024年国庆旅游消费报告,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,出境游下沉市场新增长点,7,平台自披露,无(水平值),7天,复合值,2024-10-09,
平台,同程县域酒店预订涨幅超50%的县城数,近百,个,同程旅行,"2024""十一""假期旅行消费报告",2024-10-07,C,https://finance.sina.com.cn/roll/2024-10-07/doc-incrttzr4820983.shtml,三线及以下城市用车预订+50%,7,平台自披露,无(水平值),7天,水平值,2024-10-09,
平台,飞猪国内高星酒店预订量,+近40,%,飞猪,2024国庆假期出游快报,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,出境游+超50%；国际酒店恢复至2019约120%,7,平台自披露,无(水平值),7天,增长率,2024-10-09,
平台,飞猪机票/酒店均价同比,-13%/-6,%,飞猪,2024国庆假期出游快报,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,国际机票/酒店均价-19%/-3%,7,平台自披露,同比,7天,复合值,2024-10-09,
平台,去哪儿县域高星酒店预订增幅,+五成,%,去哪儿,平台数据,2024-10-07,C,https://tour.youth.cn/xw/202410/t20241012_15574897.htm,三线及以下城市出境游订单+近3倍,7,平台自披露,无(水平值),7天,增长率,2024-10-09,
平台,美团夜间时段消费(较2023假期),+44.8,个百分点,美团（人民日报转引）,国庆消费数据,2024-10,C,https://cpc.people.com.cn/BIG5/n1/2024/1009/c64387-40335167.html,餐饮堂食前5天日均+33.4%,7,平台自披露,较2023,7天,水平值,2024-10-09,
平台,木鸟民宿热门城市订单(北京/西安/苏州),+30以上,%,木鸟民宿,2024国庆假期民宿消费报告,2024-10-08,C,https://m.bjnews.com.cn/detail/1728390922168364.html,大同+210%、景德镇+540%,7,平台自披露,无(水平值),7天,水平值,2024-10-09,
平台,途家县域民宿预订量,+超五成,%,途家民宿,平台数据,2024-10-08,C,https://m.bjnews.com.cn/detail/1728390922168364.html,覆盖1393县；四川九寨沟县+1.8倍,7,平台自披露,无(水平值),7天,增长率,2024-10-09,
酒店,华住中国接待住客,超810,万人次,华住集团,国庆假期经营数据,2024-10-08,C,https://m.guancha.cn/GongSi/2024_10_10_751292.shtml,为去年同期1.2倍；徐州/南昌入住率>95%，淮南/怀化/岳阳/仙桃>100%，晋城98%(黑神话悟空带动),7,待核,无(水平值),7天,增长率,2024-10-09,
酒店,锦江(中国区)接待旅客,超1000,万人次,锦江酒店(中国区),国庆经营数据,2024-10-08,C,https://www.21jingji.com/article/20241008/herald/53258c6df62ce1506871957305e48404.html,前四天整体入住率约90%(+3pct)；10/3满房超6000家；江西/陕西/辽宁/山西/湖南/重庆>95%,7,待核,无(水平值),7天,水平值,2024-10-09,
酒店,锦江10/1-3 RevPAR/入住率/平均房价,-1%/+3pct/-4%,指数,锦江酒店(中国区)（新浪转引）,酒店经营数据,2024-10,C,https://www.sina.cn/news/detail/5086794007973853.html,量涨价跌：出租率升、房价降,7,待核,无(水平值),7天,复合值,2024-10-09,
酒店,万达超半数酒店至少一天满房,超半数,家,万达酒店及度假村,国庆数据,2024-10-08,C,https://m.bjnews.com.cn/detail/1728390922168364.html,山西太原/长治/临汾及新疆阿勒泰/吐鲁番连续5天满房,7,待核,无(水平值),7天,水平值,2024-10-09,
酒店,洲际度假酒店总收入,+34,%,洲际酒店集团,国庆数据,2024-10,C,https://m.jrj.com.cn/toutiao/2024/10/18/44164646.shtml,10/4入住率99%,7,待核,无(水平值),7天,水平值,2024-10-09,
酒店,山西民宿订单(木鸟),+141,%,木鸟民宿,2024国庆假期民宿消费报告,2024-10-08,C,https://m.bjnews.com.cn/detail/1728390922168364.html,黑神话悟空带动古建游,7,平台自披露,无(水平值),7天,水平值,2024-10-09,
旅行社,山东康辉出境散客收客,约+30,%,山东康辉旅游（齐鲁壹点转引）,国庆旅行社数据,2024-10-08,C,https://www.toutiao.com/article/7423323182779662867/,团队游同比更高；整体恢复至2019六七成；港澳/游轮/东南亚/日本百人单团,7,待核,同比,7天,增长率,2024-10-09,
旅行社,低线级城市出境游(五线),翻一倍,指数,携程（齐鲁壹点转引）,国庆出境游数据,2024-10-02,C,https://www.toutiao.com/article/7421168401025991178/,低线级城市整体+约一成；下沉市场成新增长点,7,平台自披露,无(水平值),7天,增长率,2024-10-09,
