主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
政策宏观,五一假期首日重点零售餐饮销售额同比,21.4,%,商务部（央视网转引）,五一假期菜篮子价格,2023-04-30,A,https://news.cctv.com/2023/04/30/ARTIIv2jbOqTNJFCHGKlgmeF230430.shtml,重点餐饮+36.9%,5,官方总量,同比,5天,水平值,2023-05-11,
平台,携程五一热门目的地Top10,北京/上海/成都/杭州/广州/南京/重庆/西安/武汉/深圳,,携程（经济日报转引）,长线游带动吃住行游购娱复苏,2023-05-04,C,https://www.ce.cn/cysc/newmain/yc/jsxw/202305/04/t20230504_38529448.shtml,排名,5,平台自披露,无(水平值),5天,水平值,2023-05-11,
平台,携程用户出游半径同比,25,%,携程,2023年五一出游数据报告,2023-05-03,C,https://www.ce.cn/cysc/newmain/yc/jsxw/202305/04/t20230504_38529448.shtml,跨省酒店预订占比超7成景区门票+9倍（较去年）/+2倍（较2019）,5,平台自披露,较2019,5天,增长率,2023-05-11,
平台,飞猪国内游预订量（较春节）,100,%（翻倍）,飞猪,长线游带动复苏,2023-05-04,C,https://www.ce.cn/cysc/newmain/yc/jsxw/202305/04/t20230504_38529448.shtml,国内酒店+95%火车票+117%,5,平台自披露,无(水平值),5天,水平值,2023-05-11,
平台,同程国际酒店/国际机票预订,超/恢复2019同期,,同程旅行,长线游带动复苏,2023-05-04,C,https://www.ce.cn/cysc/newmain/yc/jsxw/202305/04/t20230504_38529448.shtml,出境游加速,5,平台自披露,无(水平值),5天,水平值,2023-05-11,
平台,携程出境游整体订单同比,近700,%,携程,2023年五一出游数据报告,2023-05-03,C,https://www.ce.cn/cysc/newmain/yc/jsxw/202305/04/t20230504_38529448.shtml,出境机票+近900%酒店+近450%,5,平台自披露,同比,5天,水平值,2023-05-11,
平台,飞猪高星酒店预订同比,14,倍,飞猪（ZAKER转引）,这个五一有多火爆,2023-05,C,https://app.myzaker.com/article/644738d61bc8e00f3a000009,中长线游占比九成以上,5,平台自披露,同比,5天,水平值,2023-05-11,
旅行社,途牛打包旅游产品构成,跟团51/定制22/自由行18,%,途牛旅游网（ZAKER转引）,这个五一有多火爆,2023-05,C,https://app.myzaker.com/article/644738d61bc8e00f3a000009,跟团游占比过半,5,平台自披露,无(水平值),5天,复合值,2023-05-11,
旅行社,携程私家团订单（较2019五一）,874,%,携程（人民政协网转引）,假期收官最火五一实至名归,2023-05-05,C,https://www.rmzxw.com.cn/c/2023-05-05/3339432.shtml,独立成团专车专导,5,平台自披露,较2019,5天,水平值,2023-05-11,
新消费,美团全国五一餐厅堂食线上订座量（较2019）,205,%,美团（网易转引）,淄博烧烤火出圈,2023-04-24,C,https://www.163.com/dy/article/I34JCCSC0519JFL1.html,截至4月23日酒店度假门票美食搜索较2019+313%,5,平台自披露,较2019,5天,增长率,2023-05-11,
新消费,淄博整体旅游订单（较2019）,441,%,携程（中国经营报转引）,冷门城市不冷门,2023-05-06,C,https://finance.sina.cn/2023-05-06/detail-imysvrzu3033019.d.html,大众点评淄博烧烤搜索+700%笔记+1400%,5,平台自披露,较2019,5天,水平值,2023-05-11,
新消费,途家淄博民宿提前预订量（较2019）,12,倍,途家（网易转引）,淄博烧烤火出圈,2023-04-24,C,https://www.163.com/dy/article/I34JCCSC0519JFL1.html,淄博94%民宿已预订,5,平台自披露,较2019,5天,水平值,2023-05-11,
新消费,美团五一前三天全国餐饮消费规模（较2019）,92,%,美团（央视新闻转引）,这个五一各个城市消费数据,2023-05,C,https://i.ifeng.com/c/8PYbTrHMYVR,排队等位超1000桌,5,平台自披露,较2019,5天,水平值,2023-05-11,
新消费,淄博烧烤近一周搜索量同比,700,%,大众点评/美团（中国经营报转引）,冷门城市不冷门,2023-05-06,C,https://finance.sina.cn/2023-05-06/detail-imysvrzu3033019.d.html,笔记数+1400%,5,平台自披露,同比,5天,水平值,2023-05-11,
